oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
BorderlineSMOTE,0.05,Adaboost,0.799,0.384,0.646,0.175,0.481,0.736,0.725,0.279
BorderlineSMOTE,0.05,GBDT,0.849,0.481,0.575,0.104,0.524,0.735,0.7,0.31
SVMSMOTE,0.6,SVM,0.869,0.542,0.602,0.086,0.571,0.758,0.726,0.288
SVMSMOTE,0.6,KNN,0.822,0.421,0.619,0.143,0.501,0.738,0.719,0.288
SVMSMOTE,0.6,LR,0.79,0.362,0.602,0.179,0.452,0.712,0.695,0.308
SVMSMOTE,0.6,DT,0.824,0.419,0.569,0.133,0.482,0.718,0.687,0.319
SVMSMOTE,0.6,RF,0.881,0.593,0.564,0.065,0.578,0.749,0.703,0.312
SVMSMOTE,0.6,LightGBM,0.883,0.596,0.586,0.067,0.591,0.759,0.72,0.297
SVMSMOTE,0.6,Adaboost,0.851,0.487,0.619,0.11,0.545,0.754,0.73,0.281
SVMSMOTE,0.6,GBDT,0.861,0.518,0.558,0.088,0.537,0.735,0.693,0.319
SMOTUNED,260.3,SVM,0.854,0.495,0.541,0.093,0.517,0.724,0.678,0.331
SMOTUNED,119.65,KNN,0.81,0.404,0.663,0.165,0.502,0.749,0.739,0.265
SMOTUNED,1822.49,LR,0.773,0.33,0.558,0.191,0.415,0.684,0.661,0.34
SMOTUNED,119.07,DT,0.747,0.324,0.691,0.243,0.441,0.724,0.722,0.278
SMOTUNED,443.58,RF,0.833,0.448,0.669,0.139,0.537,0.765,0.753,0.254
SMOTUNED,186.44,LightGBM,0.815,0.415,0.691,0.164,0.519,0.763,0.756,0.248
SMOTUNED,342.65,Adaboost,0.813,0.41,0.68,0.165,0.511,0.757,0.749,0.255
SMOTUNED,513.45,GBDT,0.778,0.36,0.691,0.207,0.473,0.742,0.738,0.263
DAZZLE,4308.109149217606,SVM,0.886,0.683,0.392,0.031,0.498,0.681,0.559,0.43
DAZZLE,4308.109149217606,KNN,0.897,0.713,0.481,0.033,0.574,0.724,0.642,0.368
DAZZLE,4308.109149217606,LR,0.737,0.233,0.359,0.199,0.283,0.58,0.496,0.475
DAZZLE,4308.109149217606,DT,0.842,0.457,0.497,0.1,0.476,0.699,0.641,0.362
DAZZLE,4308.109149217606,RF,0.905,0.758,0.503,0.027,0.605,0.738,0.663,0.352
DAZZLE,4308.109149217606,LightGBM,0.916,0.839,0.519,0.017,0.642,0.751,0.68,0.34
DAZZLE,4308.109149217606,Adaboost,0.907,0.786,0.486,0.022,0.601,0.732,0.649,0.364
DAZZLE,4308.109149217606,GBDT,0.893,0.677,0.497,0.04,0.573,0.729,0.655,0.357
