oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
ADASYN,0.07,RF,0.875,0.569,0.547,0.07,0.558,0.739,0.689,0.324
ADASYN,0.07,LightGBM,0.87,0.548,0.564,0.078,0.556,0.743,0.699,0.314
ADASYN,0.07,Adaboost,0.791,0.365,0.602,0.177,0.454,0.713,0.696,0.308
ADASYN,0.07,GBDT,0.857,0.505,0.541,0.089,0.523,0.726,0.679,0.33
BorderlineSMOTE,0.16,SVM,0.77,0.336,0.613,0.204,0.434,0.705,0.693,0.309
BorderlineSMOTE,0.16,KNN,0.818,0.414,0.635,0.152,0.501,0.742,0.727,0.279
BorderlineSMOTE,0.16,LR,0.746,0.259,0.409,0.197,0.317,0.606,0.542,0.441
BorderlineSMOTE,0.16,DT,0.833,0.431,0.503,0.112,0.464,0.696,0.642,0.36
BorderlineSMOTE,0.16,RF,0.874,0.566,0.547,0.071,0.556,0.738,0.689,0.324
BorderlineSMOTE,0.16,LightGBM,0.875,0.565,0.58,0.075,0.572,0.752,0.713,0.302
BorderlineSMOTE,0.16,Adaboost,0.809,0.393,0.597,0.155,0.474,0.721,0.699,0.306
BorderlineSMOTE,0.16,GBDT,0.855,0.498,0.569,0.097,0.531,0.736,0.698,0.312
SVMSMOTE,0.41,SVM,0.865,0.531,0.525,0.078,0.528,0.723,0.669,0.34
SVMSMOTE,0.41,KNN,0.823,0.418,0.58,0.136,0.486,0.722,0.694,0.312
SVMSMOTE,0.41,LR,0.787,0.353,0.569,0.176,0.436,0.697,0.673,0.329
SVMSMOTE,0.41,DT,0.822,0.409,0.525,0.128,0.46,0.699,0.655,0.348
SVMSMOTE,0.41,RF,0.885,0.618,0.536,0.056,0.574,0.74,0.684,0.331
SVMSMOTE,0.41,LightGBM,0.889,0.636,0.541,0.052,0.585,0.745,0.689,0.326
SVMSMOTE,0.41,Adaboost,0.843,0.464,0.575,0.112,0.514,0.731,0.698,0.311
SVMSMOTE,0.41,GBDT,0.873,0.561,0.536,0.071,0.548,0.733,0.68,0.332
SMOTUNED,150.85,SVM,0.865,0.531,0.519,0.077,0.525,0.721,0.665,0.344
SMOTUNED,81.58,KNN,0.802,0.382,0.608,0.166,0.469,0.721,0.703,0.301
SMOTUNED,705.9,LR,0.775,0.322,0.508,0.181,0.394,0.664,0.627,0.37
SMOTUNED,70.78,DT,0.733,0.304,0.657,0.254,0.415,0.702,0.699,0.302
SMOTUNED,209.56,RF,0.824,0.423,0.608,0.14,0.499,0.734,0.712,0.294
SMOTUNED,110.93,LightGBM,0.791,0.38,0.707,0.195,0.494,0.756,0.753,0.249
SMOTUNED,255.68,Adaboost,0.813,0.4,0.597,0.151,0.479,0.723,0.701,0.304
SMOTUNED,411.49,GBDT,0.79,0.37,0.652,0.187,0.472,0.732,0.724,0.279
DAZZLE,3139.345764398575,SVM,0.893,0.943,0.276,0.003,0.427,0.637,0.433,0.512
DAZZLE,3139.345764398575,KNN,0.898,0.748,0.442,0.025,0.556,0.708,0.608,0.395
DAZZLE,3139.345764398575,LR,0.859,0.556,0.11,0.015,0.184,0.548,0.199,0.629
DAZZLE,3139.345764398575,DT,0.863,0.526,0.497,0.075,0.511,0.711,0.647,0.359
DAZZLE,3139.345764398575,RF,0.901,0.788,0.431,0.02,0.557,0.706,0.599,0.403
DAZZLE,3139.345764398575,LightGBM,0.913,0.84,0.492,0.016,0.62,0.738,0.656,0.36
DAZZLE,3139.345764398575,Adaboost,0.896,0.758,0.414,0.022,0.536,0.696,0.582,0.414
DAZZLE,3139.345764398575,GBDT,0.902,0.75,0.481,0.027,0.586,0.727,0.643,0.368
WGAN,22.61,SVM,0.852,0.0,0.0,0.005,0.0,0.498,0.0,0.707
WGAN,22.61,KNN,0.863,0.8,0.066,0.003,0.122,0.532,0.124,0.66
WGAN,22.61,LR,0.852,0.464,0.177,0.034,0.256,0.571,0.299,0.583
WGAN,22.61,DT,0.363,0.134,0.624,0.681,0.22,0.472,0.423,0.55
WGAN,22.61,RF,0.359,0.146,0.713,0.701,0.243,0.506,0.421,0.536
WGAN,22.61,LightGBM,0.847,0.378,0.094,0.026,0.15,0.534,0.171,0.641
WGAN,22.61,Adaboost,0.869,0.793,0.127,0.006,0.219,0.561,0.225,0.617
WGAN,22.61,GBDT,0.841,0.37,0.149,0.043,0.213,0.553,0.258,0.602
RP,2.787421226501465,SVM,0.888,0.678,0.431,0.034,0.527,0.698,0.596,0.403
RP,2.787421226501465,KNN,0.876,0.578,0.53,0.065,0.553,0.733,0.677,0.335
RP,2.787421226501465,LR,0.845,0.462,0.431,0.085,0.446,0.673,0.586,0.407
RP,2.787421226501465,DT,0.837,0.443,0.519,0.11,0.478,0.705,0.656,0.349
RP,2.787421226501465,RF,0.9,0.739,0.47,0.028,0.574,0.721,0.633,0.376
RP,2.787421226501465,LightGBM,0.906,0.779,0.486,0.023,0.599,0.731,0.649,0.364
RP,2.787421226501465,Adaboost,0.897,0.736,0.448,0.027,0.557,0.71,0.613,0.391
RP,2.787421226501465,GBDT,0.89,0.648,0.519,0.047,0.577,0.736,0.672,0.342
Howso,86.1275589466095,SVM,0.858,0.508,0.519,0.085,0.514,0.717,0.663,0.345
Howso,86.1275589466095,KNN,0.777,0.349,0.63,0.198,0.449,0.716,0.705,0.297
Howso,86.1275589466095,LR,0.794,0.357,0.53,0.161,0.427,0.685,0.65,0.351
Howso,86.1275589466095,DT,0.748,0.319,0.657,0.236,0.43,0.71,0.707,0.294
Howso,86.1275589466095,RF,0.843,0.467,0.624,0.12,0.534,0.752,0.73,0.279
Howso,86.1275589466095,LightGBM,0.833,0.444,0.619,0.13,0.517,0.744,0.723,0.285
Howso,86.1275589466095,Adaboost,0.782,0.359,0.652,0.196,0.463,0.728,0.72,0.283
Howso,86.1275589466095,GBDT,0.813,0.407,0.652,0.16,0.501,0.746,0.734,0.271
DS,0.23299050331115723,SVM,0.881,0.808,0.232,0.009,0.361,0.611,0.376,0.543
DS,0.23299050331115723,KNN,0.895,0.721,0.442,0.029,0.548,0.707,0.607,0.395
DS,0.23299050331115723,LR,0.869,0.75,0.133,0.007,0.225,0.563,0.234,0.613
DS,0.23299050331115723,DT,0.861,0.52,0.492,0.076,0.506,0.708,0.642,0.363
DS,0.23299050331115723,RF,0.901,0.782,0.436,0.02,0.56,0.708,0.604,0.399
DS,0.23299050331115723,LightGBM,0.913,0.827,0.503,0.018,0.625,0.743,0.665,0.352
DS,0.23299050331115723,Adaboost,0.9,0.798,0.414,0.018,0.545,0.698,0.583,0.414
DS,0.23299050331115723,GBDT,0.894,0.676,0.508,0.041,0.58,0.734,0.664,0.349
SDV_GC,3.4524621963500977,SVM,0.9,0.924,0.337,0.005,0.494,0.666,0.504,0.469
SDV_GC,3.4524621963500977,KNN,0.899,0.737,0.464,0.028,0.569,0.718,0.628,0.379
SDV_GC,3.4524621963500977,LR,0.861,0.557,0.188,0.025,0.281,0.581,0.315,0.575
SDV_GC,3.4524621963500977,DT,0.86,0.515,0.486,0.077,0.5,0.704,0.637,0.367
SDV_GC,3.4524621963500977,RF,0.903,0.792,0.442,0.02,0.567,0.711,0.609,0.395
SDV_GC,3.4524621963500977,LightGBM,0.903,0.776,0.459,0.022,0.576,0.718,0.624,0.383
SDV_GC,3.4524621963500977,Adaboost,0.894,0.74,0.409,0.024,0.527,0.692,0.576,0.418
SDV_GC,3.4524621963500977,GBDT,0.896,0.698,0.486,0.035,0.573,0.725,0.647,0.364
SDV_GAN,33.46135973930359,SVM,0.896,0.859,0.337,0.009,0.484,0.664,0.503,0.469
SDV_GAN,33.46135973930359,KNN,0.902,0.764,0.464,0.024,0.577,0.72,0.629,0.379
SDV_GAN,33.46135973930359,LR,0.807,0.284,0.221,0.094,0.248,0.563,0.355,0.555
SDV_GAN,33.46135973930359,DT,0.849,0.475,0.475,0.088,0.475,0.693,0.625,0.376
SDV_GAN,33.46135973930359,RF,0.9,0.769,0.442,0.022,0.561,0.71,0.609,0.395
SDV_GAN,33.46135973930359,LightGBM,0.904,0.785,0.464,0.021,0.583,0.721,0.63,0.379
SDV_GAN,33.46135973930359,Adaboost,0.893,0.72,0.425,0.028,0.535,0.699,0.592,0.407
SDV_GAN,33.46135973930359,GBDT,0.878,0.591,0.503,0.059,0.543,0.722,0.655,0.354
