oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.906,0.985,0.354,0.001,0.52,0.676,0.522,0.457
No,0,KNN,0.897,0.71,0.486,0.034,0.577,0.726,0.647,0.364
No,0,LR,0.871,0.721,0.171,0.011,0.277,0.58,0.292,0.586
No,0,DT,0.855,0.497,0.519,0.088,0.508,0.715,0.662,0.346
No,0,RF,0.898,0.715,0.486,0.033,0.579,0.727,0.647,0.364
No,0,LightGBM,0.91,0.798,0.503,0.021,0.617,0.741,0.664,0.352
No,0,Adaboost,0.909,0.813,0.481,0.019,0.604,0.731,0.645,0.367
No,0,GBDT,0.891,0.655,0.514,0.046,0.576,0.734,0.668,0.345
Random,0.01,SVM,0.869,0.543,0.564,0.08,0.553,0.742,0.699,0.314
Random,0.01,KNN,0.825,0.425,0.591,0.135,0.494,0.728,0.702,0.304
Random,0.01,LR,0.764,0.326,0.597,0.208,0.422,0.695,0.681,0.321
Random,0.01,DT,0.839,0.447,0.492,0.102,0.468,0.695,0.635,0.367
Random,0.01,RF,0.89,0.655,0.503,0.045,0.569,0.729,0.659,0.353
Random,0.01,LightGBM,0.878,0.578,0.575,0.071,0.576,0.752,0.71,0.305
Random,0.01,Adaboost,0.854,0.496,0.68,0.116,0.573,0.782,0.768,0.241
Random,0.01,GBDT,0.857,0.505,0.602,0.1,0.549,0.751,0.722,0.29
SMOTE,0.03,SVM,0.848,0.478,0.591,0.109,0.528,0.741,0.711,0.299
SMOTE,0.03,KNN,0.814,0.404,0.619,0.154,0.489,0.733,0.715,0.291
SMOTE,0.03,LR,0.775,0.342,0.602,0.196,0.436,0.703,0.689,0.313
SMOTE,0.03,DT,0.832,0.434,0.547,0.12,0.484,0.713,0.675,0.331
SMOTE,0.03,RF,0.877,0.581,0.536,0.065,0.557,0.735,0.681,0.331
SMOTE,0.03,LightGBM,0.877,0.577,0.558,0.069,0.567,0.745,0.698,0.316
SMOTE,0.03,Adaboost,0.849,0.483,0.613,0.111,0.54,0.751,0.726,0.284
SMOTE,0.03,GBDT,0.852,0.487,0.525,0.093,0.505,0.716,0.665,0.342
ADASYN,0.03,SVM,0.673,0.268,0.729,0.336,0.392,0.697,0.695,0.305
ADASYN,0.03,KNN,0.791,0.375,0.669,0.188,0.48,0.74,0.733,0.27
ADASYN,0.03,LR,0.671,0.236,0.575,0.313,0.335,0.631,0.626,0.373
ADASYN,0.03,DT,0.814,0.393,0.53,0.138,0.452,0.696,0.657,0.346
ADASYN,0.03,RF,0.867,0.536,0.58,0.085,0.557,0.748,0.71,0.303
ADASYN,0.03,LightGBM,0.862,0.519,0.591,0.092,0.553,0.749,0.716,0.296
ADASYN,0.03,Adaboost,0.775,0.346,0.624,0.199,0.445,0.713,0.702,0.301
ADASYN,0.03,GBDT,0.845,0.467,0.541,0.104,0.501,0.719,0.675,0.333
BorderlineSMOTE,0.03,SVM,0.718,0.292,0.669,0.274,0.406,0.697,0.696,0.304
BorderlineSMOTE,0.03,KNN,0.81,0.402,0.646,0.162,0.496,0.742,0.73,0.275
BorderlineSMOTE,0.03,LR,0.72,0.248,0.464,0.237,0.323,0.613,0.577,0.414
BorderlineSMOTE,0.03,DT,0.819,0.403,0.53,0.132,0.458,0.699,0.658,0.345
BorderlineSMOTE,0.03,RF,0.869,0.543,0.558,0.079,0.55,0.739,0.695,0.318
BorderlineSMOTE,0.03,LightGBM,0.857,0.505,0.569,0.094,0.535,0.738,0.699,0.312
BorderlineSMOTE,0.03,Adaboost,0.794,0.367,0.586,0.17,0.451,0.708,0.687,0.317
BorderlineSMOTE,0.03,GBDT,0.853,0.493,0.613,0.106,0.547,0.754,0.727,0.284
SVMSMOTE,0.54,SVM,0.865,0.53,0.586,0.088,0.556,0.749,0.713,0.299
SVMSMOTE,0.54,KNN,0.825,0.429,0.63,0.142,0.51,0.744,0.727,0.28
SVMSMOTE,0.54,LR,0.777,0.344,0.602,0.194,0.438,0.704,0.689,0.313
SVMSMOTE,0.54,DT,0.825,0.416,0.536,0.127,0.469,0.705,0.664,0.34
SVMSMOTE,0.54,RF,0.886,0.614,0.564,0.06,0.588,0.752,0.705,0.311
SVMSMOTE,0.54,LightGBM,0.878,0.58,0.558,0.068,0.569,0.745,0.698,0.316
SVMSMOTE,0.54,Adaboost,0.859,0.509,0.602,0.098,0.552,0.752,0.722,0.29
SVMSMOTE,0.54,GBDT,0.85,0.483,0.552,0.1,0.515,0.726,0.685,0.324
SMOTUNED,223.4,SVM,0.866,0.533,0.575,0.085,0.553,0.745,0.706,0.307
SMOTUNED,106.09,KNN,0.779,0.365,0.718,0.21,0.484,0.754,0.752,0.249
SMOTUNED,1783.5,LR,0.777,0.341,0.586,0.191,0.431,0.697,0.679,0.323
SMOTUNED,96.38,DT,0.719,0.288,0.646,0.269,0.399,0.689,0.686,0.314
SMOTUNED,358.16,RF,0.845,0.474,0.646,0.121,0.547,0.763,0.745,0.264
SMOTUNED,209.64,LightGBM,0.797,0.389,0.713,0.189,0.503,0.762,0.759,0.243
SMOTUNED,372.79,Adaboost,0.81,0.406,0.691,0.17,0.511,0.76,0.754,0.25
SMOTUNED,590.24,GBDT,0.765,0.348,0.724,0.228,0.47,0.748,0.747,0.253
DAZZLE,1673.6478350162506,SVM,0.907,0.881,0.409,0.009,0.558,0.7,0.579,0.418
DAZZLE,1673.6478350162506,KNN,0.894,0.694,0.475,0.035,0.564,0.72,0.637,0.372
DAZZLE,1673.6478350162506,LR,0.763,0.295,0.464,0.187,0.361,0.638,0.591,0.401
DAZZLE,1673.6478350162506,DT,0.856,0.5,0.53,0.089,0.515,0.721,0.67,0.338
DAZZLE,1673.6478350162506,RF,0.898,0.719,0.481,0.032,0.576,0.725,0.642,0.368
DAZZLE,1673.6478350162506,LightGBM,0.912,0.818,0.497,0.019,0.619,0.739,0.66,0.356
DAZZLE,1673.6478350162506,Adaboost,0.906,0.789,0.475,0.021,0.593,0.727,0.64,0.371
DAZZLE,1673.6478350162506,GBDT,0.906,0.748,0.525,0.03,0.617,0.748,0.681,0.337
WGAN,37.62,SVM,0.854,0.0,0.0,0.002,0.0,0.499,0.0,0.707
WGAN,37.62,KNN,0.865,0.789,0.083,0.004,0.15,0.54,0.153,0.649
WGAN,37.62,LR,0.823,0.348,0.26,0.082,0.297,0.589,0.405,0.527
WGAN,37.62,DT,0.798,0.198,0.133,0.09,0.159,0.521,0.231,0.617
WGAN,37.62,RF,0.218,0.149,0.934,0.902,0.256,0.516,0.177,0.64
WGAN,37.62,LightGBM,0.536,0.196,0.713,0.493,0.307,0.61,0.592,0.404
WGAN,37.62,Adaboost,0.871,1.0,0.105,0.0,0.19,0.552,0.19,0.633
WGAN,37.62,GBDT,0.21,0.141,0.878,0.903,0.243,0.488,0.174,0.644
RP,3.8586997985839844,SVM,0.904,0.768,0.475,0.024,0.587,0.725,0.639,0.372
RP,3.8586997985839844,KNN,0.857,0.505,0.547,0.09,0.525,0.728,0.683,0.327
RP,3.8586997985839844,LR,0.858,0.509,0.459,0.074,0.483,0.692,0.613,0.386
RP,3.8586997985839844,DT,0.841,0.453,0.503,0.102,0.476,0.7,0.645,0.359
RP,3.8586997985839844,RF,0.893,0.669,0.514,0.043,0.581,0.735,0.669,0.345
RP,3.8586997985839844,LightGBM,0.906,0.76,0.508,0.027,0.609,0.741,0.668,0.348
RP,3.8586997985839844,Adaboost,0.901,0.718,0.519,0.034,0.603,0.742,0.675,0.341
RP,3.8586997985839844,GBDT,0.888,0.641,0.514,0.048,0.571,0.733,0.667,0.345
Howso,267.41206455230713,SVM,0.88,0.587,0.58,0.069,0.583,0.756,0.715,0.301
Howso,267.41206455230713,KNN,0.765,0.328,0.602,0.208,0.425,0.697,0.684,0.317
Howso,267.41206455230713,LR,0.81,0.396,0.597,0.154,0.476,0.722,0.7,0.305
Howso,267.41206455230713,DT,0.786,0.369,0.674,0.195,0.477,0.74,0.734,0.268
Howso,267.41206455230713,RF,0.847,0.477,0.635,0.117,0.545,0.759,0.739,0.271
Howso,267.41206455230713,LightGBM,0.834,0.448,0.646,0.134,0.529,0.756,0.74,0.267
Howso,267.41206455230713,Adaboost,0.798,0.386,0.685,0.183,0.494,0.751,0.745,0.258
Howso,267.41206455230713,GBDT,0.808,0.4,0.663,0.168,0.499,0.748,0.738,0.266
DS,0.45545125007629395,SVM,0.89,0.922,0.26,0.004,0.405,0.628,0.412,0.524
DS,0.45545125007629395,KNN,0.892,0.674,0.481,0.039,0.561,0.721,0.641,0.368
