oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
DS,0.45545125007629395,LR,0.872,0.717,0.182,0.012,0.291,0.585,0.308,0.578
DS,0.45545125007629395,DT,0.852,0.487,0.519,0.092,0.503,0.714,0.661,0.346
DS,0.45545125007629395,RF,0.896,0.707,0.481,0.034,0.572,0.724,0.642,0.368
DS,0.45545125007629395,LightGBM,0.911,0.805,0.503,0.02,0.619,0.741,0.664,0.352
DS,0.45545125007629395,Adaboost,0.905,0.782,0.475,0.022,0.591,0.726,0.639,0.371
DS,0.45545125007629395,GBDT,0.884,0.611,0.53,0.057,0.568,0.737,0.679,0.334
SDV_GC,5.591404676437378,SVM,0.907,0.91,0.392,0.007,0.548,0.693,0.562,0.43
SDV_GC,5.591404676437378,KNN,0.896,0.695,0.492,0.036,0.576,0.728,0.651,0.36
SDV_GC,5.591404676437378,LR,0.869,0.627,0.232,0.023,0.339,0.604,0.375,0.543
SDV_GC,5.591404676437378,DT,0.864,0.527,0.53,0.08,0.529,0.725,0.673,0.337
SDV_GC,5.591404676437378,RF,0.9,0.724,0.492,0.032,0.586,0.73,0.652,0.36
SDV_GC,5.591404676437378,LightGBM,0.91,0.809,0.492,0.02,0.612,0.736,0.655,0.36
SDV_GC,5.591404676437378,Adaboost,0.905,0.758,0.503,0.027,0.605,0.738,0.663,0.352
SDV_GC,5.591404676437378,GBDT,0.884,0.616,0.514,0.054,0.56,0.73,0.666,0.346
SDV_GAN,52.6826548576355,SVM,0.903,0.847,0.398,0.012,0.541,0.693,0.567,0.426
SDV_GAN,52.6826548576355,KNN,0.896,0.702,0.481,0.034,0.57,0.723,0.642,0.368
SDV_GAN,52.6826548576355,LR,0.83,0.373,0.26,0.074,0.306,0.593,0.406,0.526
SDV_GAN,52.6826548576355,DT,0.847,0.468,0.448,0.086,0.458,0.681,0.601,0.395
SDV_GAN,52.6826548576355,RF,0.898,0.712,0.492,0.034,0.582,0.729,0.652,0.36
SDV_GAN,52.6826548576355,LightGBM,0.912,0.826,0.497,0.018,0.621,0.74,0.66,0.356
SDV_GAN,52.6826548576355,Adaboost,0.904,0.75,0.497,0.028,0.598,0.735,0.658,0.356
SDV_GAN,52.6826548576355,GBDT,0.902,0.727,0.514,0.033,0.602,0.741,0.671,0.345
