oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.91,0.986,0.381,0.001,0.55,0.69,0.552,0.438
No,0,KNN,0.913,0.805,0.525,0.021,0.635,0.752,0.683,0.336
No,0,LR,0.869,0.722,0.144,0.009,0.24,0.567,0.251,0.606
No,0,DT,0.877,0.577,0.558,0.069,0.567,0.745,0.698,0.316
No,0,RF,0.92,0.886,0.514,0.011,0.65,0.751,0.676,0.344
No,0,LightGBM,0.927,0.932,0.53,0.007,0.676,0.762,0.692,0.332
No,0,Adaboost,0.919,0.899,0.492,0.009,0.636,0.741,0.657,0.359
No,0,GBDT,0.912,0.784,0.541,0.025,0.641,0.758,0.696,0.325
Random,0.01,SVM,0.875,0.562,0.597,0.078,0.579,0.759,0.724,0.29
Random,0.01,KNN,0.837,0.452,0.619,0.127,0.522,0.746,0.724,0.284
Random,0.01,LR,0.799,0.38,0.624,0.171,0.473,0.726,0.712,0.292
Random,0.01,DT,0.873,0.565,0.503,0.065,0.532,0.719,0.654,0.355
Random,0.01,RF,0.92,0.835,0.558,0.019,0.669,0.77,0.711,0.313
Random,0.01,LightGBM,0.902,0.681,0.602,0.047,0.639,0.777,0.738,0.283
Random,0.01,Adaboost,0.849,0.484,0.674,0.121,0.564,0.776,0.763,0.246
Random,0.01,GBDT,0.881,0.582,0.63,0.076,0.605,0.777,0.749,0.267
SMOTE,0.03,SVM,0.856,0.5,0.657,0.111,0.568,0.773,0.756,0.255
SMOTE,0.03,KNN,0.809,0.4,0.652,0.165,0.496,0.744,0.732,0.272
SMOTE,0.03,LR,0.764,0.326,0.597,0.208,0.422,0.695,0.681,0.321
SMOTE,0.03,DT,0.827,0.424,0.552,0.127,0.48,0.713,0.677,0.329
SMOTE,0.03,RF,0.888,0.618,0.58,0.061,0.598,0.76,0.717,0.3
SMOTE,0.03,LightGBM,0.9,0.669,0.602,0.05,0.634,0.776,0.737,0.284
SMOTE,0.03,Adaboost,0.86,0.511,0.635,0.102,0.567,0.766,0.744,0.268
SMOTE,0.03,GBDT,0.873,0.552,0.613,0.084,0.581,0.765,0.735,0.28
ADASYN,0.05,SVM,0.661,0.258,0.724,0.35,0.381,0.687,0.685,0.315
ADASYN,0.05,KNN,0.777,0.358,0.691,0.209,0.472,0.741,0.738,0.264
ADASYN,0.05,LR,0.658,0.228,0.575,0.328,0.327,0.623,0.62,0.38
ADASYN,0.05,DT,0.825,0.427,0.619,0.14,0.506,0.74,0.72,0.287
ADASYN,0.05,RF,0.868,0.537,0.602,0.088,0.568,0.757,0.726,0.288
ADASYN,0.05,LightGBM,0.882,0.584,0.635,0.076,0.608,0.78,0.753,0.263
ADASYN,0.05,Adaboost,0.792,0.377,0.68,0.189,0.485,0.745,0.739,0.263
ADASYN,0.05,GBDT,0.859,0.509,0.597,0.097,0.55,0.75,0.719,0.293
BorderlineSMOTE,0.06,SVM,0.671,0.26,0.696,0.333,0.379,0.681,0.681,0.319
BorderlineSMOTE,0.06,KNN,0.79,0.372,0.663,0.189,0.476,0.737,0.73,0.273
BorderlineSMOTE,0.06,LR,0.697,0.22,0.431,0.258,0.291,0.587,0.545,0.442
BorderlineSMOTE,0.06,DT,0.845,0.468,0.569,0.109,0.514,0.73,0.695,0.314
BorderlineSMOTE,0.06,RF,0.881,0.587,0.597,0.071,0.592,0.763,0.727,0.29
BorderlineSMOTE,0.06,LightGBM,0.88,0.581,0.613,0.074,0.597,0.769,0.738,0.278
BorderlineSMOTE,0.06,Adaboost,0.807,0.401,0.68,0.171,0.504,0.754,0.747,0.257
BorderlineSMOTE,0.06,GBDT,0.864,0.525,0.575,0.088,0.549,0.744,0.705,0.307
SVMSMOTE,0.59,SVM,0.848,0.481,0.685,0.125,0.565,0.78,0.769,0.24
SVMSMOTE,0.59,KNN,0.806,0.392,0.63,0.165,0.483,0.733,0.718,0.287
SVMSMOTE,0.59,LR,0.778,0.348,0.613,0.194,0.444,0.71,0.697,0.306
SVMSMOTE,0.59,DT,0.845,0.469,0.591,0.113,0.523,0.739,0.71,0.3
SVMSMOTE,0.59,RF,0.895,0.654,0.575,0.051,0.612,0.762,0.716,0.303
SVMSMOTE,0.59,LightGBM,0.9,0.665,0.613,0.052,0.638,0.781,0.745,0.276
SVMSMOTE,0.59,Adaboost,0.857,0.504,0.63,0.104,0.56,0.763,0.74,0.272
