oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.896,0.868,0.326,0.008,0.474,0.659,0.491,0.477
No,0,KNN,0.884,0.636,0.453,0.044,0.529,0.705,0.615,0.388
No,0,LR,0.869,0.681,0.177,0.014,0.281,0.581,0.3,0.582
No,0,DT,0.857,0.506,0.464,0.076,0.484,0.694,0.618,0.383
No,0,RF,0.897,0.741,0.442,0.026,0.554,0.708,0.608,0.395
No,0,LightGBM,0.906,0.794,0.47,0.02,0.59,0.725,0.635,0.375
No,0,Adaboost,0.898,0.739,0.453,0.027,0.562,0.713,0.618,0.387
No,0,GBDT,0.874,0.574,0.492,0.061,0.53,0.715,0.645,0.362
Random,0.01,SVM,0.857,0.502,0.564,0.094,0.531,0.735,0.695,0.316
Random,0.01,KNN,0.814,0.398,0.564,0.143,0.467,0.71,0.68,0.325
Random,0.01,LR,0.773,0.326,0.536,0.187,0.405,0.674,0.646,0.354
Random,0.01,DT,0.844,0.459,0.47,0.093,0.464,0.688,0.619,0.381
Random,0.01,RF,0.893,0.694,0.464,0.034,0.556,0.715,0.627,0.38
Random,0.01,LightGBM,0.872,0.556,0.552,0.074,0.554,0.739,0.692,0.321
Random,0.01,Adaboost,0.812,0.399,0.597,0.152,0.478,0.722,0.701,0.305
Random,0.01,GBDT,0.844,0.463,0.519,0.101,0.49,0.709,0.658,0.347
SMOTE,0.04,SVM,0.855,0.498,0.602,0.102,0.545,0.75,0.721,0.29
SMOTE,0.04,KNN,0.807,0.39,0.597,0.157,0.472,0.72,0.699,0.306
SMOTE,0.04,LR,0.752,0.299,0.536,0.211,0.384,0.662,0.638,0.361
SMOTE,0.04,DT,0.818,0.399,0.514,0.13,0.449,0.692,0.646,0.356
SMOTE,0.04,RF,0.865,0.533,0.536,0.079,0.534,0.728,0.678,0.333
SMOTE,0.04,LightGBM,0.87,0.548,0.569,0.079,0.558,0.745,0.703,0.31
SMOTE,0.04,Adaboost,0.836,0.448,0.591,0.123,0.51,0.734,0.706,0.302
SMOTE,0.04,GBDT,0.857,0.505,0.586,0.097,0.542,0.744,0.711,0.301
ADASYN,0.05,SVM,0.676,0.267,0.713,0.331,0.388,0.691,0.69,0.31
ADASYN,0.05,KNN,0.781,0.357,0.646,0.196,0.46,0.725,0.716,0.286
ADASYN,0.05,LR,0.664,0.229,0.564,0.319,0.326,0.622,0.617,0.382
ADASYN,0.05,DT,0.821,0.41,0.552,0.134,0.471,0.709,0.675,0.33
ADASYN,0.05,RF,0.849,0.48,0.541,0.099,0.509,0.721,0.676,0.332
ADASYN,0.05,LightGBM,0.849,0.482,0.58,0.105,0.526,0.737,0.704,0.306
ADASYN,0.05,Adaboost,0.785,0.362,0.646,0.192,0.464,0.727,0.718,0.284
ADASYN,0.05,GBDT,0.851,0.485,0.547,0.098,0.514,0.725,0.681,0.328
BorderlineSMOTE,0.05,SVM,0.768,0.328,0.58,0.2,0.419,0.69,0.672,0.329
BorderlineSMOTE,0.05,KNN,0.794,0.373,0.635,0.18,0.47,0.728,0.716,0.287
BorderlineSMOTE,0.05,LR,0.706,0.24,0.481,0.256,0.32,0.612,0.584,0.409
BorderlineSMOTE,0.05,DT,0.798,0.349,0.464,0.146,0.398,0.659,0.601,0.393
BorderlineSMOTE,0.05,RF,0.857,0.503,0.519,0.087,0.511,0.716,0.662,0.345
BorderlineSMOTE,0.05,LightGBM,0.862,0.519,0.608,0.095,0.56,0.756,0.727,0.285
BorderlineSMOTE,0.05,Adaboost,0.79,0.367,0.63,0.183,0.463,0.723,0.711,0.292
BorderlineSMOTE,0.05,GBDT,0.845,0.467,0.552,0.106,0.506,0.723,0.683,0.325
SVMSMOTE,0.73,SVM,0.847,0.475,0.586,0.109,0.525,0.738,0.707,0.303
SVMSMOTE,0.73,KNN,0.812,0.395,0.575,0.148,0.468,0.713,0.686,0.319
SVMSMOTE,0.73,LR,0.761,0.317,0.569,0.207,0.407,0.681,0.663,0.338
SVMSMOTE,0.73,DT,0.827,0.417,0.497,0.117,0.453,0.69,0.636,0.365
SVMSMOTE,0.73,RF,0.871,0.557,0.514,0.069,0.534,0.722,0.662,0.347
SVMSMOTE,0.73,LightGBM,0.867,0.536,0.569,0.083,0.552,0.743,0.702,0.31
