oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
SVMSMOTE,0.73,Adaboost,0.838,0.455,0.608,0.123,0.52,0.742,0.718,0.291
SVMSMOTE,0.73,GBDT,0.863,0.522,0.58,0.089,0.55,0.745,0.709,0.304
SMOTUNED,230.95,SVM,0.825,0.42,0.564,0.131,0.481,0.716,0.684,0.322
SMOTUNED,115.59,KNN,0.756,0.324,0.635,0.223,0.429,0.706,0.699,0.302
SMOTUNED,1007.35,LR,0.759,0.311,0.552,0.207,0.398,0.673,0.651,0.349
SMOTUNED,115.23,DT,0.724,0.289,0.63,0.261,0.397,0.685,0.68,0.32
SMOTUNED,389.98,RF,0.81,0.399,0.619,0.157,0.485,0.731,0.714,0.292
SMOTUNED,210.52,LightGBM,0.773,0.349,0.663,0.209,0.457,0.727,0.722,0.28
SMOTUNED,382.63,Adaboost,0.795,0.372,0.613,0.174,0.463,0.72,0.704,0.3
SMOTUNED,578.42,GBDT,0.773,0.349,0.663,0.209,0.457,0.727,0.722,0.28
DAZZLE,3699.0705008506775,SVM,0.899,0.875,0.348,0.008,0.498,0.67,0.515,0.461
DAZZLE,3699.0705008506775,KNN,0.886,0.656,0.442,0.039,0.528,0.701,0.605,0.396
DAZZLE,3699.0705008506775,LR,0.859,0.625,0.055,0.006,0.102,0.525,0.105,0.668
DAZZLE,3699.0705008506775,DT,0.845,0.466,0.486,0.094,0.476,0.696,0.633,0.369
DAZZLE,3699.0705008506775,RF,0.896,0.748,0.425,0.024,0.542,0.701,0.593,0.407
DAZZLE,3699.0705008506775,LightGBM,0.907,0.791,0.481,0.021,0.598,0.73,0.645,0.368
DAZZLE,3699.0705008506775,Adaboost,0.897,0.732,0.453,0.028,0.56,0.713,0.618,0.387
DAZZLE,3699.0705008506775,GBDT,0.876,0.587,0.464,0.055,0.519,0.705,0.622,0.381
WGAN,40.23,SVM,0.855,0.0,0.0,0.001,0.0,0.5,0.0,0.707
WGAN,40.23,KNN,0.857,0.55,0.061,0.008,0.109,0.526,0.115,0.664
WGAN,40.23,LR,0.752,0.225,0.293,0.17,0.254,0.561,0.433,0.514
WGAN,40.23,DT,0.688,0.225,0.475,0.276,0.306,0.6,0.574,0.419
WGAN,40.23,RF,0.632,0.166,0.387,0.327,0.233,0.53,0.491,0.491
WGAN,40.23,LightGBM,0.704,0.192,0.326,0.232,0.241,0.547,0.458,0.504
WGAN,40.23,Adaboost,0.87,0.737,0.155,0.009,0.256,0.573,0.268,0.598
WGAN,40.23,GBDT,0.835,0.24,0.066,0.035,0.104,0.515,0.124,0.661
RP,3.8936614990234375,SVM,0.894,0.711,0.448,0.031,0.549,0.708,0.612,0.391
RP,3.8936614990234375,KNN,0.864,0.528,0.519,0.078,0.524,0.721,0.664,0.344
RP,3.8936614990234375,LR,0.855,0.497,0.453,0.077,0.474,0.688,0.608,0.391
RP,3.8936614990234375,DT,0.84,0.452,0.519,0.106,0.483,0.707,0.657,0.348
RP,3.8936614990234375,RF,0.895,0.702,0.47,0.034,0.563,0.718,0.632,0.376
RP,3.8936614990234375,LightGBM,0.908,0.789,0.497,0.022,0.61,0.737,0.659,0.356
RP,3.8936614990234375,Adaboost,0.902,0.734,0.503,0.031,0.597,0.736,0.662,0.352
RP,3.8936614990234375,GBDT,0.877,0.586,0.508,0.061,0.544,0.724,0.66,0.35
Howso,303.97049164772034,SVM,0.837,0.447,0.53,0.111,0.485,0.71,0.664,0.341
Howso,303.97049164772034,KNN,0.774,0.34,0.602,0.197,0.434,0.702,0.688,0.314
Howso,303.97049164772034,LR,0.775,0.323,0.514,0.182,0.397,0.666,0.631,0.367
Howso,303.97049164772034,DT,0.777,0.351,0.646,0.201,0.455,0.723,0.715,0.288
Howso,303.97049164772034,RF,0.816,0.405,0.591,0.146,0.481,0.722,0.699,0.307
Howso,303.97049164772034,LightGBM,0.822,0.421,0.63,0.146,0.504,0.742,0.725,0.281
Howso,303.97049164772034,Adaboost,0.777,0.347,0.619,0.196,0.444,0.711,0.699,0.303
Howso,303.97049164772034,GBDT,0.8,0.378,0.597,0.166,0.463,0.715,0.696,0.308
DS,0.6628272533416748,SVM,0.885,0.753,0.304,0.017,0.433,0.644,0.464,0.492
DS,0.6628272533416748,KNN,0.891,0.696,0.431,0.032,0.532,0.7,0.596,0.403
DS,0.6628272533416748,LR,0.867,0.659,0.16,0.014,0.258,0.573,0.276,0.594
DS,0.6628272533416748,DT,0.857,0.503,0.453,0.075,0.477,0.689,0.608,0.39
DS,0.6628272533416748,RF,0.896,0.734,0.442,0.027,0.552,0.707,0.608,0.395
DS,0.6628272533416748,LightGBM,0.903,0.752,0.486,0.027,0.591,0.73,0.648,0.364
DS,0.6628272533416748,Adaboost,0.901,0.777,0.442,0.021,0.563,0.71,0.609,0.395
DS,0.6628272533416748,GBDT,0.873,0.569,0.481,0.061,0.521,0.71,0.636,0.37
SDV_GC,7.065320014953613,SVM,0.896,0.8,0.376,0.016,0.511,0.68,0.544,0.442
SDV_GC,7.065320014953613,KNN,0.888,0.661,0.464,0.04,0.545,0.712,0.626,0.38
SDV_GC,7.065320014953613,LR,0.865,0.594,0.21,0.024,0.31,0.593,0.346,0.559
SDV_GC,7.065320014953613,DT,0.838,0.443,0.475,0.101,0.459,0.687,0.622,0.378
SDV_GC,7.065320014953613,RF,0.898,0.752,0.436,0.024,0.552,0.706,0.603,0.399
SDV_GC,7.065320014953613,LightGBM,0.908,0.788,0.492,0.022,0.605,0.735,0.654,0.36
SDV_GC,7.065320014953613,Adaboost,0.896,0.712,0.464,0.032,0.562,0.716,0.627,0.38
SDV_GC,7.065320014953613,GBDT,0.872,0.565,0.481,0.062,0.519,0.709,0.636,0.37
SDV_GAN,61.85007452964783,SVM,0.889,0.702,0.403,0.029,0.512,0.687,0.57,0.422
SDV_GAN,61.85007452964783,KNN,0.895,0.706,0.464,0.033,0.56,0.716,0.627,0.38
SDV_GAN,61.85007452964783,LR,0.851,0.474,0.304,0.057,0.37,0.624,0.46,0.494
SDV_GAN,61.85007452964783,DT,0.833,0.431,0.486,0.108,0.457,0.689,0.629,0.371
SDV_GAN,61.85007452964783,RF,0.897,0.741,0.442,0.026,0.554,0.708,0.608,0.395
SDV_GAN,61.85007452964783,LightGBM,0.909,0.802,0.492,0.02,0.61,0.736,0.655,0.36
SDV_GAN,61.85007452964783,Adaboost,0.9,0.739,0.47,0.028,0.574,0.721,0.633,0.376
SDV_GAN,61.85007452964783,GBDT,0.869,0.552,0.497,0.068,0.523,0.715,0.649,0.359
