oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.901,0.983,0.32,0.001,0.483,0.66,0.485,0.481
No,0,KNN,0.904,0.79,0.459,0.02,0.58,0.719,0.625,0.383
No,0,LR,0.869,0.87,0.11,0.003,0.196,0.554,0.199,0.629
No,0,DT,0.853,0.489,0.508,0.089,0.499,0.709,0.652,0.353
No,0,RF,0.9,0.762,0.442,0.023,0.559,0.709,0.609,0.395
No,0,LightGBM,0.909,0.825,0.47,0.017,0.599,0.726,0.636,0.375
No,0,Adaboost,0.904,0.808,0.442,0.018,0.571,0.712,0.61,0.395
No,0,GBDT,0.882,0.604,0.53,0.059,0.565,0.736,0.678,0.335
Random,0.01,SVM,0.869,0.543,0.552,0.078,0.548,0.737,0.691,0.321
Random,0.01,KNN,0.84,0.456,0.575,0.115,0.509,0.73,0.697,0.312
Random,0.01,LR,0.799,0.368,0.547,0.158,0.44,0.694,0.663,0.339
Random,0.01,DT,0.849,0.477,0.459,0.085,0.468,0.687,0.611,0.388
Random,0.01,RF,0.894,0.69,0.481,0.036,0.567,0.722,0.641,0.368
Random,0.01,LightGBM,0.882,0.601,0.541,0.061,0.57,0.74,0.687,0.327
Random,0.01,Adaboost,0.842,0.466,0.641,0.124,0.54,0.759,0.74,0.269
Random,0.01,GBDT,0.853,0.493,0.547,0.095,0.518,0.726,0.682,0.327
SMOTE,0.07,SVM,0.869,0.544,0.58,0.082,0.561,0.749,0.711,0.303
SMOTE,0.07,KNN,0.823,0.421,0.602,0.14,0.495,0.731,0.708,0.298
SMOTE,0.07,LR,0.786,0.338,0.508,0.168,0.406,0.67,0.631,0.367
SMOTE,0.07,DT,0.827,0.427,0.58,0.131,0.492,0.724,0.696,0.311
SMOTE,0.07,RF,0.875,0.572,0.525,0.066,0.548,0.729,0.672,0.339
SMOTE,0.07,LightGBM,0.882,0.593,0.58,0.067,0.587,0.757,0.715,0.301
SMOTE,0.07,Adaboost,0.833,0.436,0.547,0.119,0.485,0.714,0.675,0.331
SMOTE,0.07,GBDT,0.855,0.498,0.558,0.095,0.526,0.732,0.69,0.32
ADASYN,0.17,SVM,0.708,0.292,0.718,0.293,0.415,0.712,0.712,0.288
ADASYN,0.17,KNN,0.802,0.39,0.657,0.173,0.49,0.742,0.732,0.271
ADASYN,0.17,LR,0.699,0.245,0.525,0.272,0.335,0.626,0.61,0.387
ADASYN,0.17,DT,0.805,0.374,0.525,0.148,0.437,0.688,0.65,0.352
ADASYN,0.17,RF,0.869,0.546,0.558,0.078,0.552,0.74,0.695,0.317
ADASYN,0.17,LightGBM,0.873,0.556,0.58,0.078,0.568,0.751,0.712,0.302
ADASYN,0.17,Adaboost,0.801,0.384,0.63,0.17,0.477,0.73,0.716,0.288
ADASYN,0.17,GBDT,0.86,0.512,0.58,0.093,0.544,0.744,0.708,0.304
BorderlineSMOTE,0.16,SVM,0.784,0.346,0.558,0.178,0.427,0.69,0.665,0.337
BorderlineSMOTE,0.16,KNN,0.819,0.415,0.624,0.148,0.499,0.738,0.721,0.286
BorderlineSMOTE,0.16,LR,0.731,0.238,0.392,0.211,0.296,0.59,0.524,0.455
BorderlineSMOTE,0.16,DT,0.811,0.389,0.541,0.143,0.453,0.699,0.663,0.34
BorderlineSMOTE,0.16,RF,0.868,0.541,0.541,0.077,0.541,0.732,0.682,0.329
BorderlineSMOTE,0.16,LightGBM,0.874,0.564,0.558,0.073,0.561,0.743,0.697,0.317
BorderlineSMOTE,0.16,Adaboost,0.795,0.377,0.641,0.179,0.474,0.731,0.72,0.284
BorderlineSMOTE,0.16,GBDT,0.861,0.517,0.575,0.09,0.545,0.742,0.704,0.308
SVMSMOTE,0.41,SVM,0.859,0.51,0.586,0.095,0.545,0.745,0.711,0.301
SVMSMOTE,0.41,KNN,0.83,0.437,0.608,0.132,0.508,0.738,0.715,0.293
SVMSMOTE,0.41,LR,0.797,0.361,0.53,0.158,0.43,0.686,0.651,0.35
SVMSMOTE,0.41,DT,0.822,0.415,0.564,0.134,0.478,0.715,0.683,0.323
SVMSMOTE,0.41,RF,0.876,0.575,0.53,0.066,0.552,0.732,0.677,0.335
SVMSMOTE,0.41,LightGBM,0.879,0.583,0.564,0.068,0.573,0.748,0.702,0.312
SVMSMOTE,0.41,Adaboost,0.841,0.46,0.602,0.119,0.522,0.742,0.715,0.294
SVMSMOTE,0.41,GBDT,0.859,0.51,0.569,0.092,0.538,0.738,0.7,0.312
SMOTUNED,163.78,SVM,0.87,0.551,0.536,0.074,0.543,0.731,0.679,0.332
SMOTUNED,85.4,KNN,0.769,0.344,0.663,0.213,0.453,0.725,0.72,0.282
SMOTUNED,1212.4,LR,0.801,0.374,0.564,0.159,0.449,0.702,0.675,0.329
SMOTUNED,70.11,DT,0.722,0.293,0.657,0.267,0.405,0.695,0.693,0.307
SMOTUNED,202.76,RF,0.823,0.428,0.674,0.152,0.524,0.761,0.751,0.254
SMOTUNED,114.2,LightGBM,0.81,0.405,0.685,0.169,0.509,0.758,0.751,0.253
