oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
SMOTUNED,167.9,LightGBM,0.796,0.386,0.702,0.188,0.498,0.757,0.753,0.249
SMOTUNED,342.82,Adaboost,0.791,0.374,0.663,0.187,0.478,0.738,0.73,0.273
SMOTUNED,544.4,GBDT,0.79,0.374,0.68,0.192,0.482,0.744,0.738,0.264
DAZZLE,3927.422194957733,SVM,0.895,0.902,0.304,0.006,0.455,0.649,0.465,0.492
DAZZLE,3927.422194957733,KNN,0.901,0.752,0.47,0.026,0.578,0.722,0.634,0.375
DAZZLE,3927.422194957733,LR,0.866,0.644,0.16,0.015,0.257,0.573,0.276,0.594
DAZZLE,3927.422194957733,DT,0.848,0.473,0.481,0.09,0.477,0.695,0.629,0.373
DAZZLE,3927.422194957733,RF,0.9,0.743,0.464,0.027,0.571,0.719,0.628,0.379
DAZZLE,3927.422194957733,LightGBM,0.916,0.833,0.525,0.018,0.644,0.754,0.684,0.336
DAZZLE,3927.422194957733,Adaboost,0.906,0.784,0.481,0.022,0.596,0.729,0.644,0.368
DAZZLE,3927.422194957733,GBDT,0.894,0.667,0.53,0.045,0.591,0.743,0.682,0.334
