oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.908,0.922,0.392,0.006,0.55,0.693,0.563,0.43
No,0,KNN,0.903,0.74,0.503,0.03,0.599,0.736,0.662,0.352
No,0,LR,0.876,0.838,0.171,0.006,0.284,0.583,0.292,0.586
No,0,DT,0.857,0.503,0.53,0.088,0.516,0.721,0.671,0.338
No,0,RF,0.914,0.817,0.519,0.02,0.635,0.75,0.679,0.34
No,0,LightGBM,0.919,0.832,0.547,0.019,0.66,0.764,0.702,0.321
No,0,Adaboost,0.908,0.817,0.47,0.018,0.596,0.726,0.635,0.375
No,0,GBDT,0.893,0.654,0.552,0.049,0.599,0.752,0.699,0.318
Random,0.01,SVM,0.881,0.578,0.657,0.081,0.615,0.788,0.767,0.249
Random,0.01,KNN,0.837,0.453,0.646,0.131,0.533,0.758,0.741,0.267
Random,0.01,LR,0.8,0.369,0.547,0.157,0.441,0.695,0.663,0.339
Random,0.01,DT,0.856,0.5,0.514,0.087,0.507,0.714,0.658,0.349
Random,0.01,RF,0.91,0.75,0.564,0.032,0.644,0.766,0.712,0.309
Random,0.01,LightGBM,0.886,0.597,0.646,0.074,0.621,0.786,0.761,0.255
Random,0.01,Adaboost,0.845,0.472,0.652,0.123,0.548,0.765,0.748,0.261
Random,0.01,GBDT,0.857,0.505,0.586,0.097,0.542,0.744,0.711,0.301
SMOTE,0.03,SVM,0.856,0.5,0.646,0.109,0.564,0.769,0.749,0.262
SMOTE,0.03,KNN,0.824,0.428,0.652,0.147,0.516,0.752,0.739,0.267
SMOTE,0.03,LR,0.783,0.345,0.558,0.179,0.426,0.69,0.665,0.337
SMOTE,0.03,DT,0.841,0.459,0.591,0.117,0.517,0.737,0.708,0.301
SMOTE,0.03,RF,0.903,0.686,0.602,0.047,0.641,0.778,0.738,0.283
SMOTE,0.03,LightGBM,0.906,0.691,0.63,0.047,0.659,0.791,0.758,0.264
SMOTE,0.03,Adaboost,0.856,0.5,0.608,0.102,0.549,0.753,0.725,0.287
SMOTE,0.03,GBDT,0.88,0.582,0.608,0.074,0.595,0.767,0.734,0.282
ADASYN,0.21,SVM,0.691,0.277,0.713,0.313,0.399,0.7,0.7,0.3
ADASYN,0.21,KNN,0.79,0.375,0.685,0.193,0.484,0.746,0.741,0.261
ADASYN,0.21,LR,0.692,0.244,0.541,0.282,0.337,0.63,0.617,0.381
ADASYN,0.21,DT,0.827,0.43,0.613,0.137,0.506,0.738,0.717,0.29
ADASYN,0.21,RF,0.89,0.615,0.635,0.067,0.625,0.784,0.756,0.262
ADASYN,0.21,LightGBM,0.887,0.595,0.674,0.077,0.632,0.798,0.779,0.237
ADASYN,0.21,Adaboost,0.792,0.371,0.635,0.182,0.468,0.727,0.715,0.288
ADASYN,0.21,GBDT,0.867,0.533,0.624,0.092,0.575,0.766,0.74,0.274
BorderlineSMOTE,0.13,SVM,0.707,0.281,0.663,0.286,0.395,0.689,0.688,0.312
BorderlineSMOTE,0.13,KNN,0.809,0.401,0.663,0.167,0.5,0.748,0.738,0.266
BorderlineSMOTE,0.13,LR,0.728,0.25,0.442,0.223,0.319,0.609,0.563,0.425
