oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.908,0.971,0.376,0.002,0.542,0.687,0.546,0.441
No,0,KNN,0.906,0.779,0.486,0.023,0.599,0.731,0.649,0.364
No,0,LR,0.883,0.87,0.221,0.006,0.352,0.608,0.362,0.551
No,0,DT,0.86,0.513,0.53,0.085,0.522,0.723,0.672,0.337
No,0,RF,0.905,0.777,0.481,0.023,0.594,0.729,0.644,0.368
No,0,LightGBM,0.915,0.836,0.508,0.017,0.632,0.746,0.67,0.348
No,0,Adaboost,0.909,0.807,0.486,0.02,0.607,0.733,0.65,0.364
No,0,GBDT,0.886,0.625,0.525,0.053,0.571,0.736,0.675,0.338
Random,0.01,SVM,0.873,0.557,0.569,0.076,0.563,0.746,0.704,0.309
Random,0.01,KNN,0.841,0.463,0.619,0.121,0.53,0.749,0.726,0.283
Random,0.01,LR,0.796,0.367,0.575,0.167,0.448,0.704,0.68,0.323
Random,0.01,DT,0.861,0.516,0.519,0.082,0.518,0.719,0.663,0.345
Random,0.01,RF,0.896,0.701,0.492,0.035,0.578,0.728,0.651,0.36
Random,0.01,LightGBM,0.887,0.61,0.597,0.064,0.603,0.766,0.729,0.289
Random,0.01,Adaboost,0.837,0.455,0.641,0.129,0.532,0.756,0.738,0.27
Random,0.01,GBDT,0.86,0.512,0.591,0.095,0.549,0.748,0.715,0.297
SMOTE,0.03,SVM,0.855,0.498,0.591,0.101,0.54,0.745,0.713,0.298
SMOTE,0.03,KNN,0.818,0.416,0.646,0.153,0.506,0.747,0.733,0.272
SMOTE,0.03,LR,0.777,0.346,0.613,0.196,0.442,0.709,0.696,0.306
SMOTE,0.03,DT,0.837,0.449,0.564,0.116,0.5,0.724,0.688,0.319
SMOTE,0.03,RF,0.885,0.615,0.547,0.058,0.579,0.745,0.692,0.323
SMOTE,0.03,LightGBM,0.892,0.64,0.569,0.054,0.602,0.758,0.711,0.307
SMOTE,0.03,Adaboost,0.866,0.531,0.608,0.09,0.567,0.759,0.729,0.285
SMOTE,0.03,GBDT,0.868,0.539,0.569,0.082,0.554,0.744,0.703,0.31
ADASYN,0.18,SVM,0.698,0.287,0.735,0.308,0.412,0.713,0.713,0.287
ADASYN,0.18,KNN,0.795,0.38,0.663,0.182,0.483,0.74,0.732,0.271
ADASYN,0.18,LR,0.694,0.255,0.586,0.288,0.356,0.649,0.643,0.357
ADASYN,0.18,DT,0.818,0.408,0.591,0.144,0.483,0.723,0.699,0.307
ADASYN,0.18,RF,0.873,0.556,0.58,0.078,0.568,0.751,0.712,0.302
ADASYN,0.18,LightGBM,0.869,0.544,0.58,0.082,0.561,0.749,0.711,0.303
ADASYN,0.18,Adaboost,0.806,0.395,0.652,0.169,0.492,0.742,0.731,0.273
ADASYN,0.18,GBDT,0.859,0.51,0.564,0.091,0.535,0.736,0.696,0.315
BorderlineSMOTE,0.1,SVM,0.749,0.322,0.669,0.237,0.434,0.716,0.712,0.288
BorderlineSMOTE,0.1,KNN,0.819,0.416,0.63,0.149,0.501,0.74,0.724,0.282
BorderlineSMOTE,0.1,LR,0.738,0.27,0.481,0.219,0.346,0.631,0.595,0.398
BorderlineSMOTE,0.1,DT,0.832,0.437,0.575,0.125,0.496,0.725,0.694,0.313
BorderlineSMOTE,0.1,RF,0.877,0.577,0.558,0.069,0.567,0.745,0.698,0.316
BorderlineSMOTE,0.1,LightGBM,0.88,0.578,0.613,0.075,0.595,0.769,0.737,0.279
BorderlineSMOTE,0.1,Adaboost,0.81,0.401,0.646,0.163,0.495,0.742,0.729,0.275
BorderlineSMOTE,0.1,GBDT,0.854,0.495,0.575,0.099,0.532,0.738,0.702,0.309
SVMSMOTE,0.39,SVM,0.857,0.505,0.602,0.1,0.549,0.751,0.722,0.29
SVMSMOTE,0.39,KNN,0.838,0.456,0.635,0.128,0.531,0.754,0.735,0.273
SVMSMOTE,0.39,LR,0.788,0.359,0.597,0.18,0.448,0.708,0.691,0.312
SVMSMOTE,0.39,DT,0.856,0.5,0.58,0.098,0.537,0.741,0.706,0.305
SVMSMOTE,0.39,RF,0.889,0.631,0.558,0.055,0.592,0.752,0.702,0.315
SVMSMOTE,0.39,LightGBM,0.887,0.62,0.558,0.058,0.587,0.75,0.701,0.315
SVMSMOTE,0.39,Adaboost,0.857,0.502,0.597,0.1,0.545,0.749,0.718,0.294
SVMSMOTE,0.39,GBDT,0.865,0.531,0.569,0.085,0.549,0.742,0.702,0.311
SMOTUNED,155.01,SVM,0.865,0.529,0.547,0.082,0.538,0.733,0.686,0.326
SMOTUNED,81.83,KNN,0.793,0.375,0.652,0.183,0.476,0.734,0.725,0.278
SMOTUNED,1213.69,LR,0.807,0.39,0.597,0.157,0.472,0.72,0.699,0.306
SMOTUNED,72.17,DT,0.735,0.311,0.691,0.258,0.429,0.716,0.715,0.285
