oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
SMOTUNED,207.35,RF,0.837,0.456,0.68,0.137,0.545,0.771,0.76,0.246
SMOTUNED,111.15,LightGBM,0.798,0.393,0.729,0.19,0.511,0.77,0.768,0.234
SMOTUNED,260.34,Adaboost,0.812,0.404,0.641,0.159,0.496,0.741,0.727,0.278
SMOTUNED,415.71,GBDT,0.793,0.375,0.652,0.183,0.476,0.734,0.725,0.278
DAZZLE,1092.5169744491577,SVM,0.901,0.828,0.398,0.014,0.537,0.692,0.567,0.426
DAZZLE,1092.5169744491577,KNN,0.906,0.784,0.481,0.022,0.596,0.729,0.644,0.368
DAZZLE,1092.5169744491577,LR,0.739,0.265,0.459,0.214,0.336,0.622,0.579,0.412
DAZZLE,1092.5169744491577,DT,0.859,0.511,0.525,0.085,0.518,0.72,0.667,0.341
DAZZLE,1092.5169744491577,RF,0.907,0.791,0.481,0.021,0.598,0.73,0.645,0.368
DAZZLE,1092.5169744491577,LightGBM,0.916,0.839,0.519,0.017,0.642,0.751,0.68,0.34
DAZZLE,1092.5169744491577,Adaboost,0.911,0.811,0.497,0.02,0.616,0.739,0.66,0.356
DAZZLE,1092.5169744491577,GBDT,0.897,0.706,0.492,0.034,0.58,0.729,0.652,0.36
WGAN,23.05,SVM,0.855,0.0,0.0,0.001,0.0,0.5,0.0,0.707
WGAN,23.05,KNN,0.866,0.76,0.105,0.006,0.184,0.55,0.19,0.633
WGAN,23.05,LR,0.858,0.528,0.155,0.023,0.239,0.566,0.267,0.598
WGAN,23.05,DT,0.16,0.137,0.912,0.966,0.238,0.473,0.065,0.686
WGAN,23.05,RF,0.57,0.158,0.459,0.412,0.235,0.524,0.515,0.481
WGAN,23.05,LightGBM,0.763,0.231,0.276,0.155,0.252,0.561,0.416,0.523
WGAN,23.05,Adaboost,0.884,0.846,0.243,0.007,0.378,0.618,0.391,0.535
WGAN,23.05,GBDT,0.576,0.186,0.575,0.424,0.281,0.575,0.575,0.425
RP,2.959435224533081,SVM,0.905,0.767,0.492,0.025,0.599,0.733,0.654,0.36
RP,2.959435224533081,KNN,0.875,0.562,0.597,0.078,0.579,0.759,0.724,0.29
RP,2.959435224533081,LR,0.848,0.474,0.497,0.093,0.485,0.702,0.642,0.362
RP,2.959435224533081,DT,0.863,0.524,0.552,0.085,0.538,0.734,0.689,0.322
RP,2.959435224533081,RF,0.903,0.74,0.503,0.03,0.599,0.736,0.662,0.352
RP,2.959435224533081,LightGBM,0.917,0.841,0.525,0.017,0.646,0.754,0.684,0.336
RP,2.959435224533081,Adaboost,0.901,0.736,0.492,0.03,0.589,0.731,0.653,0.36
RP,2.959435224533081,GBDT,0.903,0.729,0.519,0.033,0.606,0.743,0.676,0.341
Howso,88.01650881767273,SVM,0.853,0.493,0.552,0.096,0.521,0.728,0.686,0.324
Howso,88.01650881767273,KNN,0.794,0.379,0.674,0.186,0.485,0.744,0.737,0.265
Howso,88.01650881767273,LR,0.784,0.346,0.558,0.178,0.427,0.69,0.665,0.337
Howso,88.01650881767273,DT,0.791,0.366,0.613,0.179,0.459,0.717,0.702,0.301
Howso,88.01650881767273,RF,0.838,0.456,0.63,0.127,0.529,0.752,0.732,0.277
Howso,88.01650881767273,LightGBM,0.825,0.431,0.674,0.15,0.526,0.762,0.752,0.254
Howso,88.01650881767273,Adaboost,0.791,0.378,0.696,0.193,0.49,0.752,0.748,0.254
Howso,88.01650881767273,GBDT,0.803,0.389,0.635,0.169,0.482,0.733,0.72,0.284
DS,0.23213934898376465,SVM,0.894,0.962,0.276,0.002,0.429,0.637,0.433,0.512
DS,0.23213934898376465,KNN,0.899,0.75,0.448,0.025,0.561,0.711,0.613,0.391
DS,0.23213934898376465,LR,0.881,0.881,0.204,0.005,0.332,0.6,0.339,0.563
DS,0.23213934898376465,DT,0.852,0.486,0.492,0.088,0.489,0.702,0.639,0.365
DS,0.23213934898376465,RF,0.908,0.8,0.486,0.02,0.605,0.733,0.65,0.364
DS,0.23213934898376465,LightGBM,0.918,0.855,0.519,0.015,0.646,0.752,0.68,0.34
DS,0.23213934898376465,Adaboost,0.908,0.806,0.481,0.02,0.602,0.731,0.645,0.367
DS,0.23213934898376465,GBDT,0.876,0.581,0.514,0.062,0.545,0.726,0.664,0.347
SDV_GC,3.5873324871063232,SVM,0.912,0.949,0.409,0.004,0.571,0.703,0.58,0.418
SDV_GC,3.5873324871063232,KNN,0.908,0.811,0.475,0.019,0.599,0.728,0.64,0.371
SDV_GC,3.5873324871063232,LR,0.871,0.673,0.204,0.017,0.314,0.594,0.338,0.563
SDV_GC,3.5873324871063232,DT,0.859,0.511,0.53,0.086,0.52,0.722,0.671,0.338
SDV_GC,3.5873324871063232,RF,0.907,0.786,0.486,0.022,0.601,0.732,0.649,0.364
SDV_GC,3.5873324871063232,LightGBM,0.917,0.835,0.53,0.018,0.649,0.756,0.689,0.332
SDV_GC,3.5873324871063232,Adaboost,0.902,0.764,0.464,0.024,0.577,0.72,0.629,0.379
SDV_GC,3.5873324871063232,GBDT,0.89,0.646,0.525,0.048,0.579,0.738,0.677,0.338
SDV_GAN,33.050755739212036,SVM,0.908,0.875,0.425,0.01,0.572,0.708,0.595,0.406
SDV_GAN,33.050755739212036,KNN,0.904,0.765,0.486,0.025,0.595,0.731,0.649,0.364
SDV_GAN,33.050755739212036,LR,0.865,0.55,0.331,0.046,0.414,0.643,0.492,0.474
SDV_GAN,33.050755739212036,DT,0.855,0.497,0.525,0.089,0.511,0.718,0.666,0.342
SDV_GAN,33.050755739212036,RF,0.905,0.772,0.486,0.024,0.597,0.731,0.649,0.364
SDV_GAN,33.050755739212036,LightGBM,0.914,0.817,0.519,0.02,0.635,0.75,0.679,0.34
SDV_GAN,33.050755739212036,Adaboost,0.904,0.775,0.475,0.023,0.589,0.726,0.639,0.371
SDV_GAN,33.050755739212036,GBDT,0.904,0.744,0.514,0.03,0.608,0.742,0.672,0.344
