oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
SMOTUNED,95.85,DT,0.815,0.534,0.756,0.17,0.626,0.793,0.791,0.21
SMOTUNED,389.75,RF,0.825,0.558,0.707,0.145,0.624,0.781,0.774,0.231
SMOTUNED,353.7,LightGBM,0.84,0.592,0.707,0.126,0.644,0.791,0.782,0.225
SMOTUNED,648.62,Adaboost,0.79,0.49,0.61,0.164,0.543,0.723,0.705,0.299
SMOTUNED,1340.6,GBDT,0.77,0.46,0.707,0.214,0.558,0.747,0.745,0.256
DAZZLE,1132.7408757209778,SVM,0.84,0.667,0.439,0.057,0.529,0.691,0.599,0.399
DAZZLE,1132.7408757209778,KNN,0.825,0.594,0.463,0.082,0.521,0.691,0.616,0.384
DAZZLE,1132.7408757209778,LR,0.86,0.676,0.61,0.075,0.641,0.767,0.735,0.281
DAZZLE,1132.7408757209778,DT,0.83,0.581,0.61,0.113,0.595,0.748,0.723,0.287
DAZZLE,1132.7408757209778,RF,0.855,0.688,0.537,0.063,0.603,0.737,0.682,0.331
DAZZLE,1132.7408757209778,LightGBM,0.83,0.613,0.463,0.075,0.528,0.694,0.617,0.383
DAZZLE,1132.7408757209778,Adaboost,0.825,0.625,0.366,0.057,0.462,0.655,0.527,0.45
DAZZLE,1132.7408757209778,GBDT,0.855,0.676,0.561,0.069,0.613,0.746,0.7,0.314
WGAN,10.04,SVM,0.795,0.0,0.0,0.0,0.0,0.5,0.0,0.707
WGAN,10.04,KNN,0.235,0.211,1.0,0.962,0.349,0.519,0.073,0.68
WGAN,10.04,LR,0.205,0.205,1.0,1.0,0.34,0.5,0.0,0.707
WGAN,10.04,DT,0.225,0.2,0.927,0.956,0.329,0.485,0.084,0.678
WGAN,10.04,RF,0.205,0.205,1.0,1.0,0.34,0.5,0.0,0.707
WGAN,10.04,LightGBM,0.205,0.205,1.0,1.0,0.34,0.5,0.0,0.707
WGAN,10.04,Adaboost,0.21,0.206,1.0,0.994,0.342,0.503,0.012,0.703
WGAN,10.04,GBDT,0.205,0.205,1.0,1.0,0.34,0.5,0.0,0.707
RP,1.2062811851501465,SVM,0.73,0.413,0.756,0.277,0.534,0.74,0.739,0.261
RP,1.2062811851501465,KNN,0.75,0.426,0.634,0.22,0.51,0.707,0.7,0.302
RP,1.2062811851501465,LR,0.77,0.46,0.707,0.214,0.558,0.747,0.745,0.256
RP,1.2062811851501465,DT,0.795,0.5,0.537,0.138,0.518,0.699,0.661,0.342
RP,1.2062811851501465,RF,0.845,0.614,0.659,0.107,0.635,0.776,0.758,0.253
RP,1.2062811851501465,LightGBM,0.83,0.6,0.512,0.088,0.553,0.712,0.656,0.351
RP,1.2062811851501465,Adaboost,0.795,0.5,0.561,0.145,0.529,0.708,0.678,0.327
RP,1.2062811851501465,GBDT,0.835,0.605,0.561,0.094,0.582,0.733,0.693,0.318
Howso,219.92793774604797,SVM,0.73,0.418,0.805,0.289,0.55,0.758,0.755,0.247
Howso,219.92793774604797,KNN,0.695,0.368,0.683,0.302,0.479,0.691,0.69,0.31
Howso,219.92793774604797,LR,0.76,0.448,0.732,0.233,0.556,0.75,0.749,0.251
Howso,219.92793774604797,DT,0.7,0.38,0.732,0.308,0.5,0.712,0.711,0.289
Howso,219.92793774604797,RF,0.77,0.464,0.78,0.233,0.582,0.774,0.774,0.226
Howso,219.92793774604797,LightGBM,0.795,0.5,0.829,0.214,0.624,0.808,0.807,0.193
Howso,219.92793774604797,Adaboost,0.74,0.425,0.756,0.264,0.544,0.746,0.746,0.254
Howso,219.92793774604797,GBDT,0.79,0.493,0.829,0.22,0.618,0.805,0.804,0.197
DS,0.6113781929016113,SVM,0.85,0.867,0.317,0.013,0.464,0.652,0.48,0.483
DS,0.6113781929016113,KNN,0.835,0.633,0.463,0.069,0.535,0.697,0.619,0.383
DS,0.6113781929016113,LR,0.845,0.727,0.39,0.038,0.508,0.676,0.555,0.432
DS,0.6113781929016113,DT,0.785,0.478,0.537,0.151,0.506,0.693,0.658,0.345
DS,0.6113781929016113,RF,0.86,0.71,0.537,0.057,0.611,0.74,0.684,0.33
DS,0.6113781929016113,LightGBM,0.855,0.714,0.488,0.05,0.58,0.719,0.645,0.364
DS,0.6113781929016113,Adaboost,0.845,0.667,0.488,0.063,0.563,0.712,0.642,0.365
DS,0.6113781929016113,GBDT,0.83,0.595,0.537,0.094,0.564,0.721,0.674,0.334
SDV_GC,11.692891836166382,SVM,0.835,0.722,0.317,0.031,0.441,0.643,0.478,0.483
SDV_GC,11.692891836166382,KNN,0.835,0.633,0.463,0.069,0.535,0.697,0.619,0.383
SDV_GC,11.692891836166382,LR,0.85,0.704,0.463,0.05,0.559,0.707,0.623,0.381
SDV_GC,11.692891836166382,DT,0.82,0.558,0.585,0.119,0.571,0.733,0.703,0.305
SDV_GC,11.692891836166382,RF,0.85,0.704,0.463,0.05,0.559,0.707,0.623,0.381
SDV_GC,11.692891836166382,LightGBM,0.835,0.654,0.415,0.057,0.507,0.679,0.576,0.416
SDV_GC,11.692891836166382,Adaboost,0.85,0.657,0.561,0.075,0.605,0.743,0.698,0.315
SDV_GC,11.692891836166382,GBDT,0.855,0.714,0.488,0.05,0.58,0.719,0.645,0.364
SDV_GAN,113.80065059661865,SVM,0.825,0.667,0.293,0.038,0.407,0.627,0.449,0.501
SDV_GAN,113.80065059661865,KNN,0.83,0.63,0.415,0.063,0.5,0.676,0.575,0.416
SDV_GAN,113.80065059661865,LR,0.85,0.72,0.439,0.044,0.545,0.697,0.602,0.398
SDV_GAN,113.80065059661865,DT,0.795,0.5,0.415,0.107,0.453,0.654,0.566,0.421
SDV_GAN,113.80065059661865,RF,0.87,0.727,0.585,0.057,0.649,0.764,0.722,0.296
SDV_GAN,113.80065059661865,LightGBM,0.86,0.71,0.537,0.057,0.611,0.74,0.684,0.33
SDV_GAN,113.80065059661865,Adaboost,0.86,0.71,0.537,0.057,0.611,0.74,0.684,0.33
SDV_GAN,113.80065059661865,GBDT,0.855,0.7,0.512,0.057,0.592,0.728,0.664,0.347
