oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.825,0.714,0.244,0.025,0.364,0.609,0.39,0.535
No,0,KNN,0.86,0.741,0.488,0.044,0.588,0.722,0.646,0.364
No,0,LR,0.83,0.652,0.366,0.05,0.469,0.658,0.528,0.45
No,0,DT,0.785,0.477,0.512,0.145,0.494,0.684,0.641,0.36
No,0,RF,0.84,0.696,0.39,0.044,0.5,0.673,0.554,0.432
No,0,LightGBM,0.855,0.688,0.537,0.063,0.603,0.737,0.682,0.331
No,0,Adaboost,0.825,0.6,0.439,0.075,0.507,0.682,0.595,0.4
No,0,GBDT,0.835,0.618,0.512,0.082,0.56,0.715,0.658,0.35
Random,0.01,SVM,0.795,0.5,0.561,0.145,0.529,0.708,0.678,0.327
Random,0.01,KNN,0.785,0.483,0.683,0.189,0.566,0.747,0.742,0.261
Random,0.01,LR,0.765,0.444,0.585,0.189,0.505,0.698,0.68,0.322
Random,0.01,DT,0.8,0.516,0.39,0.094,0.444,0.648,0.545,0.436
Random,0.01,RF,0.855,0.7,0.512,0.057,0.592,0.728,0.664,0.347
Random,0.01,LightGBM,0.87,0.742,0.561,0.05,0.639,0.755,0.705,0.312
Random,0.01,Adaboost,0.815,0.548,0.561,0.119,0.554,0.721,0.685,0.322
Random,0.01,GBDT,0.815,0.553,0.512,0.107,0.532,0.703,0.651,0.353
SMOTE,0.02,SVM,0.78,0.471,0.585,0.17,0.522,0.708,0.687,0.317
SMOTE,0.02,KNN,0.775,0.468,0.707,0.208,0.563,0.75,0.747,0.254
SMOTE,0.02,LR,0.735,0.389,0.512,0.208,0.442,0.652,0.622,0.375
SMOTE,0.02,DT,0.8,0.511,0.585,0.145,0.545,0.72,0.695,0.311
SMOTE,0.02,RF,0.835,0.6,0.585,0.101,0.593,0.742,0.709,0.302
SMOTE,0.02,LightGBM,0.865,0.733,0.537,0.05,0.62,0.743,0.686,0.33
SMOTE,0.02,Adaboost,0.8,0.512,0.537,0.132,0.524,0.702,0.663,0.341
SMOTE,0.02,GBDT,0.865,0.733,0.537,0.05,0.62,0.743,0.686,0.33
ADASYN,0.02,SVM,0.72,0.388,0.634,0.258,0.481,0.688,0.684,0.316
ADASYN,0.02,KNN,0.77,0.46,0.707,0.214,0.558,0.747,0.745,0.256
ADASYN,0.02,LR,0.715,0.382,0.634,0.264,0.477,0.685,0.681,0.319
ADASYN,0.02,DT,0.775,0.462,0.585,0.176,0.516,0.705,0.684,0.319
ADASYN,0.02,RF,0.85,0.641,0.61,0.088,0.625,0.761,0.731,0.283
ADASYN,0.02,LightGBM,0.845,0.656,0.512,0.069,0.575,0.722,0.661,0.348
