oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.85,0.867,0.317,0.013,0.464,0.652,0.48,0.483
No,0,KNN,0.8,0.526,0.244,0.057,0.333,0.594,0.388,0.536
No,0,LR,0.84,0.68,0.415,0.05,0.515,0.682,0.577,0.415
No,0,DT,0.795,0.5,0.512,0.132,0.506,0.69,0.644,0.357
No,0,RF,0.86,0.81,0.415,0.025,0.548,0.695,0.582,0.414
No,0,LightGBM,0.85,0.69,0.488,0.057,0.571,0.716,0.643,0.364
No,0,Adaboost,0.805,0.531,0.415,0.094,0.466,0.66,0.569,0.419
No,0,GBDT,0.81,0.541,0.488,0.107,0.513,0.69,0.631,0.37
Random,0.03,SVM,0.8,0.511,0.561,0.138,0.535,0.711,0.68,0.325
Random,0.03,KNN,0.765,0.446,0.61,0.195,0.515,0.707,0.694,0.308
Random,0.03,LR,0.75,0.421,0.585,0.208,0.49,0.689,0.673,0.328
Random,0.03,DT,0.815,0.556,0.488,0.101,0.519,0.694,0.633,0.369
Random,0.03,RF,0.845,0.692,0.439,0.05,0.537,0.694,0.6,0.398
Random,0.03,LightGBM,0.85,0.704,0.463,0.05,0.559,0.707,0.623,0.381
Random,0.03,Adaboost,0.775,0.462,0.585,0.176,0.516,0.705,0.684,0.319
Random,0.03,GBDT,0.845,0.667,0.488,0.063,0.563,0.712,0.642,0.365
SMOTE,0.02,SVM,0.795,0.5,0.561,0.145,0.529,0.708,0.678,0.327
SMOTE,0.02,KNN,0.775,0.463,0.61,0.182,0.526,0.714,0.699,0.305
SMOTE,0.02,LR,0.765,0.444,0.585,0.189,0.505,0.698,0.68,0.322
SMOTE,0.02,DT,0.78,0.468,0.537,0.157,0.5,0.69,0.656,0.346
SMOTE,0.02,RF,0.855,0.676,0.561,0.069,0.613,0.746,0.7,0.314
SMOTE,0.02,LightGBM,0.84,0.645,0.488,0.069,0.556,0.709,0.64,0.365
SMOTE,0.02,Adaboost,0.795,0.5,0.488,0.126,0.494,0.681,0.626,0.373
SMOTE,0.02,GBDT,0.845,0.639,0.561,0.082,0.597,0.74,0.696,0.316
ADASYN,0.04,SVM,0.735,0.397,0.561,0.22,0.465,0.67,0.653,0.347
ADASYN,0.04,KNN,0.76,0.441,0.634,0.208,0.52,0.713,0.705,0.297
ADASYN,0.04,LR,0.75,0.424,0.61,0.214,0.5,0.698,0.687,0.315
ADASYN,0.04,DT,0.75,0.4,0.439,0.17,0.419,0.635,0.574,0.414
ADASYN,0.04,RF,0.85,0.641,0.61,0.088,0.625,0.761,0.731,0.283
ADASYN,0.04,LightGBM,0.845,0.656,0.512,0.069,0.575,0.722,0.661,0.348
ADASYN,0.04,Adaboost,0.825,0.588,0.488,0.088,0.533,0.7,0.636,0.367
ADASYN,0.04,GBDT,0.84,0.622,0.561,0.088,0.59,0.736,0.695,0.317
BorderlineSMOTE,0.03,SVM,0.775,0.457,0.512,0.157,0.483,0.677,0.637,0.362
BorderlineSMOTE,0.03,KNN,0.785,0.482,0.659,0.182,0.557,0.738,0.73,0.274
BorderlineSMOTE,0.03,LR,0.775,0.463,0.61,0.182,0.526,0.714,0.699,0.305
BorderlineSMOTE,0.03,DT,0.775,0.455,0.488,0.151,0.471,0.668,0.62,0.378
BorderlineSMOTE,0.03,RF,0.84,0.615,0.585,0.094,0.6,0.746,0.711,0.301
BorderlineSMOTE,0.03,LightGBM,0.835,0.618,0.512,0.082,0.56,0.715,0.658,0.35
BorderlineSMOTE,0.03,Adaboost,0.815,0.543,0.61,0.132,0.575,0.739,0.716,0.291
BorderlineSMOTE,0.03,GBDT,0.845,0.647,0.537,0.075,0.587,0.731,0.679,0.332
SVMSMOTE,0.08,SVM,0.81,0.538,0.512,0.113,0.525,0.699,0.649,0.354
SVMSMOTE,0.08,KNN,0.795,0.5,0.561,0.145,0.529,0.708,0.678,0.327
SVMSMOTE,0.08,LR,0.775,0.46,0.561,0.17,0.505,0.696,0.67,0.333
SVMSMOTE,0.08,DT,0.81,0.531,0.634,0.145,0.578,0.745,0.728,0.278
SVMSMOTE,0.08,RF,0.83,0.595,0.537,0.094,0.564,0.721,0.674,0.334
SVMSMOTE,0.08,LightGBM,0.84,0.636,0.512,0.075,0.568,0.718,0.659,0.349
SVMSMOTE,0.08,Adaboost,0.815,0.553,0.512,0.107,0.532,0.703,0.651,0.353
SVMSMOTE,0.08,GBDT,0.82,0.564,0.537,0.107,0.55,0.715,0.67,0.336
SMOTUNED,128.19,SVM,0.8,0.51,0.61,0.151,0.556,0.729,0.71,0.296
SMOTUNED,76.07,KNN,0.795,0.5,0.585,0.151,0.539,0.717,0.693,0.312
SMOTUNED,1203.63,LR,0.785,0.481,0.61,0.17,0.538,0.72,0.703,0.301
SMOTUNED,107.09,DT,0.815,0.548,0.561,0.119,0.554,0.721,0.685,0.322
SMOTUNED,264.31,RF,0.82,0.556,0.61,0.126,0.581,0.742,0.718,0.29
SMOTUNED,229.61,LightGBM,0.8,0.509,0.659,0.164,0.574,0.748,0.737,0.268
SMOTUNED,513.78,Adaboost,0.785,0.482,0.659,0.182,0.557,0.738,0.73,0.274
SMOTUNED,1078.19,GBDT,0.785,0.483,0.683,0.189,0.566,0.747,0.742,0.261
DAZZLE,663.7334735393524,SVM,0.835,0.9,0.22,0.006,0.353,0.607,0.36,0.552
DAZZLE,663.7334735393524,KNN,0.79,0.48,0.293,0.082,0.364,0.605,0.444,0.503
DAZZLE,663.7334735393524,LR,0.855,0.8,0.39,0.025,0.525,0.683,0.557,0.432
DAZZLE,663.7334735393524,DT,0.79,0.488,0.488,0.132,0.488,0.678,0.625,0.374
DAZZLE,663.7334735393524,RF,0.855,0.773,0.415,0.031,0.54,0.692,0.581,0.415
DAZZLE,663.7334735393524,LightGBM,0.845,0.708,0.415,0.044,0.523,0.685,0.578,0.415
DAZZLE,663.7334735393524,Adaboost,0.805,0.533,0.39,0.088,0.451,0.651,0.547,0.436
DAZZLE,663.7334735393524,GBDT,0.84,0.667,0.439,0.057,0.529,0.691,0.599,0.399
WGAN,9.5,SVM,0.795,0.0,0.0,0.0,0.0,0.5,0.0,0.707
WGAN,9.5,KNN,0.215,0.207,1.0,0.987,0.343,0.506,0.025,0.698
WGAN,9.5,LR,0.58,0.235,0.463,0.39,0.311,0.537,0.527,0.469
WGAN,9.5,DT,0.655,0.111,0.098,0.201,0.104,0.448,0.174,0.654
WGAN,9.5,RF,0.21,0.206,1.0,0.994,0.342,0.503,0.012,0.703
WGAN,9.5,LightGBM,0.205,0.205,1.0,1.0,0.34,0.5,0.0,0.707
WGAN,9.5,Adaboost,0.25,0.215,1.0,0.943,0.353,0.528,0.107,0.667
WGAN,9.5,GBDT,0.205,0.205,1.0,1.0,0.34,0.5,0.0,0.707
RP,0.9668393135070801,SVM,0.785,0.481,0.61,0.17,0.538,0.72,0.703,0.301
RP,0.9668393135070801,KNN,0.78,0.471,0.585,0.17,0.522,0.708,0.687,0.317
RP,0.9668393135070801,LR,0.755,0.429,0.585,0.201,0.495,0.692,0.676,0.326
RP,0.9668393135070801,DT,0.81,0.533,0.585,0.132,0.558,0.727,0.699,0.308
RP,0.9668393135070801,RF,0.84,0.615,0.585,0.094,0.6,0.746,0.711,0.301
RP,0.9668393135070801,LightGBM,0.845,0.639,0.561,0.082,0.597,0.74,0.696,0.316
RP,0.9668393135070801,Adaboost,0.815,0.55,0.537,0.113,0.543,0.712,0.669,0.337
RP,0.9668393135070801,GBDT,0.835,0.6,0.585,0.101,0.593,0.742,0.709,0.302
Howso,148.82389116287231,SVM,0.775,0.466,0.659,0.195,0.545,0.732,0.724,0.278
Howso,148.82389116287231,KNN,0.765,0.429,0.439,0.151,0.434,0.644,0.579,0.411
Howso,148.82389116287231,LR,0.785,0.48,0.585,0.164,0.527,0.711,0.689,0.315
Howso,148.82389116287231,DT,0.76,0.444,0.683,0.22,0.538,0.731,0.728,0.273
Howso,148.82389116287231,RF,0.795,0.5,0.659,0.17,0.568,0.744,0.734,0.27
Howso,148.82389116287231,LightGBM,0.785,0.483,0.707,0.195,0.574,0.756,0.753,0.249
Howso,148.82389116287231,Adaboost,0.785,0.482,0.659,0.182,0.557,0.738,0.73,0.274
Howso,148.82389116287231,GBDT,0.785,0.481,0.634,0.176,0.547,0.729,0.717,0.287
DS,0.4620809555053711,SVM,0.835,0.833,0.244,0.013,0.377,0.616,0.391,0.535
DS,0.4620809555053711,KNN,0.795,0.5,0.317,0.082,0.388,0.618,0.471,0.486
DS,0.4620809555053711,LR,0.85,0.762,0.39,0.031,0.516,0.679,0.556,0.432
DS,0.4620809555053711,DT,0.81,0.541,0.488,0.107,0.513,0.69,0.631,0.37
DS,0.4620809555053711,RF,0.85,0.739,0.415,0.038,0.531,0.688,0.58,0.415
DS,0.4620809555053711,LightGBM,0.85,0.704,0.463,0.05,0.559,0.707,0.623,0.381
DS,0.4620809555053711,Adaboost,0.81,0.548,0.415,0.088,0.472,0.663,0.57,0.419
DS,0.4620809555053711,GBDT,0.84,0.68,0.415,0.05,0.515,0.682,0.577,0.415
SDV_GC,9.949867486953735,SVM,0.845,0.812,0.317,0.019,0.456,0.649,0.479,0.483
SDV_GC,9.949867486953735,KNN,0.81,0.571,0.293,0.057,0.387,0.618,0.447,0.502
SDV_GC,9.949867486953735,LR,0.845,0.727,0.39,0.038,0.508,0.676,0.555,0.432
SDV_GC,9.949867486953735,DT,0.82,0.568,0.512,0.101,0.538,0.706,0.653,0.352
