oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.82,0.647,0.268,0.038,0.379,0.615,0.42,0.518
No,0,KNN,0.805,0.529,0.439,0.101,0.48,0.669,0.59,0.403
No,0,LR,0.855,0.7,0.512,0.057,0.592,0.728,0.664,0.347
No,0,DT,0.765,0.429,0.439,0.151,0.434,0.644,0.579,0.411
No,0,RF,0.86,0.71,0.537,0.057,0.611,0.74,0.684,0.33
No,0,LightGBM,0.86,0.71,0.537,0.057,0.611,0.74,0.684,0.33
No,0,Adaboost,0.855,0.7,0.512,0.057,0.592,0.728,0.664,0.347
No,0,GBDT,0.84,0.615,0.585,0.094,0.6,0.746,0.711,0.301
Random,0.01,SVM,0.765,0.44,0.537,0.176,0.484,0.68,0.65,0.351
Random,0.01,KNN,0.775,0.46,0.561,0.17,0.505,0.696,0.67,0.333
Random,0.01,LR,0.765,0.453,0.707,0.22,0.552,0.744,0.742,0.259
Random,0.01,DT,0.83,0.59,0.561,0.101,0.575,0.73,0.691,0.318
Random,0.01,RF,0.865,0.694,0.61,0.069,0.649,0.77,0.737,0.28
Random,0.01,LightGBM,0.845,0.639,0.561,0.082,0.597,0.74,0.696,0.316
Random,0.01,Adaboost,0.83,0.574,0.659,0.126,0.614,0.766,0.751,0.257
Random,0.01,GBDT,0.81,0.532,0.61,0.138,0.568,0.736,0.714,0.293
SMOTE,0.01,SVM,0.735,0.393,0.537,0.214,0.454,0.661,0.638,0.361
SMOTE,0.01,KNN,0.775,0.469,0.732,0.214,0.571,0.759,0.758,0.243
SMOTE,0.01,LR,0.735,0.412,0.683,0.252,0.514,0.716,0.714,0.286
SMOTE,0.01,DT,0.785,0.478,0.537,0.151,0.506,0.693,0.658,0.345
SMOTE,0.01,RF,0.855,0.63,0.707,0.107,0.667,0.8,0.789,0.22
SMOTE,0.01,LightGBM,0.83,0.585,0.585,0.107,0.585,0.739,0.707,0.303
SMOTE,0.01,Adaboost,0.855,0.643,0.659,0.094,0.651,0.782,0.763,0.25
SMOTE,0.01,GBDT,0.8,0.512,0.512,0.126,0.512,0.693,0.646,0.356
ADASYN,0.01,SVM,0.68,0.342,0.61,0.302,0.439,0.654,0.651,0.349
ADASYN,0.01,KNN,0.785,0.484,0.732,0.201,0.583,0.765,0.764,0.237
ADASYN,0.01,LR,0.71,0.39,0.732,0.296,0.508,0.718,0.718,0.282
ADASYN,0.01,DT,0.765,0.442,0.561,0.182,0.495,0.689,0.665,0.336
ADASYN,0.01,RF,0.825,0.56,0.683,0.138,0.615,0.772,0.762,0.245
ADASYN,0.01,LightGBM,0.815,0.545,0.585,0.126,0.565,0.73,0.701,0.306
ADASYN,0.01,Adaboost,0.805,0.52,0.634,0.151,0.571,0.742,0.726,0.28
ADASYN,0.01,GBDT,0.835,0.591,0.634,0.113,0.612,0.76,0.739,0.271
BorderlineSMOTE,0.02,SVM,0.7,0.358,0.585,0.27,0.444,0.657,0.65,0.35
BorderlineSMOTE,0.02,KNN,0.765,0.452,0.683,0.214,0.544,0.735,0.731,0.27
BorderlineSMOTE,0.02,LR,0.715,0.392,0.707,0.283,0.504,0.712,0.712,0.288
BorderlineSMOTE,0.02,DT,0.775,0.463,0.61,0.182,0.526,0.714,0.699,0.305
BorderlineSMOTE,0.02,RF,0.845,0.609,0.683,0.113,0.644,0.785,0.772,0.238
BorderlineSMOTE,0.02,LightGBM,0.815,0.545,0.585,0.126,0.565,0.73,0.701,0.306
BorderlineSMOTE,0.02,Adaboost,0.825,0.558,0.707,0.145,0.624,0.781,0.774,0.231
BorderlineSMOTE,0.02,GBDT,0.84,0.6,0.659,0.113,0.628,0.773,0.756,0.254
SVMSMOTE,0.04,SVM,0.785,0.475,0.463,0.132,0.469,0.666,0.604,0.391
SVMSMOTE,0.04,KNN,0.78,0.474,0.659,0.189,0.551,0.735,0.727,0.276
SVMSMOTE,0.04,LR,0.75,0.433,0.707,0.239,0.537,0.734,0.733,0.267
SVMSMOTE,0.04,DT,0.815,0.54,0.659,0.145,0.593,0.757,0.744,0.262
SVMSMOTE,0.04,RF,0.84,0.6,0.659,0.113,0.628,0.773,0.756,0.254
SVMSMOTE,0.04,LightGBM,0.845,0.632,0.585,0.088,0.608,0.749,0.713,0.3
SVMSMOTE,0.04,Adaboost,0.835,0.58,0.707,0.132,0.637,0.788,0.779,0.227
SVMSMOTE,0.04,GBDT,0.81,0.533,0.585,0.132,0.558,0.727,0.699,0.308
SMOTUNED,60.55,SVM,0.76,0.434,0.561,0.189,0.489,0.686,0.663,0.338
SMOTUNED,48.82,KNN,0.725,0.405,0.732,0.277,0.522,0.727,0.727,0.273
SMOTUNED,1171.99,LR,0.74,0.423,0.732,0.258,0.536,0.737,0.737,0.263
SMOTUNED,66.2,DT,0.74,0.42,0.707,0.252,0.527,0.728,0.727,0.273
SMOTUNED,296.07,RF,0.83,0.569,0.707,0.138,0.63,0.784,0.777,0.229
SMOTUNED,314.28,LightGBM,0.775,0.467,0.683,0.201,0.554,0.741,0.736,0.266
SMOTUNED,536.77,Adaboost,0.815,0.538,0.683,0.151,0.602,0.766,0.757,0.248
SMOTUNED,1005.45,GBDT,0.775,0.463,0.61,0.182,0.526,0.714,0.699,0.305
DAZZLE,849.5055582523346,SVM,0.805,0.531,0.415,0.094,0.466,0.66,0.569,0.419
DAZZLE,849.5055582523346,KNN,0.825,0.575,0.561,0.107,0.568,0.727,0.689,0.32
DAZZLE,849.5055582523346,LR,0.83,0.59,0.561,0.101,0.575,0.73,0.691,0.318
DAZZLE,849.5055582523346,DT,0.805,0.523,0.561,0.132,0.541,0.714,0.681,0.324
DAZZLE,849.5055582523346,RF,0.855,0.688,0.537,0.063,0.603,0.737,0.682,0.331
DAZZLE,849.5055582523346,LightGBM,0.855,0.667,0.585,0.075,0.623,0.755,0.717,0.298
DAZZLE,849.5055582523346,Adaboost,0.845,0.647,0.537,0.075,0.587,0.731,0.679,0.332
