oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
DAZZLE,1173.7833304405212,Adaboost,0.81,0.543,0.463,0.101,0.5,0.681,0.612,0.386
DAZZLE,1173.7833304405212,GBDT,0.835,0.605,0.561,0.094,0.582,0.733,0.693,0.318
WGAN,15.04,SVM,0.795,0.0,0.0,0.0,0.0,0.5,0.0,0.707
WGAN,15.04,KNN,0.205,0.205,1.0,1.0,0.34,0.5,0.0,0.707
WGAN,15.04,LR,0.205,0.205,1.0,1.0,0.34,0.5,0.0,0.707
WGAN,15.04,DT,0.22,0.199,0.927,0.962,0.328,0.482,0.073,0.682
WGAN,15.04,RF,0.2,0.201,0.976,1.0,0.333,0.488,0.0,0.707
WGAN,15.04,LightGBM,0.2,0.201,0.976,1.0,0.333,0.488,0.0,0.707
WGAN,15.04,Adaboost,0.21,0.206,1.0,0.994,0.342,0.503,0.012,0.703
WGAN,15.04,GBDT,0.2,0.201,0.976,1.0,0.333,0.488,0.0,0.707
RP,1.5234367847442627,SVM,0.77,0.467,0.854,0.252,0.603,0.801,0.798,0.206
RP,1.5234367847442627,KNN,0.73,0.4,0.634,0.245,0.491,0.694,0.689,0.311
RP,1.5234367847442627,LR,0.72,0.4,0.732,0.283,0.517,0.724,0.724,0.276
RP,1.5234367847442627,DT,0.76,0.443,0.659,0.214,0.529,0.722,0.717,0.285
RP,1.5234367847442627,RF,0.85,0.608,0.756,0.126,0.674,0.815,0.811,0.194
RP,1.5234367847442627,LightGBM,0.845,0.614,0.659,0.107,0.635,0.776,0.758,0.253
RP,1.5234367847442627,Adaboost,0.83,0.574,0.659,0.126,0.614,0.766,0.751,0.257
RP,1.5234367847442627,GBDT,0.81,0.533,0.585,0.132,0.558,0.727,0.699,0.308
