oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
SMOTUNED,87.77,DT,0.825,0.579,0.537,0.101,0.557,0.718,0.672,0.335
SMOTUNED,346.37,RF,0.87,0.66,0.756,0.101,0.705,0.828,0.822,0.187
SMOTUNED,367.84,LightGBM,0.845,0.596,0.756,0.132,0.667,0.812,0.808,0.196
SMOTUNED,745.39,Adaboost,0.86,0.651,0.683,0.094,0.667,0.794,0.779,0.234
SMOTUNED,1239.72,GBDT,0.83,0.566,0.732,0.145,0.638,0.794,0.789,0.216
DAZZLE,1599.2037847042084,SVM,0.83,0.606,0.488,0.082,0.541,0.703,0.637,0.367
DAZZLE,1599.2037847042084,KNN,0.825,0.607,0.415,0.069,0.493,0.673,0.574,0.417
DAZZLE,1599.2037847042084,LR,0.8,0.513,0.488,0.119,0.5,0.684,0.628,0.372
DAZZLE,1599.2037847042084,DT,0.775,0.457,0.512,0.157,0.483,0.677,0.637,0.362
DAZZLE,1599.2037847042084,RF,0.86,0.741,0.488,0.044,0.588,0.722,0.646,0.364
DAZZLE,1599.2037847042084,LightGBM,0.875,0.767,0.561,0.044,0.648,0.758,0.707,0.312
DAZZLE,1599.2037847042084,Adaboost,0.89,0.88,0.537,0.019,0.667,0.759,0.694,0.328
DAZZLE,1599.2037847042084,GBDT,0.825,0.588,0.488,0.088,0.533,0.7,0.636,0.367
