oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
DAZZLE,1008.674022436142,LightGBM,0.87,0.727,0.585,0.057,0.649,0.764,0.722,0.296
DAZZLE,1008.674022436142,Adaboost,0.855,0.65,0.634,0.088,0.642,0.773,0.748,0.266
DAZZLE,1008.674022436142,GBDT,0.86,0.686,0.585,0.069,0.632,0.758,0.719,0.297
WGAN,16.64,SVM,0.795,0.0,0.0,0.0,0.0,0.5,0.0,0.707
WGAN,16.64,KNN,0.21,0.206,1.0,0.994,0.342,0.503,0.012,0.703
WGAN,16.64,LR,0.205,0.205,1.0,1.0,0.34,0.5,0.0,0.707
WGAN,16.64,DT,0.21,0.206,1.0,0.994,0.342,0.503,0.012,0.703
WGAN,16.64,RF,0.205,0.205,1.0,1.0,0.34,0.5,0.0,0.707
WGAN,16.64,LightGBM,0.205,0.205,1.0,1.0,0.34,0.5,0.0,0.707
WGAN,16.64,Adaboost,0.445,0.12,0.268,0.509,0.165,0.379,0.347,0.63
WGAN,16.64,GBDT,0.205,0.205,1.0,1.0,0.34,0.5,0.0,0.707
RP,1.327571153640747,SVM,0.755,0.441,0.732,0.239,0.55,0.746,0.746,0.254
RP,1.327571153640747,KNN,0.745,0.424,0.683,0.239,0.523,0.722,0.72,0.281
RP,1.327571153640747,LR,0.745,0.431,0.756,0.258,0.549,0.749,0.749,0.251
RP,1.327571153640747,DT,0.75,0.421,0.585,0.208,0.49,0.689,0.673,0.328
RP,1.327571153640747,RF,0.835,0.587,0.659,0.119,0.621,0.77,0.754,0.256
RP,1.327571153640747,LightGBM,0.865,0.684,0.634,0.075,0.658,0.779,0.752,0.264
RP,1.327571153640747,Adaboost,0.795,0.5,0.61,0.157,0.549,0.726,0.708,0.297
RP,1.327571153640747,GBDT,0.865,0.667,0.683,0.088,0.675,0.797,0.781,0.233
Howso,263.23553586006165,SVM,0.76,0.448,0.732,0.233,0.556,0.75,0.749,0.251
Howso,263.23553586006165,KNN,0.75,0.437,0.756,0.252,0.554,0.752,0.752,0.248
Howso,263.23553586006165,LR,0.735,0.421,0.78,0.277,0.547,0.752,0.751,0.25
Howso,263.23553586006165,DT,0.715,0.395,0.732,0.289,0.513,0.721,0.721,0.279
Howso,263.23553586006165,RF,0.79,0.492,0.732,0.195,0.588,0.768,0.767,0.235
Howso,263.23553586006165,LightGBM,0.82,0.541,0.805,0.176,0.647,0.814,0.814,0.186
Howso,263.23553586006165,Adaboost,0.765,0.458,0.805,0.245,0.584,0.78,0.779,0.222
Howso,263.23553586006165,GBDT,0.775,0.471,0.805,0.233,0.595,0.786,0.786,0.215
DS,0.9967050552368164,SVM,0.845,0.75,0.366,0.031,0.492,0.667,0.531,0.449
DS,0.9967050552368164,KNN,0.84,0.655,0.463,0.063,0.543,0.7,0.62,0.382
DS,0.9967050552368164,LR,0.865,0.706,0.585,0.063,0.64,0.761,0.721,0.297
DS,0.9967050552368164,DT,0.8,0.51,0.634,0.157,0.565,0.738,0.724,0.282
DS,0.9967050552368164,RF,0.86,0.697,0.561,0.063,0.622,0.749,0.702,0.314
DS,0.9967050552368164,LightGBM,0.875,0.75,0.585,0.05,0.658,0.768,0.724,0.295
DS,0.9967050552368164,Adaboost,0.855,0.643,0.659,0.094,0.651,0.782,0.763,0.25
DS,0.9967050552368164,GBDT,0.84,0.622,0.561,0.088,0.59,0.736,0.695,0.317
SDV_GC,18.35814929008484,SVM,0.84,0.667,0.439,0.057,0.529,0.691,0.599,0.399
SDV_GC,18.35814929008484,KNN,0.86,0.71,0.537,0.057,0.611,0.74,0.684,0.33
SDV_GC,18.35814929008484,LR,0.87,0.727,0.585,0.057,0.649,0.764,0.722,0.296
SDV_GC,18.35814929008484,DT,0.805,0.521,0.61,0.145,0.562,0.733,0.712,0.294
SDV_GC,18.35814929008484,RF,0.86,0.686,0.585,0.069,0.632,0.758,0.719,0.297
SDV_GC,18.35814929008484,LightGBM,0.865,0.719,0.561,0.057,0.63,0.752,0.704,0.313
SDV_GC,18.35814929008484,Adaboost,0.865,0.667,0.683,0.088,0.675,0.797,0.781,0.233
SDV_GC,18.35814929008484,GBDT,0.865,0.694,0.61,0.069,0.649,0.77,0.737,0.28
SDV_GAN,160.56760907173157,SVM,0.845,0.692,0.439,0.05,0.537,0.694,0.6,0.398
SDV_GAN,160.56760907173157,KNN,0.865,0.733,0.537,0.05,0.62,0.743,0.686,0.33
SDV_GAN,160.56760907173157,LR,0.865,0.719,0.561,0.057,0.63,0.752,0.704,0.313
SDV_GAN,160.56760907173157,DT,0.8,0.512,0.512,0.126,0.512,0.693,0.646,0.356
SDV_GAN,160.56760907173157,RF,0.87,0.714,0.61,0.063,0.658,0.773,0.739,0.28
SDV_GAN,160.56760907173157,LightGBM,0.885,0.781,0.61,0.044,0.685,0.783,0.745,0.278
SDV_GAN,160.56760907173157,Adaboost,0.835,0.605,0.561,0.094,0.582,0.733,0.693,0.318
SDV_GAN,160.56760907173157,GBDT,0.845,0.614,0.659,0.107,0.635,0.776,0.758,0.253
