oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.85,0.824,0.341,0.019,0.483,0.661,0.507,0.466
No,0,KNN,0.825,0.588,0.488,0.088,0.533,0.7,0.636,0.367
No,0,LR,0.885,0.95,0.463,0.006,0.623,0.729,0.632,0.379
No,0,DT,0.805,0.522,0.585,0.138,0.552,0.724,0.697,0.309
No,0,RF,0.88,0.84,0.512,0.025,0.636,0.744,0.672,0.345
No,0,LightGBM,0.875,0.808,0.512,0.031,0.627,0.74,0.67,0.346
No,0,Adaboost,0.825,0.607,0.415,0.069,0.493,0.673,0.574,0.417
No,0,GBDT,0.83,0.606,0.488,0.082,0.541,0.703,0.637,0.367
Random,0.02,SVM,0.765,0.45,0.659,0.208,0.535,0.725,0.719,0.283
Random,0.02,KNN,0.77,0.462,0.732,0.22,0.566,0.756,0.755,0.245
Random,0.02,LR,0.775,0.464,0.634,0.189,0.536,0.723,0.712,0.291
Random,0.02,DT,0.77,0.447,0.512,0.164,0.477,0.674,0.635,0.364
Random,0.02,RF,0.87,0.778,0.512,0.038,0.618,0.737,0.669,0.346
Random,0.02,LightGBM,0.87,0.742,0.561,0.05,0.639,0.755,0.705,0.312
Random,0.02,Adaboost,0.825,0.571,0.585,0.113,0.578,0.736,0.705,0.304
Random,0.02,GBDT,0.835,0.605,0.561,0.094,0.582,0.733,0.693,0.318
SMOTE,0.03,SVM,0.72,0.377,0.561,0.239,0.451,0.661,0.646,0.353
SMOTE,0.03,KNN,0.755,0.443,0.756,0.245,0.559,0.755,0.755,0.245
SMOTE,0.03,LR,0.785,0.482,0.659,0.182,0.557,0.738,0.73,0.274
SMOTE,0.03,DT,0.77,0.447,0.512,0.164,0.477,0.674,0.635,0.364
SMOTE,0.03,RF,0.86,0.71,0.537,0.057,0.611,0.74,0.684,0.33
SMOTE,0.03,LightGBM,0.865,0.75,0.512,0.044,0.609,0.734,0.667,0.346
SMOTE,0.03,Adaboost,0.8,0.51,0.634,0.157,0.565,0.738,0.724,0.282
SMOTE,0.03,GBDT,0.84,0.622,0.561,0.088,0.59,0.736,0.695,0.317
ADASYN,0.03,SVM,0.685,0.355,0.659,0.308,0.462,0.675,0.675,0.325
ADASYN,0.03,KNN,0.76,0.449,0.756,0.239,0.564,0.759,0.759,0.241
ADASYN,0.03,LR,0.75,0.431,0.683,0.233,0.528,0.725,0.723,0.278
ADASYN,0.03,DT,0.735,0.375,0.439,0.189,0.404,0.625,0.57,0.419
ADASYN,0.03,RF,0.83,0.59,0.561,0.101,0.575,0.73,0.691,0.318
ADASYN,0.03,LightGBM,0.855,0.731,0.463,0.044,0.567,0.71,0.624,0.381
ADASYN,0.03,Adaboost,0.815,0.543,0.61,0.132,0.575,0.739,0.716,0.291
ADASYN,0.03,GBDT,0.835,0.605,0.561,0.094,0.582,0.733,0.693,0.318
BorderlineSMOTE,0.03,SVM,0.7,0.358,0.585,0.27,0.444,0.657,0.65,0.35
BorderlineSMOTE,0.03,KNN,0.73,0.406,0.683,0.258,0.509,0.713,0.711,0.289
BorderlineSMOTE,0.03,LR,0.75,0.433,0.707,0.239,0.537,0.734,0.733,0.267
BorderlineSMOTE,0.03,DT,0.805,0.525,0.512,0.119,0.519,0.696,0.648,0.355
BorderlineSMOTE,0.03,RF,0.88,0.793,0.561,0.038,0.657,0.762,0.709,0.312
BorderlineSMOTE,0.03,LightGBM,0.845,0.667,0.488,0.063,0.563,0.712,0.642,0.365
BorderlineSMOTE,0.03,Adaboost,0.84,0.629,0.537,0.082,0.579,0.727,0.677,0.333
BorderlineSMOTE,0.03,GBDT,0.835,0.611,0.537,0.088,0.571,0.724,0.676,0.334
SVMSMOTE,0.08,SVM,0.805,0.521,0.61,0.145,0.562,0.733,0.712,0.294
SVMSMOTE,0.08,KNN,0.795,0.5,0.78,0.201,0.61,0.79,0.79,0.211
SVMSMOTE,0.08,LR,0.82,0.551,0.659,0.138,0.6,0.76,0.747,0.261
SVMSMOTE,0.08,DT,0.78,0.469,0.561,0.164,0.511,0.699,0.672,0.331
SVMSMOTE,0.08,RF,0.86,0.686,0.585,0.069,0.632,0.758,0.719,0.297
SVMSMOTE,0.08,LightGBM,0.87,0.714,0.61,0.063,0.658,0.773,0.739,0.28
SVMSMOTE,0.08,Adaboost,0.835,0.6,0.585,0.101,0.593,0.742,0.709,0.302
