oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
SVMSMOTE,0.05,SVM,0.795,0.5,0.61,0.157,0.549,0.726,0.708,0.297
SVMSMOTE,0.05,KNN,0.76,0.434,0.561,0.189,0.489,0.686,0.663,0.338
SVMSMOTE,0.05,LR,0.785,0.482,0.659,0.182,0.557,0.738,0.73,0.274
SVMSMOTE,0.05,DT,0.77,0.451,0.561,0.176,0.5,0.692,0.667,0.334
SVMSMOTE,0.05,RF,0.835,0.605,0.561,0.094,0.582,0.733,0.693,0.318
SVMSMOTE,0.05,LightGBM,0.815,0.556,0.488,0.101,0.519,0.694,0.633,0.369
SVMSMOTE,0.05,Adaboost,0.83,0.59,0.561,0.101,0.575,0.73,0.691,0.318
SVMSMOTE,0.05,GBDT,0.865,0.694,0.61,0.069,0.649,0.77,0.737,0.28
SMOTUNED,87.17,SVM,0.77,0.458,0.659,0.201,0.54,0.729,0.722,0.28
SMOTUNED,64.78,KNN,0.765,0.453,0.707,0.22,0.552,0.744,0.742,0.259
SMOTUNED,1081.16,LR,0.78,0.476,0.732,0.208,0.577,0.762,0.761,0.24
SMOTUNED,73.79,DT,0.685,0.333,0.537,0.277,0.411,0.63,0.616,0.382
SMOTUNED,310.28,RF,0.765,0.452,0.683,0.214,0.544,0.735,0.731,0.27
SMOTUNED,305.14,LightGBM,0.775,0.46,0.561,0.17,0.505,0.696,0.67,0.333
SMOTUNED,540.34,Adaboost,0.745,0.414,0.585,0.214,0.485,0.686,0.671,0.33
SMOTUNED,952.81,GBDT,0.745,0.422,0.659,0.233,0.514,0.713,0.709,0.292
DAZZLE,637.5000128746033,SVM,0.85,0.789,0.366,0.025,0.5,0.67,0.532,0.449
DAZZLE,637.5000128746033,KNN,0.835,0.682,0.366,0.044,0.476,0.661,0.529,0.449
DAZZLE,637.5000128746033,LR,0.85,0.667,0.537,0.069,0.595,0.734,0.681,0.331
DAZZLE,637.5000128746033,DT,0.79,0.486,0.439,0.119,0.462,0.66,0.586,0.406
DAZZLE,637.5000128746033,RF,0.845,0.667,0.488,0.063,0.563,0.712,0.642,0.365
DAZZLE,637.5000128746033,LightGBM,0.82,0.576,0.463,0.088,0.514,0.688,0.615,0.384
DAZZLE,637.5000128746033,Adaboost,0.835,0.643,0.439,0.063,0.522,0.688,0.598,0.399
DAZZLE,637.5000128746033,GBDT,0.815,0.571,0.39,0.075,0.464,0.657,0.549,0.434
