oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
SVMSMOTE,0.03,DT,0.976,0.0,0.0,0.01,0.0,0.495,0.0,0.707
SVMSMOTE,0.03,RF,0.98,0.2,0.143,0.008,0.167,0.567,0.25,0.606
SVMSMOTE,0.03,LightGBM,0.982,0.25,0.143,0.006,0.182,0.568,0.25,0.606
SVMSMOTE,0.03,Adaboost,0.974,0.125,0.143,0.014,0.133,0.564,0.25,0.606
SVMSMOTE,0.03,GBDT,0.968,0.0,0.0,0.018,0.0,0.491,0.0,0.707
SMOTUNED,87.97,SVM,0.808,0.022,0.286,0.185,0.04,0.551,0.423,0.522
SMOTUNED,83.9,KNN,0.912,0.0,0.0,0.075,0.0,0.462,0.0,0.709
SMOTUNED,597.99,LR,0.88,0.018,0.143,0.11,0.032,0.517,0.246,0.611
SMOTUNED,85.02,DT,0.894,0.074,0.571,0.101,0.131,0.735,0.699,0.311
SMOTUNED,279.19,RF,0.974,0.125,0.143,0.014,0.133,0.564,0.25,0.606
SMOTUNED,136.32,LightGBM,0.98,0.2,0.143,0.008,0.167,0.567,0.25,0.606
SMOTUNED,297.07,Adaboost,0.806,0.041,0.571,0.191,0.076,0.69,0.67,0.332
SMOTUNED,270.43,GBDT,0.966,0.222,0.571,0.028,0.32,0.772,0.72,0.304
DAZZLE,541.3113698959351,SVM,0.986,0.0,0.0,0.0,0.0,0.5,0.0,0.707
DAZZLE,541.3113698959351,KNN,0.984,0.0,0.0,0.002,0.0,0.499,0.0,0.707
DAZZLE,541.3113698959351,LR,0.98,0.0,0.0,0.006,0.0,0.497,0.0,0.707
DAZZLE,541.3113698959351,DT,0.972,0.111,0.143,0.016,0.125,0.563,0.249,0.606
DAZZLE,541.3113698959351,RF,0.986,0.0,0.0,0.0,0.0,0.5,0.0,0.707
DAZZLE,541.3113698959351,LightGBM,0.982,0.25,0.143,0.006,0.182,0.568,0.25,0.606
DAZZLE,541.3113698959351,Adaboost,0.978,0.25,0.286,0.012,0.267,0.637,0.443,0.505
DAZZLE,541.3113698959351,GBDT,0.964,0.0,0.0,0.022,0.0,0.489,0.0,0.707
WGAN,3.99,SVM,0.986,0.0,0.0,0.0,0.0,0.5,0.0,0.707
WGAN,3.99,KNN,0.986,0.0,0.0,0.0,0.0,0.5,0.0,0.707
WGAN,3.99,LR,0.014,0.014,1.0,1.0,0.028,0.5,0.0,0.707
WGAN,3.99,DT,0.984,0.0,0.0,0.002,0.0,0.499,0.0,0.707
WGAN,3.99,RF,0.986,0.0,0.0,0.0,0.0,0.5,0.0,0.707
WGAN,3.99,LightGBM,0.986,0.0,0.0,0.0,0.0,0.5,0.0,0.707
WGAN,3.99,Adaboost,0.1,0.015,1.0,0.913,0.03,0.544,0.16,0.645
WGAN,3.99,GBDT,0.976,0.0,0.0,0.01,0.0,0.495,0.0,0.707
RP,0.47110700607299805,SVM,0.974,0.0,0.0,0.012,0.0,0.494,0.0,0.707
RP,0.47110700607299805,KNN,0.96,0.0,0.0,0.026,0.0,0.487,0.0,0.707
RP,0.47110700607299805,LR,0.858,0.015,0.143,0.132,0.027,0.506,0.245,0.613
RP,0.47110700607299805,DT,0.952,0.16,0.571,0.043,0.25,0.764,0.716,0.305
RP,0.47110700607299805,RF,0.986,0.0,0.0,0.0,0.0,0.5,0.0,0.707
RP,0.47110700607299805,LightGBM,0.978,0.167,0.143,0.01,0.154,0.566,0.25,0.606
RP,0.47110700607299805,Adaboost,0.966,0.143,0.286,0.024,0.19,0.631,0.442,0.505
RP,0.47110700607299805,GBDT,0.962,0.167,0.429,0.03,0.24,0.699,0.594,0.405
Howso,111.83358120918274,SVM,0.606,0.01,0.286,0.389,0.02,0.448,0.389,0.575
Howso,111.83358120918274,KNN,0.878,0.018,0.143,0.112,0.032,0.516,0.246,0.611
Howso,111.83358120918274,LR,0.692,0.013,0.286,0.302,0.025,0.492,0.405,0.548
Howso,111.83358120918274,DT,0.806,0.011,0.143,0.185,0.02,0.479,0.243,0.62
Howso,111.83358120918274,RF,0.818,0.023,0.286,0.174,0.042,0.556,0.425,0.52
Howso,111.83358120918274,LightGBM,0.83,0.012,0.143,0.16,0.023,0.491,0.244,0.617
Howso,111.83358120918274,Adaboost,0.892,0.02,0.143,0.097,0.036,0.523,0.247,0.61
Howso,111.83358120918274,GBDT,0.864,0.031,0.286,0.128,0.056,0.579,0.43,0.513
DS,0.6163768768310547,SVM,0.986,0.0,0.0,0.0,0.0,0.5,0.0,0.707
DS,0.6163768768310547,KNN,0.986,0.0,0.0,0.0,0.0,0.5,0.0,0.707
DS,0.6163768768310547,LR,0.964,0.077,0.143,0.024,0.1,0.559,0.249,0.606
DS,0.6163768768310547,DT,0.966,0.083,0.143,0.022,0.105,0.56,0.249,0.606
DS,0.6163768768310547,RF,0.986,0.0,0.0,0.0,0.0,0.5,0.0,0.707
DS,0.6163768768310547,LightGBM,0.982,0.0,0.0,0.004,0.0,0.498,0.0,0.707
DS,0.6163768768310547,Adaboost,0.974,0.0,0.0,0.012,0.0,0.494,0.0,0.707
DS,0.6163768768310547,GBDT,0.986,0.0,0.0,0.0,0.0,0.5,0.0,0.707
SDV_GC,10.30344295501709,SVM,0.944,0.043,0.143,0.045,0.067,0.549,0.249,0.607
SDV_GC,10.30344295501709,KNN,0.962,0.0,0.0,0.024,0.0,0.488,0.0,0.707
SDV_GC,10.30344295501709,LR,0.984,0.0,0.0,0.002,0.0,0.499,0.0,0.707
SDV_GC,10.30344295501709,DT,0.966,0.083,0.143,0.022,0.105,0.56,0.249,0.606
SDV_GC,10.30344295501709,RF,0.984,0.0,0.0,0.002,0.0,0.499,0.0,0.707
SDV_GC,10.30344295501709,LightGBM,0.982,0.0,0.0,0.004,0.0,0.498,0.0,0.707
SDV_GC,10.30344295501709,Adaboost,0.966,0.0,0.0,0.02,0.0,0.49,0.0,0.707
SDV_GC,10.30344295501709,GBDT,0.974,0.125,0.143,0.014,0.133,0.564,0.25,0.606
SDV_GAN,93.40859389305115,SVM,0.938,0.038,0.143,0.051,0.061,0.546,0.248,0.607
SDV_GAN,93.40859389305115,KNN,0.972,0.0,0.0,0.014,0.0,0.493,0.0,0.707
SDV_GAN,93.40859389305115,LR,0.986,0.0,0.0,0.0,0.0,0.5,0.0,0.707
SDV_GAN,93.40859389305115,DT,0.966,0.083,0.143,0.022,0.105,0.56,0.249,0.606
SDV_GAN,93.40859389305115,RF,0.984,0.0,0.0,0.002,0.0,0.499,0.0,0.707
SDV_GAN,93.40859389305115,LightGBM,0.984,0.0,0.0,0.002,0.0,0.499,0.0,0.707
SDV_GAN,93.40859389305115,Adaboost,0.974,0.0,0.0,0.012,0.0,0.494,0.0,0.707
SDV_GAN,93.40859389305115,GBDT,0.972,0.0,0.0,0.014,0.0,0.493,0.0,0.707
