oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
No,0,KNN,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
No,0,LR,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
No,0,DT,0.961,0.0,0.0,0.027,0.0,0.486,0.0,0.707
No,0,RF,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
No,0,LightGBM,0.985,0.0,0.0,0.002,0.0,0.499,0.0,0.707
No,0,Adaboost,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
No,0,GBDT,0.976,0.0,0.0,0.012,0.0,0.494,0.0,0.707
Random,0.0,SVM,0.791,0.034,0.6,0.206,0.065,0.697,0.683,0.318
Random,0.0,KNN,0.959,0.0,0.0,0.029,0.0,0.485,0.0,0.707
Random,0.0,LR,0.743,0.037,0.8,0.258,0.07,0.771,0.77,0.231
Random,0.0,DT,0.976,0.0,0.0,0.012,0.0,0.494,0.0,0.707
Random,0.0,RF,0.985,0.0,0.0,0.002,0.0,0.499,0.0,0.707
Random,0.0,LightGBM,0.981,0.0,0.0,0.007,0.0,0.496,0.0,0.707
Random,0.0,Adaboost,0.942,0.0,0.0,0.047,0.0,0.477,0.0,0.708
Random,0.0,GBDT,0.983,0.0,0.0,0.005,0.0,0.498,0.0,0.707
SMOTE,0.01,SVM,0.774,0.011,0.2,0.219,0.021,0.491,0.318,0.586
SMOTE,0.01,KNN,0.917,0.032,0.2,0.074,0.056,0.563,0.329,0.568
SMOTE,0.01,LR,0.745,0.037,0.8,0.256,0.071,0.772,0.771,0.229
SMOTE,0.01,DT,0.925,0.0,0.0,0.064,0.0,0.468,0.0,0.709
SMOTE,0.01,RF,0.954,0.0,0.0,0.034,0.0,0.483,0.0,0.708
SMOTE,0.01,LightGBM,0.971,0.0,0.0,0.017,0.0,0.491,0.0,0.707
SMOTE,0.01,Adaboost,0.934,0.0,0.0,0.054,0.0,0.473,0.0,0.708
