oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
No,0,KNN,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
No,0,LR,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
No,0,DT,0.973,0.0,0.0,0.015,0.0,0.493,0.0,0.707
No,0,RF,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
No,0,LightGBM,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
No,0,Adaboost,0.983,0.0,0.0,0.005,0.0,0.498,0.0,0.707
No,0,GBDT,0.983,0.0,0.0,0.005,0.0,0.498,0.0,0.707
Random,0.01,SVM,0.85,0.033,0.4,0.145,0.061,0.628,0.545,0.436
Random,0.01,KNN,0.968,0.0,0.0,0.02,0.0,0.49,0.0,0.707
Random,0.01,LR,0.82,0.04,0.6,0.177,0.075,0.712,0.694,0.309
Random,0.01,DT,0.978,0.0,0.0,0.01,0.0,0.495,0.0,0.707
Random,0.01,RF,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
Random,0.01,LightGBM,0.985,0.0,0.0,0.002,0.0,0.499,0.0,0.707
Random,0.01,Adaboost,0.942,0.0,0.0,0.047,0.0,0.477,0.0,0.708
Random,0.01,GBDT,0.981,0.0,0.0,0.007,0.0,0.496,0.0,0.707
SMOTE,0.01,SVM,0.806,0.025,0.4,0.189,0.048,0.605,0.536,0.445
SMOTE,0.01,KNN,0.93,0.0,0.0,0.059,0.0,0.471,0.0,0.708
SMOTE,0.01,LR,0.789,0.034,0.6,0.209,0.065,0.696,0.682,0.319
SMOTE,0.01,DT,0.966,0.0,0.0,0.022,0.0,0.489,0.0,0.707
SMOTE,0.01,RF,0.985,0.0,0.0,0.002,0.0,0.499,0.0,0.707
SMOTE,0.01,LightGBM,0.985,0.0,0.0,0.002,0.0,0.499,0.0,0.707
SMOTE,0.01,Adaboost,0.949,0.0,0.0,0.039,0.0,0.48,0.0,0.708
