oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.877,0.8,0.082,0.003,0.148,0.539,0.151,0.649
No,0,KNN,0.836,0.35,0.286,0.08,0.315,0.603,0.436,0.508
No,0,LR,0.85,0.316,0.122,0.04,0.176,0.541,0.217,0.621
No,0,DT,0.794,0.294,0.408,0.148,0.342,0.63,0.552,0.431
No,0,RF,0.882,0.6,0.306,0.031,0.405,0.638,0.465,0.491
No,0,LightGBM,0.874,0.533,0.327,0.043,0.405,0.642,0.487,0.477
No,0,Adaboost,0.839,0.343,0.245,0.071,0.286,0.587,0.388,0.536
No,0,GBDT,0.828,0.326,0.286,0.09,0.304,0.598,0.435,0.509
Random,0.01,SVM,0.705,0.235,0.551,0.272,0.329,0.64,0.627,0.371
Random,0.01,KNN,0.724,0.235,0.49,0.241,0.318,0.625,0.595,0.399
Random,0.01,LR,0.66,0.209,0.571,0.327,0.306,0.622,0.618,0.381
Random,0.01,DT,0.802,0.281,0.327,0.127,0.302,0.6,0.475,0.485
Random,0.01,RF,0.874,0.533,0.327,0.043,0.405,0.642,0.487,0.477
Random,0.01,LightGBM,0.874,0.524,0.449,0.062,0.484,0.694,0.607,0.392
Random,0.01,Adaboost,0.708,0.212,0.449,0.253,0.288,0.598,0.561,0.429
Random,0.01,GBDT,0.836,0.389,0.429,0.102,0.408,0.663,0.58,0.41
SMOTE,0.04,SVM,0.737,0.237,0.449,0.219,0.31,0.615,0.57,0.419
SMOTE,0.04,KNN,0.732,0.257,0.551,0.241,0.351,0.655,0.639,0.36
SMOTE,0.04,LR,0.676,0.227,0.612,0.315,0.331,0.649,0.647,0.353
SMOTE,0.04,DT,0.786,0.262,0.347,0.148,0.298,0.599,0.493,0.474
SMOTE,0.04,RF,0.845,0.404,0.388,0.086,0.396,0.651,0.544,0.437
SMOTE,0.04,LightGBM,0.861,0.459,0.347,0.062,0.395,0.643,0.507,0.464
SMOTE,0.04,Adaboost,0.786,0.237,0.286,0.139,0.259,0.573,0.429,0.515
SMOTE,0.04,GBDT,0.812,0.338,0.449,0.133,0.386,0.658,0.592,0.401
ADASYN,0.02,SVM,0.724,0.224,0.449,0.235,0.299,0.607,0.566,0.423
