oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.869,0.5,0.061,0.009,0.109,0.526,0.115,0.664
No,0,KNN,0.847,0.333,0.163,0.049,0.219,0.557,0.279,0.593
No,0,LR,0.863,0.438,0.143,0.028,0.215,0.558,0.249,0.606
No,0,DT,0.82,0.333,0.367,0.111,0.35,0.628,0.52,0.454
No,0,RF,0.879,0.667,0.163,0.012,0.262,0.575,0.28,0.592
No,0,LightGBM,0.882,0.632,0.245,0.022,0.353,0.612,0.392,0.534
No,0,Adaboost,0.847,0.318,0.143,0.046,0.197,0.548,0.248,0.607
No,0,GBDT,0.858,0.438,0.286,0.056,0.346,0.615,0.439,0.507
Random,0.01,SVM,0.775,0.289,0.49,0.182,0.364,0.654,0.613,0.383
Random,0.01,KNN,0.794,0.25,0.286,0.13,0.267,0.578,0.43,0.513
Random,0.01,LR,0.7,0.244,0.612,0.287,0.349,0.663,0.659,0.341
Random,0.01,DT,0.82,0.32,0.327,0.105,0.323,0.611,0.478,0.482
Random,0.01,RF,0.879,0.583,0.286,0.031,0.384,0.627,0.441,0.506
Random,0.01,LightGBM,0.863,0.469,0.306,0.052,0.37,0.627,0.463,0.492
Random,0.01,Adaboost,0.78,0.315,0.571,0.188,0.406,0.692,0.671,0.331
Random,0.01,GBDT,0.871,0.512,0.429,0.062,0.467,0.683,0.588,0.406
SMOTE,0.02,SVM,0.788,0.303,0.469,0.164,0.368,0.653,0.601,0.393
SMOTE,0.02,KNN,0.78,0.291,0.469,0.173,0.359,0.648,0.599,0.395
SMOTE,0.02,LR,0.735,0.277,0.633,0.25,0.385,0.691,0.686,0.314
SMOTE,0.02,DT,0.786,0.254,0.327,0.145,0.286,0.591,0.473,0.487
SMOTE,0.02,RF,0.866,0.486,0.367,0.059,0.419,0.654,0.528,0.449
SMOTE,0.02,LightGBM,0.863,0.469,0.306,0.052,0.37,0.627,0.463,0.492
SMOTE,0.02,Adaboost,0.823,0.351,0.408,0.114,0.377,0.647,0.559,0.426
SMOTE,0.02,GBDT,0.845,0.39,0.327,0.077,0.356,0.625,0.482,0.479
ADASYN,0.02,SVM,0.786,0.299,0.469,0.167,0.365,0.651,0.601,0.393
ADASYN,0.02,KNN,0.794,0.316,0.49,0.16,0.384,0.665,0.619,0.378
ADASYN,0.02,LR,0.718,0.267,0.653,0.272,0.379,0.691,0.689,0.312
ADASYN,0.02,DT,0.788,0.266,0.347,0.145,0.301,0.601,0.494,0.473
ADASYN,0.02,RF,0.877,0.541,0.408,0.052,0.465,0.678,0.571,0.42
ADASYN,0.02,LightGBM,0.866,0.486,0.347,0.056,0.405,0.646,0.507,0.463
ADASYN,0.02,Adaboost,0.815,0.333,0.408,0.123,0.367,0.642,0.557,0.427
ADASYN,0.02,GBDT,0.855,0.432,0.327,0.065,0.372,0.631,0.484,0.478
BorderlineSMOTE,0.02,SVM,0.81,0.355,0.551,0.151,0.432,0.7,0.668,0.335
BorderlineSMOTE,0.02,KNN,0.794,0.316,0.49,0.16,0.384,0.665,0.619,0.378
BorderlineSMOTE,0.02,LR,0.727,0.27,0.633,0.259,0.378,0.687,0.682,0.318
BorderlineSMOTE,0.02,DT,0.775,0.231,0.306,0.154,0.263,0.576,0.45,0.503
BorderlineSMOTE,0.02,RF,0.861,0.462,0.367,0.065,0.409,0.651,0.527,0.45
BorderlineSMOTE,0.02,LightGBM,0.869,0.5,0.327,0.049,0.395,0.639,0.486,0.477
BorderlineSMOTE,0.02,Adaboost,0.807,0.305,0.367,0.127,0.333,0.62,0.517,0.456
BorderlineSMOTE,0.02,GBDT,0.855,0.449,0.449,0.083,0.449,0.683,0.603,0.394
SVMSMOTE,0.07,SVM,0.863,0.464,0.265,0.046,0.338,0.61,0.415,0.521
SVMSMOTE,0.07,KNN,0.82,0.333,0.367,0.111,0.35,0.628,0.52,0.454
SVMSMOTE,0.07,LR,0.818,0.298,0.286,0.102,0.292,0.592,0.434,0.51
SVMSMOTE,0.07,DT,0.796,0.263,0.306,0.13,0.283,0.588,0.453,0.499
SVMSMOTE,0.07,RF,0.869,0.5,0.245,0.037,0.329,0.604,0.39,0.535
SVMSMOTE,0.07,LightGBM,0.879,0.567,0.347,0.04,0.43,0.653,0.51,0.463
SVMSMOTE,0.07,Adaboost,0.842,0.391,0.367,0.086,0.379,0.64,0.524,0.452
SVMSMOTE,0.07,GBDT,0.831,0.37,0.408,0.105,0.388,0.652,0.561,0.425
SMOTUNED,86.36,SVM,0.764,0.281,0.51,0.198,0.362,0.656,0.624,0.373
SMOTUNED,52.89,KNN,0.713,0.266,0.673,0.281,0.382,0.696,0.696,0.305
SMOTUNED,1441.07,LR,0.756,0.29,0.592,0.219,0.389,0.686,0.673,0.328
SMOTUNED,72.23,DT,0.673,0.237,0.673,0.327,0.351,0.673,0.673,0.327
