oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
SVMSMOTE,0.23,SVM,0.828,0.326,0.286,0.09,0.304,0.598,0.435,0.509
SVMSMOTE,0.23,KNN,0.815,0.339,0.429,0.127,0.378,0.651,0.575,0.414
SVMSMOTE,0.23,LR,0.794,0.281,0.367,0.142,0.319,0.613,0.514,0.458
SVMSMOTE,0.23,DT,0.783,0.278,0.408,0.16,0.331,0.624,0.549,0.434
SVMSMOTE,0.23,RF,0.877,0.548,0.347,0.043,0.425,0.652,0.509,0.463
SVMSMOTE,0.23,LightGBM,0.885,0.588,0.408,0.043,0.482,0.682,0.572,0.42
SVMSMOTE,0.23,Adaboost,0.85,0.419,0.367,0.077,0.391,0.645,0.526,0.451
SVMSMOTE,0.23,GBDT,0.871,0.511,0.49,0.071,0.5,0.709,0.641,0.364
SMOTUNED,61.55,SVM,0.751,0.256,0.469,0.207,0.331,0.631,0.59,0.403
SMOTUNED,41.49,KNN,0.708,0.232,0.531,0.265,0.323,0.633,0.616,0.381
SMOTUNED,1002.75,LR,0.721,0.28,0.714,0.278,0.402,0.718,0.718,0.282
SMOTUNED,47.53,DT,0.745,0.27,0.551,0.225,0.362,0.663,0.644,0.355
SMOTUNED,173.1,RF,0.769,0.327,0.714,0.222,0.449,0.746,0.745,0.256
SMOTUNED,129.3,LightGBM,0.777,0.319,0.612,0.198,0.42,0.707,0.695,0.308
SMOTUNED,319.58,Adaboost,0.724,0.279,0.694,0.272,0.398,0.711,0.711,0.289
SMOTUNED,610.32,GBDT,0.804,0.342,0.531,0.154,0.416,0.688,0.652,0.349
DAZZLE,1404.111236333847,SVM,0.855,0.4,0.204,0.046,0.27,0.579,0.336,0.564
DAZZLE,1404.111236333847,KNN,0.853,0.375,0.184,0.046,0.247,0.569,0.308,0.578
DAZZLE,1404.111236333847,LR,0.82,0.312,0.306,0.102,0.309,0.602,0.457,0.496
DAZZLE,1404.111236333847,DT,0.807,0.328,0.449,0.139,0.379,0.655,0.59,0.402
DAZZLE,1404.111236333847,RF,0.874,0.556,0.204,0.025,0.299,0.59,0.338,0.563
DAZZLE,1404.111236333847,LightGBM,0.879,0.6,0.245,0.025,0.348,0.61,0.391,0.534
DAZZLE,1404.111236333847,Adaboost,0.842,0.292,0.143,0.052,0.192,0.545,0.248,0.607
DAZZLE,1404.111236333847,GBDT,0.826,0.318,0.286,0.093,0.301,0.597,0.435,0.509
