oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
BorderlineSMOTE,0.02,Adaboost,0.845,0.404,0.388,0.086,0.396,0.651,0.544,0.437
BorderlineSMOTE,0.02,GBDT,0.858,0.452,0.388,0.071,0.418,0.658,0.547,0.436
SVMSMOTE,0.07,SVM,0.807,0.291,0.327,0.12,0.308,0.603,0.476,0.484
SVMSMOTE,0.07,KNN,0.775,0.26,0.388,0.167,0.311,0.611,0.529,0.449
SVMSMOTE,0.07,LR,0.775,0.278,0.449,0.176,0.344,0.637,0.581,0.409
SVMSMOTE,0.07,DT,0.78,0.286,0.449,0.17,0.349,0.64,0.583,0.408
SVMSMOTE,0.07,RF,0.89,0.605,0.469,0.046,0.529,0.712,0.629,0.377
SVMSMOTE,0.07,LightGBM,0.866,0.485,0.327,0.052,0.39,0.637,0.486,0.478
SVMSMOTE,0.07,Adaboost,0.85,0.419,0.367,0.077,0.391,0.645,0.526,0.451
SVMSMOTE,0.07,GBDT,0.831,0.325,0.265,0.083,0.292,0.591,0.412,0.523
SMOTUNED,72.21,SVM,0.724,0.255,0.571,0.253,0.352,0.659,0.647,0.352
SMOTUNED,48.95,KNN,0.705,0.21,0.449,0.256,0.286,0.596,0.56,0.43
SMOTUNED,1147.72,LR,0.713,0.241,0.551,0.262,0.335,0.644,0.631,0.368
SMOTUNED,60.14,DT,0.657,0.212,0.592,0.333,0.312,0.629,0.627,0.373
SMOTUNED,253.52,RF,0.708,0.246,0.592,0.275,0.347,0.659,0.652,0.348
SMOTUNED,218.89,LightGBM,0.743,0.272,0.571,0.231,0.368,0.67,0.655,0.344
SMOTUNED,398.52,Adaboost,0.676,0.179,0.408,0.284,0.248,0.562,0.52,0.464
SMOTUNED,713.79,GBDT,0.745,0.287,0.633,0.238,0.395,0.697,0.691,0.309
DAZZLE,1210.3461456298828,SVM,0.85,0.387,0.245,0.059,0.3,0.593,0.389,0.536
DAZZLE,1210.3461456298828,KNN,0.845,0.333,0.184,0.056,0.237,0.564,0.308,0.579
DAZZLE,1210.3461456298828,LR,0.826,0.357,0.408,0.111,0.381,0.649,0.559,0.426
DAZZLE,1210.3461456298828,DT,0.815,0.333,0.408,0.123,0.367,0.642,0.557,0.427
DAZZLE,1210.3461456298828,RF,0.879,0.6,0.245,0.025,0.348,0.61,0.391,0.534
DAZZLE,1210.3461456298828,LightGBM,0.879,0.6,0.245,0.025,0.348,0.61,0.391,0.534
DAZZLE,1210.3461456298828,Adaboost,0.866,0.471,0.163,0.028,0.242,0.568,0.28,0.592
DAZZLE,1210.3461456298828,GBDT,0.847,0.395,0.306,0.071,0.345,0.618,0.461,0.493
WGAN,9.41,SVM,0.863,0.333,0.041,0.012,0.073,0.514,0.078,0.678
WGAN,9.41,KNN,0.458,0.172,0.816,0.596,0.284,0.61,0.541,0.441
WGAN,9.41,LR,0.504,0.153,0.612,0.512,0.245,0.55,0.543,0.454
WGAN,9.41,DT,0.662,0.227,0.653,0.336,0.337,0.658,0.658,0.342
WGAN,9.41,RF,0.131,0.131,1.0,1.0,0.232,0.5,0.0,0.707
WGAN,9.41,LightGBM,0.44,0.172,0.857,0.623,0.287,0.617,0.523,0.452
WGAN,9.41,Adaboost,0.595,0.136,0.388,0.373,0.201,0.507,0.479,0.507
WGAN,9.41,GBDT,0.172,0.131,0.939,0.944,0.229,0.497,0.105,0.669
RP,1.6728062629699707,SVM,0.764,0.259,0.429,0.185,0.323,0.622,0.562,0.425
RP,1.6728062629699707,KNN,0.743,0.247,0.469,0.216,0.324,0.627,0.587,0.405
RP,1.6728062629699707,LR,0.735,0.277,0.633,0.25,0.385,0.691,0.686,0.314
RP,1.6728062629699707,DT,0.804,0.3,0.367,0.13,0.33,0.619,0.517,0.457
RP,1.6728062629699707,RF,0.847,0.426,0.469,0.096,0.447,0.687,0.618,0.381
RP,1.6728062629699707,LightGBM,0.863,0.472,0.347,0.059,0.4,0.644,0.507,0.464
RP,1.6728062629699707,Adaboost,0.823,0.333,0.347,0.105,0.34,0.621,0.5,0.468
RP,1.6728062629699707,GBDT,0.842,0.391,0.367,0.086,0.379,0.64,0.524,0.452
Howso,204.13854789733887,SVM,0.665,0.225,0.633,0.33,0.332,0.651,0.651,0.349
Howso,204.13854789733887,KNN,0.668,0.205,0.531,0.312,0.295,0.609,0.599,0.398
Howso,204.13854789733887,LR,0.651,0.217,0.633,0.346,0.323,0.643,0.643,0.357
Howso,204.13854789733887,DT,0.641,0.222,0.694,0.367,0.337,0.663,0.662,0.338
Howso,204.13854789733887,RF,0.705,0.239,0.571,0.275,0.337,0.648,0.639,0.36
Howso,204.13854789733887,LightGBM,0.732,0.278,0.653,0.256,0.39,0.698,0.695,0.305
Howso,204.13854789733887,Adaboost,0.662,0.238,0.714,0.346,0.357,0.684,0.683,0.317
Howso,204.13854789733887,GBDT,0.681,0.231,0.612,0.309,0.335,0.652,0.649,0.35
DS,0.5033881664276123,SVM,0.874,0.75,0.061,0.003,0.113,0.529,0.115,0.664
DS,0.5033881664276123,KNN,0.853,0.385,0.204,0.049,0.267,0.577,0.336,0.564
DS,0.5033881664276123,LR,0.871,0.556,0.102,0.012,0.172,0.545,0.185,0.635
DS,0.5033881664276123,DT,0.802,0.295,0.367,0.133,0.327,0.617,0.516,0.457
DS,0.5033881664276123,RF,0.887,0.652,0.306,0.025,0.417,0.641,0.466,0.491
DS,0.5033881664276123,LightGBM,0.879,0.583,0.286,0.031,0.384,0.627,0.441,0.506
DS,0.5033881664276123,Adaboost,0.853,0.406,0.265,0.059,0.321,0.603,0.414,0.521
DS,0.5033881664276123,GBDT,0.847,0.405,0.347,0.077,0.374,0.635,0.504,0.465
SDV_GC,8.916824579238892,SVM,0.877,0.667,0.122,0.009,0.207,0.557,0.218,0.621
SDV_GC,8.916824579238892,KNN,0.855,0.414,0.245,0.052,0.308,0.596,0.389,0.535
SDV_GC,8.916824579238892,LR,0.877,0.615,0.163,0.015,0.258,0.574,0.28,0.592
SDV_GC,8.916824579238892,DT,0.788,0.279,0.388,0.151,0.325,0.618,0.532,0.446
SDV_GC,8.916824579238892,RF,0.882,0.609,0.286,0.028,0.389,0.629,0.442,0.505
SDV_GC,8.916824579238892,LightGBM,0.879,0.577,0.306,0.034,0.4,0.636,0.465,0.491
SDV_GC,8.916824579238892,Adaboost,0.871,0.522,0.245,0.034,0.333,0.605,0.391,0.534
SDV_GC,8.916824579238892,GBDT,0.842,0.391,0.367,0.086,0.379,0.64,0.524,0.452
SDV_GAN,71.28354072570801,SVM,0.874,0.6,0.122,0.012,0.203,0.555,0.218,0.621
SDV_GAN,71.28354072570801,KNN,0.842,0.321,0.184,0.059,0.234,0.563,0.307,0.579
SDV_GAN,71.28354072570801,LR,0.866,0.462,0.122,0.022,0.194,0.55,0.218,0.621
SDV_GAN,71.28354072570801,DT,0.796,0.255,0.286,0.127,0.269,0.58,0.431,0.513
SDV_GAN,71.28354072570801,RF,0.879,0.611,0.224,0.022,0.328,0.601,0.365,0.549
SDV_GAN,71.28354072570801,LightGBM,0.885,0.65,0.265,0.022,0.377,0.622,0.417,0.52
SDV_GAN,71.28354072570801,Adaboost,0.866,0.48,0.245,0.04,0.324,0.602,0.39,0.535
SDV_GAN,71.28354072570801,GBDT,0.839,0.359,0.286,0.077,0.318,0.604,0.436,0.508
