oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.863,0.0,0.0,0.006,0.0,0.497,0.0,0.707
No,0,KNN,0.871,0.522,0.245,0.034,0.333,0.605,0.391,0.534
No,0,LR,0.858,0.333,0.082,0.025,0.131,0.528,0.151,0.65
No,0,DT,0.78,0.261,0.367,0.157,0.305,0.605,0.512,0.461
No,0,RF,0.861,0.412,0.143,0.031,0.212,0.556,0.249,0.606
No,0,LightGBM,0.874,0.55,0.224,0.028,0.319,0.598,0.365,0.549
No,0,Adaboost,0.869,0.5,0.163,0.025,0.246,0.569,0.28,0.592
No,0,GBDT,0.818,0.289,0.265,0.099,0.277,0.583,0.41,0.524
Random,0.01,SVM,0.786,0.309,0.51,0.173,0.385,0.669,0.631,0.367
Random,0.01,KNN,0.748,0.253,0.469,0.21,0.329,0.63,0.589,0.403
Random,0.01,LR,0.745,0.279,0.592,0.231,0.379,0.68,0.669,0.332
Random,0.01,DT,0.82,0.295,0.265,0.096,0.28,0.585,0.41,0.524
Random,0.01,RF,0.871,0.519,0.286,0.04,0.368,0.623,0.44,0.506
Random,0.01,LightGBM,0.871,0.519,0.286,0.04,0.368,0.623,0.44,0.506
Random,0.01,Adaboost,0.786,0.304,0.49,0.17,0.375,0.66,0.616,0.38
Random,0.01,GBDT,0.866,0.489,0.449,0.071,0.468,0.689,0.605,0.393
SMOTE,0.04,SVM,0.812,0.343,0.469,0.136,0.397,0.667,0.608,0.387
SMOTE,0.04,KNN,0.737,0.253,0.51,0.228,0.338,0.641,0.614,0.382
SMOTE,0.04,LR,0.732,0.262,0.571,0.244,0.359,0.664,0.651,0.349
SMOTE,0.04,DT,0.786,0.269,0.367,0.151,0.31,0.608,0.513,0.46
SMOTE,0.04,RF,0.853,0.432,0.388,0.077,0.409,0.655,0.546,0.436
SMOTE,0.04,LightGBM,0.839,0.351,0.265,0.074,0.302,0.596,0.412,0.522
SMOTE,0.04,Adaboost,0.828,0.34,0.327,0.096,0.333,0.615,0.48,0.481
SMOTE,0.04,GBDT,0.842,0.391,0.367,0.086,0.379,0.64,0.524,0.452
ADASYN,0.18,SVM,0.831,0.387,0.49,0.117,0.432,0.686,0.63,0.37
ADASYN,0.18,KNN,0.753,0.269,0.51,0.21,0.352,0.65,0.62,0.377
ADASYN,0.18,LR,0.724,0.255,0.571,0.253,0.352,0.659,0.647,0.352
ADASYN,0.18,DT,0.756,0.238,0.388,0.188,0.295,0.6,0.525,0.453
ADASYN,0.18,RF,0.845,0.39,0.327,0.077,0.356,0.625,0.482,0.479
ADASYN,0.18,LightGBM,0.863,0.469,0.306,0.052,0.37,0.627,0.463,0.492
ADASYN,0.18,Adaboost,0.834,0.362,0.347,0.093,0.354,0.627,0.502,0.466
ADASYN,0.18,GBDT,0.839,0.372,0.327,0.083,0.348,0.622,0.482,0.48
BorderlineSMOTE,0.2,SVM,0.828,0.385,0.51,0.123,0.439,0.693,0.645,0.357
