oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.86,0.5,0.024,0.004,0.045,0.51,0.047,0.69
No,0,KNN,0.85,0.421,0.19,0.043,0.262,0.574,0.318,0.573
No,0,LR,0.863,0.526,0.238,0.035,0.328,0.602,0.382,0.539
No,0,DT,0.767,0.231,0.286,0.155,0.255,0.565,0.427,0.517
No,0,RF,0.857,0.455,0.119,0.023,0.189,0.548,0.212,0.623
No,0,LightGBM,0.847,0.4,0.19,0.047,0.258,0.572,0.318,0.573
No,0,Adaboost,0.847,0.433,0.31,0.066,0.361,0.622,0.465,0.49
No,0,GBDT,0.843,0.432,0.381,0.081,0.405,0.65,0.539,0.442
Random,0.01,SVM,0.723,0.247,0.476,0.236,0.325,0.62,0.587,0.406
Random,0.01,KNN,0.763,0.27,0.405,0.178,0.324,0.613,0.542,0.439
Random,0.01,LR,0.707,0.244,0.524,0.264,0.333,0.63,0.612,0.385
Random,0.01,DT,0.823,0.359,0.333,0.097,0.346,0.618,0.487,0.476
Random,0.01,RF,0.833,0.346,0.214,0.066,0.265,0.574,0.349,0.558
Random,0.01,LightGBM,0.833,0.382,0.31,0.081,0.342,0.614,0.463,0.492
Random,0.01,Adaboost,0.763,0.284,0.452,0.186,0.349,0.633,0.582,0.409
Random,0.01,GBDT,0.807,0.31,0.31,0.112,0.31,0.599,0.459,0.495
SMOTE,0.02,SVM,0.743,0.254,0.429,0.205,0.319,0.612,0.557,0.429
SMOTE,0.02,KNN,0.713,0.238,0.476,0.248,0.317,0.614,0.583,0.41
SMOTE,0.02,LR,0.707,0.244,0.524,0.264,0.333,0.63,0.612,0.385
SMOTE,0.02,DT,0.743,0.254,0.429,0.205,0.319,0.612,0.557,0.429
SMOTE,0.02,RF,0.83,0.371,0.31,0.085,0.338,0.612,0.463,0.492
SMOTE,0.02,LightGBM,0.82,0.342,0.31,0.097,0.325,0.606,0.461,0.493
SMOTE,0.02,Adaboost,0.79,0.309,0.405,0.147,0.351,0.629,0.549,0.434
SMOTE,0.02,GBDT,0.83,0.39,0.381,0.097,0.386,0.642,0.536,0.443
ADASYN,0.02,SVM,0.737,0.247,0.429,0.213,0.313,0.608,0.555,0.431
ADASYN,0.02,KNN,0.74,0.28,0.548,0.229,0.371,0.659,0.64,0.358
ADASYN,0.02,LR,0.723,0.264,0.548,0.248,0.357,0.65,0.634,0.365
ADASYN,0.02,DT,0.78,0.318,0.5,0.174,0.389,0.663,0.623,0.374
ADASYN,0.02,RF,0.81,0.308,0.286,0.105,0.296,0.591,0.433,0.51
ADASYN,0.02,LightGBM,0.823,0.343,0.286,0.089,0.312,0.598,0.435,0.509
ADASYN,0.02,Adaboost,0.813,0.365,0.452,0.128,0.404,0.662,0.596,0.398
ADASYN,0.02,GBDT,0.81,0.317,0.31,0.109,0.313,0.6,0.46,0.494
BorderlineSMOTE,0.02,SVM,0.757,0.288,0.5,0.202,0.365,0.649,0.615,0.381
BorderlineSMOTE,0.02,KNN,0.727,0.237,0.429,0.225,0.305,0.602,0.552,0.434
BorderlineSMOTE,0.02,LR,0.75,0.291,0.548,0.217,0.38,0.665,0.644,0.355
BorderlineSMOTE,0.02,DT,0.743,0.213,0.31,0.186,0.252,0.562,0.448,0.506
BorderlineSMOTE,0.02,RF,0.83,0.371,0.31,0.085,0.338,0.612,0.463,0.492
BorderlineSMOTE,0.02,LightGBM,0.833,0.375,0.286,0.078,0.324,0.604,0.436,0.508
BorderlineSMOTE,0.02,Adaboost,0.79,0.294,0.357,0.14,0.323,0.609,0.505,0.465
BorderlineSMOTE,0.02,GBDT,0.793,0.273,0.286,0.124,0.279,0.581,0.431,0.513
SVMSMOTE,0.06,SVM,0.81,0.353,0.429,0.128,0.387,0.65,0.575,0.414
SVMSMOTE,0.06,KNN,0.757,0.269,0.429,0.19,0.33,0.619,0.561,0.426
SVMSMOTE,0.06,LR,0.787,0.333,0.524,0.171,0.407,0.677,0.642,0.358
SVMSMOTE,0.06,DT,0.793,0.321,0.429,0.147,0.367,0.641,0.57,0.417
SVMSMOTE,0.06,RF,0.84,0.421,0.381,0.085,0.4,0.648,0.538,0.442
SVMSMOTE,0.06,LightGBM,0.837,0.387,0.286,0.074,0.329,0.606,0.437,0.508
SVMSMOTE,0.06,Adaboost,0.82,0.357,0.357,0.105,0.357,0.626,0.511,0.461
SVMSMOTE,0.06,GBDT,0.813,0.341,0.357,0.112,0.349,0.622,0.509,0.461
SMOTUNED,69.47,SVM,0.72,0.272,0.595,0.26,0.373,0.668,0.66,0.34
SMOTUNED,52.66,KNN,0.703,0.247,0.548,0.271,0.341,0.638,0.625,0.373
SMOTUNED,1531.22,LR,0.727,0.267,0.548,0.244,0.359,0.652,0.635,0.364
SMOTUNED,93.28,DT,0.63,0.178,0.452,0.341,0.255,0.556,0.536,0.456
SMOTUNED,387.36,RF,0.75,0.28,0.5,0.209,0.359,0.645,0.613,0.383
SMOTUNED,346.4,LightGBM,0.697,0.247,0.571,0.283,0.345,0.644,0.636,0.363
