oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
BorderlineSMOTE,0.02,KNN,0.747,0.298,0.595,0.229,0.397,0.683,0.672,0.329
BorderlineSMOTE,0.02,LR,0.763,0.325,0.643,0.217,0.432,0.713,0.706,0.296
BorderlineSMOTE,0.02,DT,0.757,0.293,0.524,0.205,0.376,0.659,0.631,0.367
BorderlineSMOTE,0.02,RF,0.87,0.545,0.429,0.058,0.48,0.685,0.589,0.406
BorderlineSMOTE,0.02,LightGBM,0.873,0.583,0.333,0.039,0.424,0.647,0.495,0.472
BorderlineSMOTE,0.02,Adaboost,0.83,0.4,0.429,0.105,0.414,0.662,0.58,0.411
BorderlineSMOTE,0.02,GBDT,0.82,0.333,0.286,0.093,0.308,0.596,0.435,0.509
SVMSMOTE,0.08,SVM,0.86,0.5,0.5,0.081,0.5,0.709,0.648,0.358
SVMSMOTE,0.08,KNN,0.79,0.338,0.524,0.167,0.411,0.679,0.643,0.357
SVMSMOTE,0.08,LR,0.813,0.365,0.452,0.128,0.404,0.662,0.596,0.398
SVMSMOTE,0.08,DT,0.77,0.292,0.452,0.178,0.355,0.637,0.584,0.407
SVMSMOTE,0.08,RF,0.887,0.682,0.357,0.027,0.469,0.665,0.522,0.455
SVMSMOTE,0.08,LightGBM,0.883,0.706,0.286,0.019,0.407,0.633,0.443,0.505
SVMSMOTE,0.08,Adaboost,0.843,0.432,0.381,0.081,0.405,0.65,0.539,0.442
SVMSMOTE,0.08,GBDT,0.847,0.444,0.381,0.078,0.41,0.652,0.539,0.441
SMOTUNED,90.3,SVM,0.773,0.329,0.595,0.198,0.424,0.699,0.683,0.319
SMOTUNED,60.34,KNN,0.757,0.326,0.69,0.233,0.443,0.729,0.727,0.274
SMOTUNED,1524.66,LR,0.727,0.283,0.619,0.256,0.388,0.682,0.676,0.324
SMOTUNED,88.84,DT,0.66,0.217,0.548,0.322,0.311,0.613,0.606,0.393
SMOTUNED,356.75,RF,0.81,0.388,0.619,0.159,0.477,0.73,0.713,0.292
SMOTUNED,356.26,LightGBM,0.703,0.276,0.69,0.295,0.395,0.698,0.698,0.302
SMOTUNED,605.67,Adaboost,0.68,0.235,0.571,0.302,0.333,0.635,0.628,0.371
SMOTUNED,1227.88,GBDT,0.747,0.302,0.619,0.233,0.406,0.693,0.685,0.316
DAZZLE,1366.4412868022919,SVM,0.873,0.75,0.143,0.008,0.24,0.568,0.25,0.606
DAZZLE,1366.4412868022919,KNN,0.867,0.556,0.238,0.031,0.333,0.604,0.382,0.539
DAZZLE,1366.4412868022919,LR,0.87,0.588,0.238,0.027,0.339,0.605,0.383,0.539
DAZZLE,1366.4412868022919,DT,0.793,0.273,0.286,0.124,0.279,0.581,0.431,0.513
DAZZLE,1366.4412868022919,RF,0.883,0.818,0.214,0.008,0.34,0.603,0.352,0.556
DAZZLE,1366.4412868022919,LightGBM,0.867,0.583,0.167,0.019,0.259,0.574,0.285,0.589
DAZZLE,1366.4412868022919,Adaboost,0.857,0.476,0.238,0.043,0.317,0.598,0.381,0.54
DAZZLE,1366.4412868022919,GBDT,0.833,0.346,0.214,0.066,0.265,0.574,0.349,0.558
WGAN,10.96,SVM,0.86,0.0,0.0,0.0,0.0,0.5,0.0,0.707
WGAN,10.96,KNN,0.243,0.146,0.905,0.864,0.251,0.52,0.236,0.615
WGAN,10.96,LR,0.147,0.141,1.0,0.992,0.247,0.504,0.015,0.702
WGAN,10.96,DT,0.213,0.124,0.762,0.876,0.213,0.443,0.213,0.642
WGAN,10.96,RF,0.143,0.14,1.0,0.996,0.246,0.502,0.008,0.704
WGAN,10.96,LightGBM,0.327,0.146,0.786,0.748,0.246,0.519,0.382,0.55
WGAN,10.96,Adaboost,0.61,0.15,0.381,0.353,0.215,0.514,0.48,0.504
WGAN,10.96,GBDT,0.187,0.134,0.881,0.926,0.233,0.477,0.136,0.66
RP,1.963773488998413,SVM,0.783,0.347,0.619,0.19,0.444,0.715,0.702,0.301
RP,1.963773488998413,KNN,0.743,0.299,0.619,0.236,0.403,0.691,0.684,0.317
RP,1.963773488998413,LR,0.717,0.283,0.667,0.275,0.397,0.696,0.695,0.306
RP,1.963773488998413,DT,0.787,0.317,0.452,0.159,0.373,0.647,0.588,0.403
RP,1.963773488998413,RF,0.88,0.588,0.476,0.054,0.526,0.711,0.633,0.372
RP,1.963773488998413,LightGBM,0.87,0.56,0.333,0.043,0.418,0.645,0.494,0.472
RP,1.963773488998413,Adaboost,0.86,0.5,0.476,0.078,0.488,0.699,0.628,0.374
RP,1.963773488998413,GBDT,0.847,0.433,0.31,0.066,0.361,0.622,0.465,0.49
Howso,302.7018074989319,SVM,0.723,0.28,0.619,0.26,0.385,0.68,0.674,0.326
Howso,302.7018074989319,KNN,0.737,0.266,0.5,0.225,0.347,0.638,0.608,0.388
Howso,302.7018074989319,LR,0.683,0.252,0.643,0.31,0.362,0.666,0.666,0.334
Howso,302.7018074989319,DT,0.7,0.227,0.476,0.264,0.308,0.606,0.578,0.415
Howso,302.7018074989319,RF,0.753,0.337,0.786,0.252,0.471,0.767,0.766,0.234
Howso,302.7018074989319,LightGBM,0.75,0.326,0.738,0.248,0.453,0.745,0.745,0.255
Howso,302.7018074989319,Adaboost,0.707,0.279,0.69,0.291,0.397,0.7,0.7,0.3
Howso,302.7018074989319,GBDT,0.767,0.344,0.738,0.229,0.47,0.755,0.754,0.246
DS,0.6770892143249512,SVM,0.863,0.667,0.048,0.004,0.089,0.522,0.091,0.673
DS,0.6770892143249512,KNN,0.877,0.619,0.31,0.031,0.413,0.639,0.469,0.489
DS,0.6770892143249512,LR,0.883,0.769,0.238,0.012,0.364,0.613,0.384,0.539
DS,0.6770892143249512,DT,0.783,0.244,0.262,0.132,0.253,0.565,0.402,0.53
DS,0.6770892143249512,RF,0.88,0.875,0.167,0.004,0.28,0.581,0.286,0.589
DS,0.6770892143249512,LightGBM,0.87,0.6,0.214,0.023,0.316,0.596,0.351,0.556
DS,0.6770892143249512,Adaboost,0.847,0.389,0.167,0.043,0.233,0.562,0.284,0.59
DS,0.6770892143249512,GBDT,0.823,0.296,0.19,0.074,0.232,0.558,0.316,0.575
SDV_GC,12.896756410598755,SVM,0.88,0.875,0.167,0.004,0.28,0.581,0.286,0.589
SDV_GC,12.896756410598755,KNN,0.87,0.579,0.262,0.031,0.361,0.615,0.412,0.522
SDV_GC,12.896756410598755,LR,0.88,0.75,0.214,0.012,0.333,0.601,0.352,0.556
SDV_GC,12.896756410598755,DT,0.79,0.267,0.286,0.128,0.276,0.579,0.43,0.513
SDV_GC,12.896756410598755,RF,0.863,0.556,0.119,0.016,0.196,0.552,0.212,0.623
SDV_GC,12.896756410598755,LightGBM,0.863,0.529,0.214,0.031,0.305,0.592,0.351,0.556
SDV_GC,12.896756410598755,Adaboost,0.847,0.4,0.19,0.047,0.258,0.572,0.318,0.573
SDV_GC,12.896756410598755,GBDT,0.853,0.45,0.214,0.043,0.29,0.586,0.35,0.556
SDV_GAN,120.41445183753967,SVM,0.87,0.714,0.119,0.008,0.204,0.556,0.213,0.623
SDV_GAN,120.41445183753967,KNN,0.867,0.542,0.31,0.043,0.394,0.633,0.468,0.489
SDV_GAN,120.41445183753967,LR,0.877,0.647,0.262,0.023,0.373,0.619,0.413,0.522
SDV_GAN,120.41445183753967,DT,0.81,0.353,0.429,0.128,0.387,0.65,0.575,0.414
SDV_GAN,120.41445183753967,RF,0.877,0.692,0.214,0.016,0.327,0.599,0.352,0.556
SDV_GAN,120.41445183753967,LightGBM,0.863,0.529,0.214,0.031,0.305,0.592,0.351,0.556
SDV_GAN,120.41445183753967,Adaboost,0.83,0.355,0.262,0.078,0.301,0.592,0.408,0.525
SDV_GAN,120.41445183753967,GBDT,0.847,0.4,0.19,0.047,0.258,0.572,0.318,0.573
