oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.86,0.5,0.024,0.004,0.045,0.51,0.047,0.69
No,0,KNN,0.843,0.368,0.167,0.047,0.23,0.56,0.284,0.59
No,0,LR,0.85,0.385,0.119,0.031,0.182,0.544,0.212,0.623
No,0,DT,0.79,0.244,0.238,0.12,0.241,0.559,0.375,0.545
No,0,RF,0.853,0.4,0.095,0.023,0.154,0.536,0.174,0.64
No,0,LightGBM,0.843,0.353,0.143,0.043,0.203,0.55,0.249,0.607
No,0,Adaboost,0.827,0.273,0.143,0.062,0.187,0.54,0.248,0.608
No,0,GBDT,0.847,0.433,0.31,0.066,0.361,0.622,0.465,0.49
Random,0.01,SVM,0.747,0.257,0.429,0.202,0.321,0.614,0.558,0.428
Random,0.01,KNN,0.77,0.255,0.333,0.159,0.289,0.587,0.477,0.485
Random,0.01,LR,0.72,0.261,0.548,0.252,0.354,0.648,0.632,0.366
Random,0.01,DT,0.783,0.244,0.262,0.132,0.253,0.565,0.402,0.53
Random,0.01,RF,0.843,0.391,0.214,0.054,0.277,0.58,0.349,0.557
Random,0.01,LightGBM,0.84,0.385,0.238,0.062,0.294,0.588,0.38,0.541
Random,0.01,Adaboost,0.77,0.31,0.524,0.19,0.389,0.667,0.636,0.363
Random,0.01,GBDT,0.8,0.286,0.286,0.116,0.286,0.585,0.432,0.512
SMOTE,0.02,SVM,0.76,0.266,0.405,0.182,0.321,0.611,0.542,0.44
SMOTE,0.02,KNN,0.723,0.241,0.452,0.233,0.314,0.61,0.569,0.421
SMOTE,0.02,LR,0.733,0.256,0.476,0.225,0.333,0.626,0.59,0.403
SMOTE,0.02,DT,0.773,0.268,0.357,0.159,0.306,0.599,0.501,0.468
SMOTE,0.02,RF,0.83,0.355,0.262,0.078,0.301,0.592,0.408,0.525
SMOTE,0.02,LightGBM,0.833,0.318,0.167,0.058,0.219,0.554,0.283,0.591
SMOTE,0.02,Adaboost,0.83,0.395,0.405,0.101,0.4,0.652,0.558,0.427
SMOTE,0.02,GBDT,0.803,0.293,0.286,0.112,0.289,0.587,0.432,0.511
ADASYN,0.02,SVM,0.733,0.243,0.429,0.217,0.31,0.606,0.554,0.432
ADASYN,0.02,KNN,0.723,0.227,0.405,0.225,0.291,0.59,0.532,0.45
ADASYN,0.02,LR,0.687,0.223,0.5,0.283,0.309,0.609,0.589,0.406
ADASYN,0.02,DT,0.773,0.217,0.238,0.14,0.227,0.549,0.373,0.548
ADASYN,0.02,RF,0.83,0.345,0.238,0.074,0.282,0.582,0.379,0.541
ADASYN,0.02,LightGBM,0.837,0.36,0.214,0.062,0.269,0.576,0.349,0.557
ADASYN,0.02,Adaboost,0.817,0.349,0.357,0.109,0.353,0.624,0.51,0.461
ADASYN,0.02,GBDT,0.823,0.333,0.262,0.085,0.293,0.588,0.407,0.525
BorderlineSMOTE,0.02,SVM,0.78,0.3,0.429,0.163,0.353,0.633,0.567,0.42
BorderlineSMOTE,0.02,KNN,0.753,0.258,0.405,0.19,0.315,0.607,0.54,0.442
BorderlineSMOTE,0.02,LR,0.727,0.256,0.5,0.236,0.339,0.632,0.604,0.391
BorderlineSMOTE,0.02,DT,0.767,0.241,0.31,0.159,0.271,0.575,0.453,0.501
BorderlineSMOTE,0.02,RF,0.833,0.375,0.286,0.078,0.324,0.604,0.436,0.508
