oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
BorderlineSMOTE,0.02,LightGBM,0.84,0.393,0.262,0.066,0.314,0.598,0.409,0.524
BorderlineSMOTE,0.02,Adaboost,0.807,0.326,0.357,0.12,0.341,0.618,0.508,0.462
BorderlineSMOTE,0.02,GBDT,0.83,0.333,0.214,0.07,0.261,0.572,0.348,0.558
SVMSMOTE,0.06,SVM,0.787,0.271,0.31,0.136,0.289,0.587,0.456,0.498
SVMSMOTE,0.06,KNN,0.777,0.273,0.357,0.155,0.309,0.601,0.502,0.468
SVMSMOTE,0.06,LR,0.753,0.25,0.381,0.186,0.302,0.597,0.519,0.457
SVMSMOTE,0.06,DT,0.767,0.259,0.357,0.167,0.3,0.595,0.5,0.47
SVMSMOTE,0.06,RF,0.867,0.545,0.286,0.039,0.375,0.623,0.44,0.506
SVMSMOTE,0.06,LightGBM,0.837,0.37,0.238,0.066,0.29,0.586,0.379,0.541
SVMSMOTE,0.06,Adaboost,0.807,0.3,0.286,0.109,0.293,0.589,0.433,0.511
SVMSMOTE,0.06,GBDT,0.827,0.353,0.286,0.085,0.316,0.6,0.435,0.509
SMOTUNED,71.79,SVM,0.713,0.244,0.5,0.252,0.328,0.624,0.599,0.396
SMOTUNED,47.59,KNN,0.66,0.188,0.429,0.302,0.261,0.563,0.531,0.457
SMOTUNED,1126.83,LR,0.733,0.289,0.619,0.248,0.394,0.685,0.679,0.321
SMOTUNED,72.95,DT,0.673,0.236,0.595,0.314,0.338,0.641,0.637,0.362
SMOTUNED,253.12,RF,0.71,0.263,0.595,0.271,0.365,0.662,0.655,0.345
SMOTUNED,235.88,LightGBM,0.73,0.265,0.524,0.236,0.352,0.644,0.621,0.376
SMOTUNED,488.41,Adaboost,0.777,0.313,0.5,0.178,0.385,0.661,0.622,0.375
SMOTUNED,878.31,GBDT,0.737,0.297,0.643,0.248,0.406,0.697,0.693,0.307
DAZZLE,464.8042447566986,SVM,0.867,0.75,0.071,0.004,0.13,0.534,0.133,0.657
DAZZLE,464.8042447566986,KNN,0.853,0.417,0.119,0.027,0.185,0.546,0.212,0.623
DAZZLE,464.8042447566986,LR,0.85,0.385,0.119,0.031,0.182,0.544,0.212,0.623
DAZZLE,464.8042447566986,DT,0.793,0.273,0.286,0.124,0.279,0.581,0.431,0.513
DAZZLE,464.8042447566986,RF,0.863,0.6,0.071,0.008,0.128,0.532,0.133,0.657
DAZZLE,464.8042447566986,LightGBM,0.853,0.438,0.167,0.035,0.241,0.566,0.284,0.59
DAZZLE,464.8042447566986,Adaboost,0.857,0.478,0.262,0.047,0.338,0.608,0.411,0.523
DAZZLE,464.8042447566986,GBDT,0.817,0.217,0.119,0.07,0.154,0.525,0.211,0.625
