oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.857,0.0,0.0,0.004,0.0,0.498,0.0,0.707
No,0,KNN,0.847,0.389,0.167,0.043,0.233,0.562,0.284,0.59
No,0,LR,0.86,0.5,0.167,0.027,0.25,0.57,0.285,0.59
No,0,DT,0.81,0.308,0.286,0.105,0.296,0.591,0.433,0.51
No,0,RF,0.86,0.5,0.071,0.012,0.125,0.53,0.133,0.657
No,0,LightGBM,0.87,0.615,0.19,0.019,0.291,0.586,0.319,0.573
No,0,Adaboost,0.843,0.381,0.19,0.05,0.254,0.57,0.317,0.574
No,0,GBDT,0.83,0.32,0.19,0.066,0.239,0.562,0.316,0.574
Random,0.01,SVM,0.783,0.328,0.524,0.174,0.404,0.675,0.641,0.359
Random,0.01,KNN,0.787,0.28,0.333,0.14,0.304,0.597,0.481,0.482
Random,0.01,LR,0.743,0.289,0.571,0.229,0.384,0.671,0.656,0.343
Random,0.01,DT,0.813,0.316,0.286,0.101,0.3,0.592,0.434,0.51
Random,0.01,RF,0.863,0.524,0.262,0.039,0.349,0.612,0.412,0.523
Random,0.01,LightGBM,0.867,0.542,0.31,0.043,0.394,0.633,0.468,0.489
Random,0.01,Adaboost,0.78,0.324,0.524,0.178,0.4,0.673,0.64,0.36
Random,0.01,GBDT,0.83,0.333,0.214,0.07,0.261,0.572,0.348,0.558
SMOTE,0.03,SVM,0.793,0.333,0.476,0.155,0.392,0.661,0.609,0.386
SMOTE,0.03,KNN,0.767,0.294,0.476,0.186,0.364,0.645,0.601,0.393
SMOTE,0.03,LR,0.723,0.284,0.643,0.264,0.394,0.69,0.686,0.314
SMOTE,0.03,DT,0.767,0.241,0.31,0.159,0.271,0.575,0.453,0.501
SMOTE,0.03,RF,0.853,0.464,0.31,0.058,0.371,0.626,0.466,0.49
SMOTE,0.03,LightGBM,0.863,0.529,0.214,0.031,0.305,0.592,0.351,0.556
SMOTE,0.03,Adaboost,0.853,0.475,0.452,0.081,0.463,0.685,0.606,0.391
SMOTE,0.03,GBDT,0.84,0.393,0.262,0.066,0.314,0.598,0.409,0.524
ADASYN,0.03,SVM,0.797,0.344,0.5,0.155,0.408,0.672,0.628,0.37
ADASYN,0.03,KNN,0.76,0.297,0.524,0.202,0.379,0.661,0.633,0.366
ADASYN,0.03,LR,0.723,0.293,0.69,0.271,0.411,0.71,0.709,0.291
ADASYN,0.03,DT,0.753,0.242,0.357,0.182,0.288,0.587,0.497,0.472
ADASYN,0.03,RF,0.867,0.542,0.31,0.043,0.394,0.633,0.468,0.489
ADASYN,0.03,LightGBM,0.853,0.455,0.238,0.047,0.312,0.596,0.381,0.54
ADASYN,0.03,Adaboost,0.83,0.404,0.452,0.109,0.427,0.672,0.6,0.395
ADASYN,0.03,GBDT,0.837,0.379,0.262,0.07,0.31,0.596,0.409,0.524
BorderlineSMOTE,0.02,SVM,0.813,0.37,0.476,0.132,0.417,0.672,0.615,0.382
BorderlineSMOTE,0.02,KNN,0.767,0.3,0.5,0.19,0.375,0.655,0.618,0.378
BorderlineSMOTE,0.02,LR,0.783,0.351,0.643,0.194,0.454,0.725,0.715,0.287
BorderlineSMOTE,0.02,DT,0.78,0.26,0.31,0.143,0.283,0.583,0.455,0.499
BorderlineSMOTE,0.02,RF,0.863,0.519,0.333,0.05,0.406,0.641,0.493,0.473
BorderlineSMOTE,0.02,LightGBM,0.85,0.429,0.214,0.047,0.286,0.584,0.35,0.557
BorderlineSMOTE,0.02,Adaboost,0.827,0.396,0.452,0.112,0.422,0.67,0.599,0.395
BorderlineSMOTE,0.02,GBDT,0.813,0.267,0.19,0.085,0.222,0.553,0.315,0.576
SVMSMOTE,0.08,SVM,0.84,0.429,0.429,0.093,0.429,0.668,0.582,0.409
SVMSMOTE,0.08,KNN,0.787,0.28,0.333,0.14,0.304,0.597,0.481,0.482
SVMSMOTE,0.08,LR,0.817,0.367,0.429,0.12,0.396,0.654,0.576,0.413
SVMSMOTE,0.08,DT,0.77,0.255,0.333,0.159,0.289,0.587,0.477,0.485
SVMSMOTE,0.08,RF,0.87,0.556,0.357,0.047,0.435,0.655,0.52,0.456
SVMSMOTE,0.08,LightGBM,0.86,0.5,0.286,0.047,0.364,0.62,0.44,0.506
SVMSMOTE,0.08,Adaboost,0.857,0.487,0.452,0.078,0.469,0.687,0.607,0.391
SVMSMOTE,0.08,GBDT,0.833,0.367,0.262,0.074,0.306,0.594,0.408,0.525
SMOTUNED,88.99,SVM,0.723,0.27,0.571,0.252,0.366,0.66,0.648,0.352
SMOTUNED,59.67,KNN,0.71,0.247,0.524,0.26,0.336,0.632,0.614,0.384
SMOTUNED,1891.12,LR,0.717,0.269,0.595,0.264,0.37,0.666,0.658,0.342
SMOTUNED,106.13,DT,0.707,0.244,0.524,0.264,0.333,0.63,0.612,0.385
SMOTUNED,384.66,RF,0.713,0.276,0.643,0.275,0.386,0.684,0.681,0.319
SMOTUNED,348.75,LightGBM,0.78,0.342,0.619,0.194,0.441,0.713,0.7,0.302
SMOTUNED,637.17,Adaboost,0.71,0.263,0.595,0.271,0.365,0.662,0.655,0.345
SMOTUNED,1248.22,GBDT,0.777,0.333,0.595,0.194,0.427,0.701,0.685,0.317
DAZZLE,1308.1222336292267,SVM,0.857,0.333,0.024,0.008,0.044,0.508,0.047,0.69
DAZZLE,1308.1222336292267,KNN,0.833,0.3,0.143,0.054,0.194,0.544,0.248,0.607
DAZZLE,1308.1222336292267,LR,0.857,0.48,0.286,0.05,0.358,0.618,0.439,0.506
DAZZLE,1308.1222336292267,DT,0.803,0.311,0.333,0.12,0.322,0.607,0.483,0.479
DAZZLE,1308.1222336292267,RF,0.853,0.4,0.095,0.023,0.154,0.536,0.174,0.64
DAZZLE,1308.1222336292267,LightGBM,0.847,0.389,0.167,0.043,0.233,0.562,0.284,0.59
DAZZLE,1308.1222336292267,Adaboost,0.847,0.4,0.19,0.047,0.258,0.572,0.318,0.573
DAZZLE,1308.1222336292267,GBDT,0.85,0.44,0.262,0.054,0.328,0.604,0.41,0.523
WGAN,14.47,SVM,0.86,0.0,0.0,0.0,0.0,0.5,0.0,0.707
WGAN,14.47,KNN,0.297,0.158,0.929,0.806,0.27,0.561,0.321,0.572
WGAN,14.47,LR,0.323,0.139,0.738,0.744,0.234,0.497,0.38,0.558
WGAN,14.47,DT,0.807,0.25,0.19,0.093,0.216,0.549,0.315,0.576
WGAN,14.47,RF,0.137,0.135,0.952,0.996,0.236,0.478,0.008,0.705
WGAN,14.47,LightGBM,0.563,0.113,0.31,0.395,0.166,0.457,0.409,0.563
WGAN,14.47,Adaboost,0.65,0.101,0.19,0.275,0.132,0.458,0.302,0.605
WGAN,14.47,GBDT,0.14,0.14,1.0,1.0,0.246,0.5,0.0,0.707
RP,2.594623565673828,SVM,0.787,0.323,0.476,0.163,0.385,0.657,0.607,0.388
RP,2.594623565673828,KNN,0.763,0.284,0.452,0.186,0.349,0.633,0.582,0.409
RP,2.594623565673828,LR,0.74,0.295,0.619,0.24,0.4,0.689,0.682,0.318
RP,2.594623565673828,DT,0.77,0.279,0.405,0.171,0.33,0.617,0.544,0.438
RP,2.594623565673828,RF,0.863,0.517,0.357,0.054,0.423,0.651,0.518,0.456
RP,2.594623565673828,LightGBM,0.853,0.444,0.19,0.039,0.267,0.576,0.318,0.573
