oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.86,0.0,0.0,0.0,0.0,0.5,0.0,0.707
No,0,KNN,0.86,0.5,0.19,0.031,0.276,0.58,0.318,0.573
No,0,LR,0.867,0.6,0.143,0.016,0.231,0.564,0.25,0.606
No,0,DT,0.793,0.292,0.333,0.132,0.311,0.601,0.482,0.481
No,0,RF,0.853,0.375,0.071,0.019,0.12,0.526,0.133,0.657
No,0,LightGBM,0.843,0.333,0.119,0.039,0.175,0.54,0.212,0.624
No,0,Adaboost,0.843,0.308,0.095,0.035,0.145,0.53,0.173,0.64
No,0,GBDT,0.83,0.364,0.286,0.081,0.32,0.602,0.436,0.508
Random,0.01,SVM,0.793,0.333,0.476,0.155,0.392,0.661,0.609,0.386
Random,0.01,KNN,0.767,0.274,0.405,0.174,0.327,0.615,0.543,0.439
Random,0.01,LR,0.727,0.256,0.5,0.236,0.339,0.632,0.604,0.391
Random,0.01,DT,0.803,0.282,0.262,0.109,0.272,0.577,0.405,0.528
Random,0.01,RF,0.853,0.444,0.19,0.039,0.267,0.576,0.318,0.573
Random,0.01,LightGBM,0.853,0.455,0.238,0.047,0.312,0.596,0.381,0.54
Random,0.01,Adaboost,0.793,0.3,0.357,0.136,0.326,0.611,0.505,0.465
Random,0.01,GBDT,0.82,0.342,0.31,0.097,0.325,0.606,0.461,0.493
SMOTE,0.02,SVM,0.787,0.317,0.452,0.159,0.373,0.647,0.588,0.403
SMOTE,0.02,KNN,0.757,0.275,0.452,0.194,0.342,0.629,0.58,0.411
SMOTE,0.02,LR,0.743,0.278,0.524,0.221,0.364,0.651,0.626,0.371
SMOTE,0.02,DT,0.747,0.242,0.381,0.194,0.296,0.594,0.517,0.459
SMOTE,0.02,RF,0.86,0.5,0.333,0.054,0.4,0.64,0.493,0.473
SMOTE,0.02,LightGBM,0.843,0.407,0.262,0.062,0.319,0.6,0.409,0.524
SMOTE,0.02,Adaboost,0.813,0.341,0.357,0.112,0.349,0.622,0.509,0.461
SMOTE,0.02,GBDT,0.817,0.324,0.286,0.097,0.304,0.594,0.434,0.51
ADASYN,0.02,SVM,0.787,0.317,0.452,0.159,0.373,0.647,0.588,0.403
ADASYN,0.02,KNN,0.737,0.266,0.5,0.225,0.347,0.638,0.608,0.388
ADASYN,0.02,LR,0.717,0.258,0.548,0.256,0.351,0.646,0.631,0.367
ADASYN,0.02,DT,0.75,0.211,0.286,0.174,0.242,0.556,0.425,0.52
ADASYN,0.02,RF,0.85,0.444,0.286,0.058,0.348,0.614,0.438,0.507
ADASYN,0.02,LightGBM,0.833,0.346,0.214,0.066,0.265,0.574,0.349,0.558
ADASYN,0.02,Adaboost,0.81,0.333,0.357,0.116,0.345,0.62,0.509,0.462
ADASYN,0.02,GBDT,0.827,0.353,0.286,0.085,0.316,0.6,0.435,0.509
BorderlineSMOTE,0.02,SVM,0.81,0.368,0.5,0.14,0.424,0.68,0.632,0.367
BorderlineSMOTE,0.02,KNN,0.773,0.303,0.476,0.178,0.37,0.649,0.603,0.391
BorderlineSMOTE,0.02,LR,0.767,0.311,0.548,0.198,0.397,0.675,0.651,0.349
BorderlineSMOTE,0.02,DT,0.743,0.246,0.405,0.202,0.306,0.602,0.537,0.444
BorderlineSMOTE,0.02,RF,0.847,0.438,0.333,0.07,0.378,0.632,0.491,0.474
BorderlineSMOTE,0.02,LightGBM,0.85,0.444,0.286,0.058,0.348,0.614,0.438,0.507
BorderlineSMOTE,0.02,Adaboost,0.797,0.279,0.286,0.12,0.282,0.583,0.431,0.512
BorderlineSMOTE,0.02,GBDT,0.817,0.333,0.31,0.101,0.321,0.604,0.461,0.493
SVMSMOTE,0.07,SVM,0.867,0.556,0.238,0.031,0.333,0.604,0.382,0.539
SVMSMOTE,0.07,KNN,0.8,0.312,0.357,0.128,0.333,0.615,0.507,0.463
SVMSMOTE,0.07,LR,0.833,0.389,0.333,0.085,0.359,0.624,0.489,0.475
SVMSMOTE,0.07,DT,0.78,0.293,0.405,0.159,0.34,0.623,0.547,0.436
SVMSMOTE,0.07,RF,0.847,0.389,0.167,0.043,0.233,0.562,0.284,0.59
SVMSMOTE,0.07,LightGBM,0.843,0.353,0.143,0.043,0.203,0.55,0.249,0.607
SVMSMOTE,0.07,Adaboost,0.84,0.406,0.31,0.074,0.351,0.618,0.464,0.491
SVMSMOTE,0.07,GBDT,0.833,0.4,0.381,0.093,0.39,0.644,0.537,0.443
SMOTUNED,87.65,SVM,0.757,0.293,0.524,0.205,0.376,0.659,0.631,0.367
SMOTUNED,56.76,KNN,0.723,0.253,0.5,0.24,0.336,0.63,0.603,0.392
SMOTUNED,1620.62,LR,0.747,0.298,0.595,0.229,0.397,0.683,0.672,0.329
SMOTUNED,90.48,DT,0.73,0.265,0.524,0.236,0.352,0.644,0.621,0.376
SMOTUNED,350.01,RF,0.787,0.338,0.548,0.174,0.418,0.687,0.658,0.343
SMOTUNED,337.37,LightGBM,0.747,0.276,0.5,0.213,0.356,0.643,0.611,0.384
