oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
ADASYN,0.02,LR,0.74,0.304,0.667,0.248,0.418,0.709,0.707,0.294
ADASYN,0.02,DT,0.78,0.25,0.286,0.14,0.267,0.573,0.429,0.515
ADASYN,0.02,RF,0.847,0.423,0.262,0.058,0.324,0.602,0.41,0.524
ADASYN,0.02,LightGBM,0.843,0.368,0.167,0.047,0.23,0.56,0.284,0.59
ADASYN,0.02,Adaboost,0.807,0.34,0.405,0.128,0.37,0.638,0.553,0.431
ADASYN,0.02,GBDT,0.84,0.412,0.333,0.078,0.368,0.628,0.49,0.475
BorderlineSMOTE,0.02,SVM,0.763,0.277,0.429,0.182,0.336,0.623,0.562,0.424
BorderlineSMOTE,0.02,KNN,0.77,0.315,0.548,0.194,0.4,0.677,0.652,0.348
BorderlineSMOTE,0.02,LR,0.767,0.329,0.643,0.213,0.435,0.715,0.708,0.294
BorderlineSMOTE,0.02,DT,0.78,0.239,0.262,0.136,0.25,0.563,0.402,0.531
BorderlineSMOTE,0.02,RF,0.853,0.455,0.238,0.047,0.312,0.596,0.381,0.54
BorderlineSMOTE,0.02,LightGBM,0.85,0.412,0.167,0.039,0.237,0.564,0.284,0.59
BorderlineSMOTE,0.02,Adaboost,0.827,0.386,0.405,0.105,0.395,0.65,0.557,0.427
BorderlineSMOTE,0.02,GBDT,0.843,0.419,0.31,0.07,0.356,0.62,0.464,0.491
SVMSMOTE,0.06,SVM,0.863,0.526,0.238,0.035,0.328,0.602,0.382,0.539
SVMSMOTE,0.06,KNN,0.817,0.356,0.381,0.112,0.368,0.634,0.533,0.445
SVMSMOTE,0.06,LR,0.823,0.366,0.357,0.101,0.361,0.628,0.511,0.46
SVMSMOTE,0.06,DT,0.77,0.245,0.31,0.155,0.274,0.577,0.453,0.5
SVMSMOTE,0.06,RF,0.857,0.474,0.214,0.039,0.295,0.588,0.35,0.556
SVMSMOTE,0.06,LightGBM,0.86,0.5,0.238,0.039,0.323,0.6,0.382,0.539
SVMSMOTE,0.06,Adaboost,0.843,0.419,0.31,0.07,0.356,0.62,0.464,0.491
SVMSMOTE,0.06,GBDT,0.83,0.371,0.31,0.085,0.338,0.612,0.463,0.492
SMOTUNED,73.95,SVM,0.737,0.272,0.524,0.229,0.358,0.648,0.624,0.374
SMOTUNED,48.38,KNN,0.707,0.27,0.643,0.283,0.38,0.68,0.678,0.322
SMOTUNED,1338.71,LR,0.767,0.329,0.643,0.213,0.435,0.715,0.708,0.294
SMOTUNED,72.68,DT,0.7,0.233,0.5,0.267,0.318,0.616,0.594,0.401
SMOTUNED,261.66,RF,0.757,0.313,0.619,0.221,0.416,0.699,0.69,0.311
SMOTUNED,232.17,LightGBM,0.77,0.299,0.476,0.182,0.367,0.647,0.602,0.392
SMOTUNED,488.37,Adaboost,0.717,0.269,0.595,0.264,0.37,0.666,0.658,0.342
SMOTUNED,867.94,GBDT,0.727,0.267,0.548,0.244,0.359,0.652,0.635,0.364
DAZZLE,1525.7545900344849,SVM,0.863,1.0,0.024,0.0,0.047,0.512,0.047,0.69
DAZZLE,1525.7545900344849,KNN,0.86,0.5,0.167,0.027,0.25,0.57,0.285,0.59
DAZZLE,1525.7545900344849,LR,0.877,0.667,0.238,0.019,0.351,0.609,0.383,0.539
DAZZLE,1525.7545900344849,DT,0.81,0.317,0.31,0.109,0.313,0.6,0.46,0.494
DAZZLE,1525.7545900344849,RF,0.863,0.6,0.071,0.008,0.128,0.532,0.133,0.657
DAZZLE,1525.7545900344849,LightGBM,0.857,0.467,0.167,0.031,0.246,0.568,0.284,0.59
DAZZLE,1525.7545900344849,Adaboost,0.86,0.5,0.238,0.039,0.323,0.6,0.382,0.539
DAZZLE,1525.7545900344849,GBDT,0.827,0.344,0.262,0.081,0.297,0.59,0.408,0.525
