oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.86,0.0,0.0,0.0,0.0,0.5,0.0,0.707
No,0,KNN,0.857,0.476,0.238,0.043,0.317,0.598,0.381,0.54
No,0,LR,0.877,0.692,0.214,0.016,0.327,0.599,0.352,0.556
No,0,DT,0.82,0.375,0.429,0.116,0.4,0.656,0.577,0.412
No,0,RF,0.873,0.75,0.143,0.008,0.24,0.568,0.25,0.606
No,0,LightGBM,0.87,0.615,0.19,0.019,0.291,0.586,0.319,0.573
No,0,Adaboost,0.873,0.591,0.31,0.035,0.406,0.637,0.469,0.489
No,0,GBDT,0.843,0.407,0.262,0.062,0.319,0.6,0.409,0.524
Random,0.01,SVM,0.787,0.347,0.595,0.182,0.439,0.707,0.689,0.314
Random,0.01,KNN,0.793,0.339,0.5,0.159,0.404,0.671,0.627,0.371
Random,0.01,LR,0.737,0.282,0.571,0.236,0.378,0.667,0.654,0.346
Random,0.01,DT,0.8,0.286,0.286,0.116,0.286,0.585,0.432,0.512
Random,0.01,RF,0.85,0.412,0.167,0.039,0.237,0.564,0.284,0.59
Random,0.01,LightGBM,0.853,0.45,0.214,0.043,0.29,0.586,0.35,0.556
Random,0.01,Adaboost,0.81,0.364,0.476,0.136,0.412,0.67,0.614,0.383
Random,0.01,GBDT,0.837,0.387,0.286,0.074,0.329,0.606,0.437,0.508
SMOTE,0.03,SVM,0.797,0.333,0.452,0.147,0.384,0.653,0.591,0.401
SMOTE,0.03,KNN,0.78,0.342,0.619,0.194,0.441,0.713,0.7,0.302
SMOTE,0.03,LR,0.743,0.299,0.619,0.236,0.403,0.691,0.684,0.317
SMOTE,0.03,DT,0.77,0.255,0.333,0.159,0.289,0.587,0.477,0.485
SMOTE,0.03,RF,0.857,0.478,0.262,0.047,0.338,0.608,0.411,0.523
SMOTE,0.03,LightGBM,0.857,0.476,0.238,0.043,0.317,0.598,0.381,0.54
SMOTE,0.03,Adaboost,0.827,0.361,0.31,0.089,0.333,0.61,0.462,0.492
SMOTE,0.03,GBDT,0.837,0.387,0.286,0.074,0.329,0.606,0.437,0.508
ADASYN,0.02,SVM,0.787,0.317,0.452,0.159,0.373,0.647,0.588,0.403
ADASYN,0.02,KNN,0.753,0.295,0.548,0.213,0.383,0.667,0.646,0.354
