oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.86,0.0,0.0,0.0,0.0,0.5,0.0,0.707
No,0,KNN,0.837,0.348,0.19,0.058,0.246,0.566,0.317,0.574
No,0,LR,0.873,0.611,0.262,0.027,0.367,0.617,0.413,0.522
No,0,DT,0.777,0.245,0.286,0.143,0.264,0.571,0.429,0.515
No,0,RF,0.867,0.625,0.119,0.012,0.2,0.554,0.212,0.623
No,0,LightGBM,0.873,0.625,0.238,0.023,0.345,0.607,0.383,0.539
No,0,Adaboost,0.857,0.48,0.286,0.05,0.358,0.618,0.439,0.506
No,0,GBDT,0.823,0.372,0.381,0.105,0.376,0.638,0.534,0.444
Random,0.02,SVM,0.767,0.325,0.619,0.209,0.426,0.705,0.694,0.307
Random,0.02,KNN,0.77,0.304,0.5,0.186,0.378,0.657,0.619,0.377
Random,0.02,LR,0.743,0.312,0.69,0.248,0.43,0.721,0.72,0.28
Random,0.02,DT,0.807,0.333,0.381,0.124,0.356,0.628,0.531,0.446
Random,0.02,RF,0.877,0.619,0.31,0.031,0.413,0.639,0.469,0.489
Random,0.02,LightGBM,0.877,0.6,0.357,0.039,0.448,0.659,0.521,0.455
Random,0.02,Adaboost,0.787,0.333,0.524,0.171,0.407,0.677,0.642,0.358
Random,0.02,GBDT,0.843,0.436,0.405,0.085,0.42,0.66,0.561,0.425
SMOTE,0.03,SVM,0.79,0.333,0.5,0.163,0.4,0.669,0.626,0.372
SMOTE,0.03,KNN,0.757,0.313,0.619,0.221,0.416,0.699,0.69,0.311
SMOTE,0.03,LR,0.747,0.327,0.762,0.256,0.457,0.753,0.753,0.247
SMOTE,0.03,DT,0.81,0.388,0.619,0.159,0.477,0.73,0.713,0.292
SMOTE,0.03,RF,0.873,0.553,0.5,0.066,0.525,0.717,0.651,0.357
SMOTE,0.03,LightGBM,0.87,0.548,0.405,0.054,0.466,0.675,0.567,0.423
SMOTE,0.03,Adaboost,0.823,0.404,0.548,0.132,0.465,0.708,0.672,0.333
SMOTE,0.03,GBDT,0.847,0.452,0.452,0.089,0.452,0.682,0.605,0.392
ADASYN,0.02,SVM,0.773,0.314,0.524,0.186,0.393,0.669,0.637,0.362
ADASYN,0.02,KNN,0.753,0.3,0.571,0.217,0.393,0.677,0.661,0.34
ADASYN,0.02,LR,0.747,0.327,0.762,0.256,0.457,0.753,0.753,0.247
ADASYN,0.02,DT,0.82,0.389,0.5,0.128,0.438,0.686,0.636,0.365
ADASYN,0.02,RF,0.883,0.606,0.476,0.05,0.533,0.713,0.634,0.372
ADASYN,0.02,LightGBM,0.88,0.594,0.452,0.05,0.514,0.701,0.613,0.389
ADASYN,0.02,Adaboost,0.817,0.386,0.524,0.136,0.444,0.694,0.652,0.35
ADASYN,0.02,GBDT,0.833,0.42,0.5,0.112,0.457,0.694,0.64,0.362
BorderlineSMOTE,0.04,SVM,0.793,0.339,0.5,0.159,0.404,0.671,0.627,0.371
BorderlineSMOTE,0.04,KNN,0.753,0.3,0.571,0.217,0.393,0.677,0.661,0.34
BorderlineSMOTE,0.04,LR,0.77,0.352,0.762,0.229,0.481,0.767,0.767,0.233
BorderlineSMOTE,0.04,DT,0.797,0.306,0.357,0.132,0.33,0.613,0.506,0.464
BorderlineSMOTE,0.04,RF,0.887,0.611,0.524,0.054,0.564,0.735,0.674,0.339
BorderlineSMOTE,0.04,LightGBM,0.87,0.543,0.452,0.062,0.494,0.695,0.61,0.39
BorderlineSMOTE,0.04,Adaboost,0.807,0.371,0.548,0.151,0.442,0.698,0.666,0.337
BorderlineSMOTE,0.04,GBDT,0.833,0.409,0.429,0.101,0.419,0.664,0.58,0.41
SVMSMOTE,0.09,SVM,0.843,0.447,0.5,0.101,0.472,0.7,0.643,0.361
SVMSMOTE,0.09,KNN,0.773,0.314,0.524,0.186,0.393,0.669,0.637,0.362
SVMSMOTE,0.09,LR,0.813,0.4,0.667,0.163,0.5,0.752,0.742,0.262
SVMSMOTE,0.09,DT,0.773,0.276,0.381,0.163,0.32,0.609,0.524,0.453
SVMSMOTE,0.09,RF,0.87,0.538,0.5,0.07,0.519,0.715,0.65,0.357
SVMSMOTE,0.09,LightGBM,0.867,0.529,0.429,0.062,0.474,0.683,0.588,0.406
SVMSMOTE,0.09,Adaboost,0.84,0.444,0.571,0.116,0.5,0.728,0.694,0.314
SVMSMOTE,0.09,GBDT,0.847,0.447,0.405,0.081,0.425,0.662,0.562,0.425
SMOTUNED,115.73,SVM,0.73,0.299,0.69,0.264,0.417,0.713,0.713,0.287
SMOTUNED,80.8,KNN,0.713,0.261,0.571,0.264,0.358,0.654,0.644,0.356
SMOTUNED,1829.27,LR,0.727,0.304,0.738,0.275,0.431,0.731,0.731,0.269
SMOTUNED,81.71,DT,0.663,0.219,0.548,0.318,0.313,0.615,0.608,0.391
SMOTUNED,381.44,RF,0.77,0.341,0.69,0.217,0.457,0.737,0.734,0.267
SMOTUNED,373.28,LightGBM,0.857,0.49,0.595,0.101,0.538,0.747,0.716,0.295
SMOTUNED,628.87,Adaboost,0.817,0.403,0.643,0.155,0.495,0.744,0.73,0.275
SMOTUNED,1112.93,GBDT,0.783,0.333,0.548,0.178,0.414,0.685,0.657,0.344
DAZZLE,1414.7920229434967,SVM,0.86,0.0,0.0,0.0,0.0,0.5,0.0,0.707
DAZZLE,1414.7920229434967,KNN,0.827,0.222,0.095,0.054,0.133,0.52,0.173,0.641
DAZZLE,1414.7920229434967,LR,0.873,0.643,0.214,0.019,0.321,0.597,0.352,0.556
DAZZLE,1414.7920229434967,DT,0.773,0.25,0.31,0.151,0.277,0.579,0.454,0.5
DAZZLE,1414.7920229434967,RF,0.873,0.667,0.19,0.016,0.296,0.587,0.319,0.573
DAZZLE,1414.7920229434967,LightGBM,0.887,0.7,0.333,0.023,0.452,0.655,0.497,0.472
DAZZLE,1414.7920229434967,Adaboost,0.87,0.552,0.381,0.05,0.451,0.665,0.544,0.439
DAZZLE,1414.7920229434967,GBDT,0.847,0.429,0.286,0.062,0.343,0.612,0.438,0.507
WGAN,17.17,SVM,0.86,0.0,0.0,0.0,0.0,0.5,0.0,0.707
