oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
ADASYN,0.03,KNN,0.747,0.276,0.5,0.213,0.356,0.643,0.611,0.384
ADASYN,0.03,LR,0.76,0.33,0.69,0.229,0.446,0.731,0.729,0.272
ADASYN,0.03,DT,0.783,0.275,0.333,0.143,0.301,0.595,0.48,0.482
ADASYN,0.03,RF,0.873,0.571,0.381,0.047,0.457,0.667,0.544,0.439
ADASYN,0.03,LightGBM,0.873,0.625,0.238,0.023,0.345,0.607,0.383,0.539
ADASYN,0.03,Adaboost,0.847,0.455,0.476,0.093,0.465,0.692,0.624,0.376
ADASYN,0.03,GBDT,0.847,0.438,0.333,0.07,0.378,0.632,0.491,0.474
BorderlineSMOTE,0.04,SVM,0.81,0.364,0.476,0.136,0.412,0.67,0.614,0.383
BorderlineSMOTE,0.04,KNN,0.77,0.304,0.5,0.186,0.378,0.657,0.619,0.377
BorderlineSMOTE,0.04,LR,0.8,0.378,0.667,0.178,0.483,0.744,0.736,0.267
BorderlineSMOTE,0.04,DT,0.793,0.328,0.452,0.151,0.38,0.651,0.59,0.402
BorderlineSMOTE,0.04,RF,0.897,0.704,0.452,0.031,0.551,0.711,0.617,0.388
BorderlineSMOTE,0.04,LightGBM,0.893,0.727,0.381,0.023,0.5,0.679,0.548,0.438
BorderlineSMOTE,0.04,Adaboost,0.837,0.429,0.5,0.109,0.462,0.696,0.641,0.362
BorderlineSMOTE,0.04,GBDT,0.843,0.419,0.31,0.07,0.356,0.62,0.464,0.491
SVMSMOTE,0.11,SVM,0.87,0.588,0.238,0.027,0.339,0.605,0.383,0.539
SVMSMOTE,0.11,KNN,0.827,0.368,0.333,0.093,0.35,0.62,0.488,0.476
SVMSMOTE,0.11,LR,0.857,0.488,0.476,0.081,0.482,0.697,0.627,0.375
SVMSMOTE,0.11,DT,0.82,0.35,0.333,0.101,0.341,0.616,0.486,0.477
SVMSMOTE,0.11,RF,0.883,0.684,0.31,0.023,0.426,0.643,0.47,0.489
SVMSMOTE,0.11,LightGBM,0.873,0.611,0.262,0.027,0.367,0.617,0.413,0.522
SVMSMOTE,0.11,Adaboost,0.88,0.615,0.381,0.039,0.471,0.671,0.546,0.439
SVMSMOTE,0.11,GBDT,0.847,0.447,0.405,0.081,0.425,0.662,0.562,0.425
SMOTUNED,123.89,SVM,0.703,0.263,0.619,0.283,0.369,0.668,0.664,0.336
SMOTUNED,69.85,KNN,0.737,0.282,0.571,0.236,0.378,0.667,0.654,0.346
SMOTUNED,1870.88,LR,0.78,0.346,0.643,0.198,0.45,0.723,0.714,0.289
SMOTUNED,87.91,DT,0.65,0.235,0.667,0.353,0.348,0.657,0.657,0.343
SMOTUNED,428.82,RF,0.8,0.364,0.571,0.163,0.444,0.704,0.679,0.324
SMOTUNED,271.55,LightGBM,0.767,0.333,0.667,0.217,0.444,0.725,0.72,0.281
SMOTUNED,518.63,Adaboost,0.763,0.325,0.643,0.217,0.432,0.713,0.706,0.296
SMOTUNED,963.64,GBDT,0.743,0.33,0.81,0.267,0.469,0.771,0.769,0.232
DAZZLE,794.8784136772156,SVM,0.867,0.75,0.071,0.004,0.13,0.534,0.133,0.657
DAZZLE,794.8784136772156,KNN,0.843,0.368,0.167,0.047,0.23,0.56,0.284,0.59
DAZZLE,794.8784136772156,LR,0.86,0.5,0.238,0.039,0.323,0.6,0.382,0.539
DAZZLE,794.8784136772156,DT,0.767,0.241,0.31,0.159,0.271,0.575,0.453,0.501
DAZZLE,794.8784136772156,RF,0.86,0.5,0.095,0.016,0.16,0.54,0.174,0.64
DAZZLE,794.8784136772156,LightGBM,0.863,0.545,0.143,0.019,0.226,0.562,0.249,0.606
DAZZLE,794.8784136772156,Adaboost,0.87,0.571,0.286,0.035,0.381,0.625,0.441,0.506
DAZZLE,794.8784136772156,GBDT,0.857,0.478,0.262,0.047,0.338,0.608,0.411,0.523
